LABEL	preprocessing_B
AGAINST	 la productora mediapro prepara un documental sobre els jutges europeus i espanyols i el cas o
AGAINST	fotogaleria gtgt jornada de mobilitzacions independentistes contra la marxa organitzada per justapol i lextrema dreta per a reivindicar la violència policial de l#oct via
FAVOR	després de latzucac en què es va fotre ahir rufian aprofito x dir una coseta als nostres polítics no ens heu de convèncer de res els discursos polítics ja no colen dediqueuvos a fer la feina que el poble us ha encomanat o aparteuvos el pèl ja no ens el prendreu més
AGAINST	dirán que es fairy rojo
FAVOR	missatge des de la presó ls demostrarem a la diagonal que no tenim cap por de defensar la democràcia no hi ha presó ni exili que faci callar el clam de llibertat de la diada per construir la república de tothom i per a tothom 
AGAINST	demà de març celebrem el dimecres de cendra però sabeu què representa aquesta diada per als catòlics mireu aquest vídeo i descobriuho #quaresma
FAVOR	no zoiz nadie que ze vaya er perro azquerozo eze zoiz doh perroh de un come si i el de la jaqueta diu que és i porta la jaqueta de #xusmapol aquest és el nivell dels fcse després no ens estranyem de tot plegat que ignorants  #thisistherealspain
NEUTRAL	un bon amic dargentina que ens vam conèixer fent voluntariat a uganda ha marxat del país per no poder viure amb preus desorbitants i inflació ha aconseguit la nacionalitat italiana i ve a viure a bcn és arquitecte però busca feina de qualsevol cosa botigues bars 
FAVOR	la ministra de defensa retreu a puigdemont que persones que rebien ordres seves estan assumint la seva responsabilitat
FAVOR	️ conseller la política dhabitatge ha de ser una de les polítiques centrals de tota administració pública però sovint ha estat massa lligada a la conjuntura econòmica financera al mercat i hem de tendir que no siguin tan conjunturals com estructurals
NEUTRAL	exigir lalliberament dels presos polìtics em sembla una condició molt realista si el govern del pp va tancar els nostres a la presó perque va ser ell donant ordres als jutjes el govern de sánchez pot en treurels de la mateixa manera
AGAINST	i sobretot vull reiterar el privilegi que significa la confiança de lateneu barcelonès a disposar senyors
AGAINST	esto qué es una kata de anormales
FAVOR	està bé et lleves i veus que deixen fer una conferència a un de vox al parlament europeu i que han nominat al trump com a premi nobel de la pau adoro el olor a fascismo por la mañana
FAVOR	 diada nacional de catalunya visca catalunya lliure #joanirealadiagonal #catalunya
NEUTRAL	 completament dacord és el moment de la #unitat #somrepública femho possible
NEUTRAL	menys tuits i més acció directa lita claver la maña reclamant davant del teatre apolo els diners que li deuen els dethika global el nom de la productora té gràcia també
AGAINST	 a tot això a anys de la seva declaració el judici jordi pujol i família sembla totalment aturat
AGAINST	molt bon ritme dinscripcions de la diada pràcticament tots els trams ja estan quasi plens tinc el pressentiment que aquest s serà espectacular animeu a serhi fins a lúltim republicà #primeradiada #diada #s #femlarepúblicacatalana
AGAINST	ara es veu que per sóc una persona molt perillosa els nacionalistes espanyols estan molt perjudicats lodi sels menja per tot arreu els que realment són perillosos són els que l doctubre apallissaven gent gratuïtament
FAVOR	veient al judici com es va fer el desafiament a esp x la gent i polítics catalans i com es va anar fins al final del desafiament això ha dobrir debats penso en activistes dandalusia madrid euskadi q conec i q si ho segueixen deuen flipar però crec q no ho poden seguir
FAVOR	fa un any van entrar a les nostres institucions per intentar aturar la democràcia es van inventar un delicte de sedició i rebel·lió però les imatges els desmenteixen comparteix #s
FAVOR	la fiscalia ha retirat lacusació a hom té la impressió que tot es pacta de sotamà que el torcebraç hi està essent però per a pactar una rebaixa en la represssió i per a intentar pactar un referèndum dautodeterminació impossible ningú treballa per desconnectar
AGAINST	ens hem de felicitar pq la democràcia va passar per sobre d aquests assasins i els ha deixat reduïts a afectes a performances d impotència buscant provocar ni cas
FAVOR	aviat començarà el judici a la democràcia el judici a les urnes i a la llibertat siguemne tots dignes i estiguemne a lalçada ens hi juguem molt ens ho hi juguem tot fem el que calgui però femho junts #joacuso #judicialademocracia #recuperemldoctubre #república
AGAINST	una sola nació catalunya un sol poble el poble català un sol estat la república catalana un sol president carles puigdemont una sola llengua el català un sol partit la crida nacional una sola ideologia lanarquisme puigde un sol sindicat intersindicalcsc
AGAINST	sí sí tu tristjaja anda que estàs encantat de la vida amb el que va passar ahir tu no ets desquerres ets un nacionalista de sarrià
FAVOR	pérez de los cobos assegura en el #judiciprocés que no hi va haver cap càrrega policial per part de les forces de seguretat de lestat a lo i diu que van fer un ús exquisit de la proporcionalitat
FAVOR	si les urnes han arribat a les escoles és perquè hi ha una massa social darrere disposada a defensar la democràcia a #faqsforojuecestv 
AGAINST	puigdemont la declaració no fou simbòlica processista heroi geni fem república jugada mestra millo la declaració no fou simbòlica processista rata feixista majordom inhumà crueltat insuportable
NEUTRAL	ulleres de realitat virtual per a pacients amb càncer
FAVOR	una pregunta buch és entorn puigdemont sol és entorn junqueras mirem la seva capacitat dempatia per jutjar els seus líders jo diria que no gaire
FAVOR	el dissabte arribaran autocars plens de feixistes és molt important tothom que pugui vagi a la plaça sant jaume #omplimsantjaumes #nopassaran
FAVOR	el ball de les urnes continua ara mateix al pas fronterer del portús una urna gegant en provinença de catalunya nord i a destinació de garrigàs #laforçadunpoble per aquest pas fronterer van passar milers durnes que van fer possible el referèndum de l doctubre del
FAVOR	#tajanipuppetoffascism defensem la dignitat contra el feixisme el omplim els invasors seran foragitats de catalunya i la nostra terra tornarà a ésser sota la repúblicasenyora de la seva llibertat i dels seus destins#carlesrahola
FAVOR	saps què és dignitat manifestarse amb lextrema dreta avalar el fotret den turull quan sabies que lendemà entrava a presó i girarte desquena als familiars dels presos entre altres coses gt té un preu és un bomerang que us retorna a la cara de casa es ve plorat
FAVOR	#s  és aquesta la imatge que no sha de produir mai més policia encaputxada intentant escorcollar una seu dun partit polític sense ordre judicial avui fa un any  #seguimprenentpartit
NEUTRAL	cal votar indi no cal que sigui jxcat o erc treure més del i forçar al gov efectiu que declari la independència o plegui el que passi a esp no es lobjectiu sempre manaran ells les votacions han de servir per mostrar el creixement indi i apretar als nostres polítics
FAVOR	 quina meravella la gent del nostre país gràcies osonencs grans visca la #republicacatalana 
AGAINST	exacte no es demana tant només que els polítics fassin el que han promès al poble
AGAINST	 a sobre els llestos els tenen com herois ara et dic una cosa els asesors que van dir que sentregaran per entrar a la presó i així passar de traïdors a herois ho han fet molt bé
AGAINST	portàvem dos anys alertant que suposava un risc per la seguretat dels viatgers de i ho hem denunciat en comissió plenari i el govern només lencerta quan rectifica
AGAINST	 rivera cs promet que si governa el castellà serà la llengua vehicular als col·legis públics i concertats
AGAINST	massa ants potser aquest és un altre tema sembla la tele dels de sempre
FAVOR	artadi assumeix la interlocució amb madrid per ordre de puigdemont
FAVOR	si una cosa tenim a esquerra és que som dallò més crítics i punyents amb la nostra direcció però em permetràs que mentre noriol sigui a la presó el que doni les primeres explicacions sigui en puigdemont
AGAINST	la qüestió no és si el govern va impulsar un simulacre de referèndum q tractava denganyar al mateix temps a la justícia espanyola i als votants i q tenia com a únic objectiu retenir el poder la qüestió és saber a quin puto delicte correspon una actuació tan idiota i imoral
FAVOR	queda clar segons el fiscal i ladvocada de lestat que si ets conseller dinterior indepe fas que els mossos siguin indepes també en canvi al govern espanyol els ministres poden ser del psoe i del pp i això no marca ideològicament policies ni guàrdies civils és delirant
AGAINST	 està guai perquè situa catalunya a la alçada exacta del guaidó un amic collonut
FAVOR	avui us hem pogut escoltar conseller i volem dir amb fermesa i emoció que ha estat un honor i un privilegi servir al país sota el seu comandament a les seves ordres conseller #judiciaalademocracia #makeamove
FAVOR	atencio #desnonament penal demà dimecres setembre h carrer cadí #turo #noubarris ltmgt l vilapicina angela i la seva familia ens demanen ajuda hi ha menors #stopdesnonaments
NEUTRAL	la foto es maquisima segur que es una ciutat molt bonica
AGAINST	 editorial en diumenge un seriós toc datenció contra el govern contra els partits
AGAINST	quina comparació més infantil anaven a reunirse amb un fugit de la justicia anaven a lestranger per què hem de pagar seguretat a un paio que només ha de moures dintre de la provincia ell únicament és la màxima autoritat admini del regne despanya a una provincia
AGAINST	algú pot confirmar si #coutinho encara és jugador del
FAVOR	acte institucional de la #diada nacional de catalunya a #igualada sota el títol presos i exiliats un reconeixement a les famílies xavier dàvila conversa amb meritxell lluís al teatre municipal lateneu #diada
FAVOR	permetrem aquest insult ara mateix la gent es a sant jaume consolidem lacampada #republicacatalana #diada manifestació de suport a les policies espanyoles a sant jaume per recordar lo
NEUTRAL	#totesmoutv la certesa de que estan sols davant tota una maquinària estatal repressora i les duríssimes condicions personals dels presos no ens ha de fer perdre lobjetiu al que ells mateixos ens van guiar la repûblica no hi ha més alternativa que mirar cap endavant
FAVOR	xarxers moltes gràcies a totses per les vostres preocupacions dahir i sobretot per la paciència ja estém en marxa i no os preocupeu si tancan la xarxa la tornarem a obrir i així serà fins que fem efectiva la república nosaltres os buscarem sempre no patiu #femxarxa
FAVOR	quan comenci el judici als presos polítics catalans assistirem a una de les derrotes més grans de lestat espanyol just en un moment en que eu necessita enfortir la democràcia i defensarse dun feixisme al alça espanya jutja per posar urnes i donar veu al poble felicitats
AGAINST	no passaria res farien turisme tot i que no és comparable amb lo damer ja que jxc no es presenta a jerez ni a andalusia
FAVOR	agraïm a la cantautora americana joan baez aquesta preciosa cançó els drets d la qual ha cedit peter gabriel a lanc en suport a la independència d catalunya thank you very much joan you are still the beautiful and brave woman we met in the s ️
FAVOR	️però la qüestió és com reaccionarà catalunya quan el tribunal condemne durament els presos polítics basantse no en la veritat sinó en aquestes mentides la gran mentida
NEUTRAL	si després descoltar a en i saber que està en una injusta presó encara creus que estàs en una democràcia avançada en comptes de la sudafrica de lapartheid és que no heu entès res
FAVOR	el mes repugnant es que els colauers es riguin i es burlin de que els liders politics indepes no sapiguen com afrontar les porres la brutalitat i la repressio espanyola potser els nostres liders son pusilánimes pero vosaltres sou fastigosos
AGAINST	si no ens deixen marxar com a mínim els hem de sortir cars a lestado hem de ser el peix podrit de setmanes a dins de la nevera espanyola alguna idea
AGAINST	comença #digibaix jornada dàmbit digital amb parlant de #gamificació
AGAINST	aquest jajaja si aixo es el nodo catala amb la tv son els media del regimen
AGAINST	em pregunto si els pares li riuran la gràcia
FAVOR	avui fa mig any que enmig dun debat dinvestidura van tornar a empresonar als q no vam voler deixar la política activa igual q loct la repressió no va poder aturar la democràcia la presó no aturarà el nostre compromís i conviccions q són nobles pacífiques i democràtiques
AGAINST	no cal esperar al judici i sentència sobre els presos per a la gran resposta popular és evident que laparell de lestat espanyol està disposat a aplicar el dret penal de lenemic i a executar un càstig exemplar davant lestupor de leuropa democràtica
FAVOR	gran discurs del mhp basat en la nostra història per projectarnos al futur el què fractura són els cops de puny i patades dels feixistes
FAVOR	estic completament segur que demà la plaça de sant jaume estarà abarrotada dindependentistes el poble mai falla jo estaré i tu vindràs #omplimsantjaume #republicacatalana
AGAINST	 les afirmacions de moreno bonilla són una irresponsabilitatintenta confrontar ciutadans per orígen o llengua el que proposa amb els andalusos de catalunya no és legal perquè és diferenciar els drets duns ciutadans amb els drets daltres tots som catalans
NEUTRAL	fes servir al pc un nevegador anònim tor i al crear el un compte de twiter et preguntarà de quin pais ets ja que no ho sabrà de forma automàticai dius que ets anglès o del país que vulguis twitter espanya no hi tindrà laccés tant fàcil
FAVOR	indepes tenim en contra el nostre govern indepe i el dñ la banca la majoria destats els lobbys lesglésia la policia els militars la majoria dhabitants i la premsa dñ a gairebé tothom no creieu que sí estem fent una autèntica revolució
FAVOR	cal que presenti queixa urgentment a per lactitud racista dels seus agents de seguretat prou connivència amb el feixisme prou impunitat
AGAINST	hi ha coses que si i coses que no com de tots els partits no mho trago tot de ningu pero els indepes que mhan mentit durant tanta anys aquests em fan especial repelus
FAVOR	en la transició a estats és normal que certs dirigents colons de la metròpoli hi tornin i abandonin la colònia esdevinguda nou estat rivera levy arrimadas girauta anem bé les eleccions són xq el gobierno frankenstein de sánchez procedeixi amb la indy i estats
FAVOR	si ets un mentider hi ha vídeos del fairy i la gent parejant el cap del piolinesal rebés si que tenim vídeos piolines patejan als votants pacífics pocavergonya #joacuso #freetothom
NEUTRAL	la bretxa salarial sha escurçat gairebé un en els últims anys segons la ceoe
FAVOR	nachete el fachete deixa les drogues per cert dónali records al tros de delinqüent del teu parent martín villa #nazisraus #independència
AGAINST	aquí ja no ho sé al barça també varen fer algun xanxullet però no tant descarat
AGAINST	 un assassí i genocida que signava les sentències de mort a grapats aquest idolatreu vosaltres els colp
NEUTRAL	 faré un ús moderat de la meva llibertat dexpressió això quina merda és
AGAINST	davant dun judici que no shauria dhaver produït mai per defensar que els conflictes polítics necessiten solucions polítiques perquè no renunciarem mai al diàleg i a la democràcia aquest dissabte els i les comuns quedem a  h   gran via rocafort
AGAINST	alimentant la política de blocs per quan millor pitjor per que no et vaig a waterlo a llevarli personalment el cul al dreta puigdemont
FAVOR	llàstima que sempre que es parla de lesquerra española es posi al mateix sac al psoe del i a unidos podemos que sempre ha denunciat la repressió
FAVOR	pp psoe i cs el tripartit del un dia dacord en tapar els escàndols de la monarquia i lendemà els del poder judicial
FAVOR	 recopilació dels vídeos de de octubre de que corri prou de dirnos mentiders
NEUTRAL	 comparada amb znation a mi se mha fet curta
AGAINST	shaurien dexigir uns coneixements mínims per votar aquest és el tema del debat de les h entre aula a cancel·lat aula b junts pel que sigui vosguard aula c sofistes alpha
AGAINST	vols que tinguin solidaritat quan heu rigut insultat i passat per sobre dels drets de laltra catalunya i de la resta despanya en què món vius
AGAINST	 es irónic q un procesista parli de farsa
FAVOR	directe  buch no ens han donat cap explicació el canvi de criteri es va donar el de febrer hem convocat la comissió mixta de seguretat de catalunya vull pensar que sha fet amb criteri policials i no polítics
AGAINST	#barcelona capital de la #república o capital de lautonomia ens agradi o no aquest és el repte o guanyen els independentistes o guanyen els autonomistes l#o ho vam comprovar els comuns tenien lalcaldia i no van fer tot el que podien
FAVOR	 més de personalitats i intel·lectuals francesos demanen lalliberament dels presos polítics vía
AGAINST	li he donat like perquè mha fet gracia magrada lhumor no com a tu que tho prens tot com una ofensa i un atac
FAVOR	 europa fa temps que està tornant als seus orígens jo no vull formar part daquesta vergonya #tajanipuppetoffascism htt
AGAINST	es que ell deia que era pel palco del bernabéu i resulta que molts madridistes i daltres equips també han sigut investigats i condemnats
FAVOR	 #bondia el #president assisteix al ple del #parlament
NEUTRAL	lexconseller auditor de bankia acusa deloitte de negligència en el seu control del banc
FAVOR	aquesta entrevista a l@oscarandreu està molt i molt bé i el que diu és cert o decidim ser una ciutat provinciana despanya o una capital a més de no deixar mai almenys del tot la política en mans dels polítics
FAVOR	 al malauradament el judici‍ no té res a veure amb la justícia la presó política preventiva o la indefensió en la instrucció ho demostren la nostra obligació és posar de manifest totes les vulneracions #judicialademocràcia
FAVOR	èxit total a la xerrada d@assocatenes a olot sobre el judici sumaríssim als presos polítics amb la presència de i i d#unitat dels partits i entitats #unitat #faketrial #judicifarsa #oct #joacuso #freetothom #judicialademocracia
FAVOR	loriol la carme la dolors el raül el quim el jordi cuixart el jordi sànchez el josep i el jordi turull han passat una nit més a la presó lluitarem fins que sigueu lliures us volem a casa #llibertatpresespolítiques #llibertatpresospolítics
AGAINST	no en fa cap però és la veritat tot era fake i atès que és la veritat jo prefereixo que faci aquesta defensa impecable per intentar que els deixin en llibertat i els jutgin les urnes
AGAINST	 finalment un referent de lindependentisme satreveix a dirho
AGAINST	de debò cal ser tan i tant tòtil després danar per la vida amb aquest aspecte de mico quasi humà i presumint de tenir un adn especial i tot i tenir aquest aspecte dinfradotat anar de supremacista de debò que ara surts amb això estàs molt malalt molt 
NEUTRAL	atribueixen als sospitosos dentre i anys els presumptes delictes destafa continuada agreujada falsedat documental usurpació destat civil i pertinença a xarxa criminal per més de fets delictius #mossos #coches #estafas
FAVOR	 cap govern espanyol feixistapot prohibirnos un poema d miquel martí pol
AGAINST	 la justicia a ñ es imparcial no rigueu cony #més
AGAINST	sánchez les tres dretes competeixen per qui defensa pitjor la unitat despanya el periódico de catalunya
FAVOR	en directe sóc soci dòmnium del racc i de càritas diocesana no em consta que ser soci dòmnium sigui cap delicte no ho era durant el franquisme em sorprèn aquesta pregunta #judicirac
AGAINST	de fet només ha fet campanya contra artadi quimtorra i puigdemont tu com treballes per al pdecat et dones per aludida ho entenem
AGAINST	la nostra posició davant la crisi territorial és molt clara llei i diàleg dins el sistema democràtic podem dialogar i aquesta és la nostra posició des del primer dia no hi ha un altre camí #elsmatinstv
FAVOR	ja és vergonyós que identifiqueu a persones que es manifesten de forma pacífica però que a més a més identifiqueu a les persones encarregades de mediar dimissió així no #vergonya #shameonmossos #tardorcalenta #buchdimissio #elpoderdelpoble #cdrenxarxa
FAVOR	 els teus impostos estan pagant el sou a una senyora que compara el referèndum de lo amb una violació
FAVOR	pel sr rivera tv és un aparell de propaganda separatista els mossos són una policia política els presos polítics catalans són uns colpistes els cdr són escamots violents però els feixistes que agredeixen periodistes a les manifestacions de cs són uns infiltrats
AGAINST	 difonem aquest vídeo es important qué es torni a veure
AGAINST	de març dia de la dona lluitem per la igualtat als centres de treball i al carrer
FAVOR	 #o nou quiz en desconec lautoria
AGAINST	formació també fora de laula els estudiants de #periodismepolític de la visiten el #parlament de catalunya per aprendre com funciona la cambra #innovaciódocent #uviclife
AGAINST	espanya és lestat que va empresonar més artistes el segons indica linforme la situació de la llibertat artística el elaborat per organització internacional independent en defensa de la llibertat de creació #demàpotssertu 
FAVOR	i ara et sembla q pot ser interessant votar a eleccions esp pq no guanyi ni un bloc ni laltre i psoe hagi de pactar amb els partits plurinacionals investir sánchez i no aprovar res si no es dóna referèndum a canvi fer esp ingovernable pot ser un senyal interessant cara lue
AGAINST	el parlament de catalunya acaba de censurar que el govern hagi volgut simular davant lopinió pública que havia presentat uns pressupostos a la cambra en realitat ni han estat aprovats pel consell executiu ni han estat enviats al parlament
AGAINST	llàstima que es saltessin lleis i que aquest argumentari polític no els hi servirà de res algú els hauria dhaver assessorat en quina plaça toregen
FAVOR	 regalarli el relat a lestat espanyol i deslegitimar el referèndum ja guanyat no es pot ser més imbècil #farsants
NEUTRAL	opacitat falta dètica i de solidaritat etc escandalosa lera pasqual ja era escandalosa lanterior demostra la deixadesa política de i la negligència del patronat duna de les fundacions més subvencionades del país #dimissionsja
FAVOR	 borrell els independentistes deuen estar contents amb la meva candidatura a les europees
NEUTRAL	la plantilla de gallina blanca va a la vaga indefinida
FAVOR	cap democràcia no té presos polítics la democràcia impedeix que els dissidents siguin empresonats per defensar les seves idees per tant espanya no és una democràcia plena té gent pacífica empresonada per voler fer possible la independència de catalunya
AGAINST	petarse lestatut i la constitució no és delicte sense de debatre amb mig parlament aprovar les lleis de desconexió transitorietat i fundació de la república que és per tu repeteixo que perquè tv no hagi fet un minuts no treu li la gravetat el famós xoc de trens
FAVOR	bomba madeleine albright anticipa la independència de catalunya #xcatalunya
AGAINST	sapropa el mwc i ens estan tirant merda per canviar la seu ara simposen unes setmanes de silenci còmplice després farem la campanya internacional de fi ni ti va i arribarà la primavera que serà catalana o no serà #vinegre #vinonegro
NEUTRAL	lo de la c economia va ser deliberat deixar els patrol sense vigilancia igual les armes dintre lo mateix oberts els cotxes igual i així tot i lo bó es que ja arribem al meollo tot sortirà tot #joacuso #aquestajusticiaesunafarsa
NEUTRAL	farem el que podrem per lluitar per un món més just que és el que ha fet ella tota la vida 
NEUTRAL	són tan burros que encara no shan assabentat de que la seva #españaglobal o #thisistherealspain és conseqüència de la imatge patetica que estan donant al món espanya és la riota deuropa i ells sonant la pandereta
FAVOR	el conseller és un pres polític ostatge de lestat espanyol a la presó de lledoners fa nits que està tancat sense judici pel fet dhaver obeït el mandat del poble de catalunya que va sortir de les urnes #llibertatrull #llibertatpresospolítics 
AGAINST	avui fa anys naixia emili miró fons membre fundador dels castellers de terrassa i president allà on siguis feliç aniversari totes les nostres aletes també són teves avi
AGAINST	la tertúlia davui del és una meravella #catorceava #allin
FAVOR	els intolerants disfressats de monàrquics que només creuen que ha de ser legal votar el que els agrada anomenen populisme a escoltar el poble el poble només els interessa per adoctrinarlo amb lestètica de la seva classe selecta i lètica integrista de la seva secta #llibertat
AGAINST	el junqueras es un mossen i el llach una bleda asolejada coincidim
AGAINST	un llibre perquè aprenguinun avió per enviar un missatgei la nostra presència per exigir la república #omplimsantjaume #s #libreslliures
AGAINST	que ara us trobeu a un judici i no us agraden les veritats a la cara eh
AGAINST	estic esperant per poder parlar amb tots ells a la cara son innocents i no mereixen estar a la presó però son traïdors del poble català
AGAINST	bueno no respondrà als fiscals només a la seva defensa espero que ho fassi en català
NEUTRAL	vinya ametllers pineda i espadats de la vall de vingrau on sacaba catalunya i toca a occitània rosselló catalunya nord països catalans foto dubedat philippe vualà
AGAINST	ahir començava un gran esdeveniment jurídic i polític però també un enorme drama familiar duna família que és o era la nostra el judici és un fracàs de la política i dels polítics
FAVOR	#omplimsantjaumes ️ #atenció cap celebració amb la nostra sang #oct #o #octalcarrer #oct #octnooblidem sant jaume #barcelona
FAVOR	tot el que té a veure amb un govern democràtic independentista se li aplica una justícia pròpia de dictadures fins i tot a cossos policials que no depenen del govern ho està pagant gent innocent amb presó lactuació de la justícia espanyola es mereix algun dia un nuremberg
FAVOR	guaita xavier domènech la crisi que vindrà de pressupostos i eleccions es pressionarà per un govern real de psoeciudadanos es tracta de reconstruir el règim però sobretot dassegurar la gestió neoliberal de la possible crisi del vía
FAVOR	#organitzemrepública de setembre acte polític de i passeig del born h #lanostrasentència #independència #tossudadamentalçats #sensepor #dempeus #somplimladiagonal #femlarepúblicacatalana #repúblicaésllibertat
NEUTRAL	en concret els sindicats han precisat que els tres magatzems el tancament sha plantejat estan localitzats a manises valència oviedo astúries i sant antoni de villamajor #catalunya #dia
FAVOR	em preocupa molt que després de anys de procés amb gent a la presó exiliats després de referèndums que no han servit per res unes eleccions que no han respectat els resultats amb un govern autonòmic etc etc hi hagi gent tan innocent encara
AGAINST	llàstima que la vàlua dun servei depengui del seu cost econòmic no sempre majormenor preu implica majormenor efectivitat
AGAINST	vist lallau de suport com pot veure el per la caiguda de retuits i magrada no és lo mateix que disposats a venir
AGAINST	#economia interessant larticle de guillem lópez casasnovas al garicano quan lacadèmic passa a la política
FAVOR	vine i fes pinya x catalunya x la república x la llibertat x la democràcia x els que vindran i x els que no volen marxar sense viureho nosaltres hi serem perquè només entre tots aconseguirem que la lluita esdevingui victòria
FAVOR	#ultimahora primera sentència sobre el el tribunal suprem avala la legitimitat de rajoy per dissoldre el parlament perquè estava complint les funcions de puigdemont i per tant jsí i la cup els tocarà pagar les despeses ho havíem de intentar
FAVOR	protestem contra la mani dextrema dreta a barcelona aquest diumenge prou impunitat ucfr convoca accions el s i s contra el feixisme #nosaltressommés prou agressions neonazis per la convivència en la diversitat difoneu si us plau més detalls
NEUTRAL	 fairy karatekas als punts de votació visca el porro eh millo 
FAVOR	 em van agafar dels cabells van estirar amb moltíssima força i ens van tirar a terra el testimoni de la maria isabel és esfereïdor ella també va patir la repressió policial l doctubre per voler votar #elmeuo
AGAINST	com metge del ics això era evident q no era veritat perquè cap víctima va arribar als caps els dies següents per continuitat de cura de les seves lesionsara em sembla increible el nivell de manipulació informativai encara hi ha gent q creu q va haverhi ferits
AGAINST	queda algun jutge de veritat el jutjat de vitòria condemna el govern espanyol per haver rebentat un acte danna gabriel
FAVOR	el judici és la continuació del discurs del rei del de en resum el a por ellos laparell judicial i policial ho van entendre de fet cantaven el a por ellos grups de policies nacionals desplaçats a cat després van venir els defensors del i ara són els jutges
FAVOR	espanya és aquell país on per dir que cal trencar els ous per fer una truita o cagarse en la verge tenvien davant del fiscal però per fer apologia del feixisme o desitjar la mort de catalans mai et passarà res
AGAINST	poc a poc fins votar sí 
FAVOR	 sense les iaies no hi ha revolució #elmeu #o
FAVOR	mira q em fan mandrota els polítics presos aquesta gentola que ha cridat a la desmobilització i que ataquen els interesos de la meva classe però gaudeixo veient com els presos polítics catalans treuen la rauxa i planten cara als jutges espamongols #schrödinger #judicifarsa
FAVOR	els observadors denuncien que marchena restringeix els interrogatoris dels testimonis #juicioprocesar #procesoprocésarv #juicioprocesesp #juicioproces #judicifarsa #joacuso #thisistherealspain #judicitvcatràdio #enjakeetb
AGAINST	moltes gràcies per la conversa i pel seu suport a lalliberament dels presos polítics i per una solució pacífica i dialogada per catalunya no oblidem el suport del seu pare que com a president de mèxic va acollir i donar suport a milers dexiliats catalans
FAVOR	 obre a #santvicençdelshorts un acte en què alcaldes i alcaldesses d@esquerraerc refermen el seu compromís amb l#o el proper alcalde de #barcelona ha de fer el que calgui per la #república no es tracta de guanyar unes eleccions sinó de governar el país
AGAINST	jo veig incitació a lodi faran algo els o la
FAVOR	 lesclat democràtic de fa gairebé un any no quedarà en res l#octalcarrer️  hem après a ser poble fem una #tardorcalenta #cdrenxarxa #repúblicacatalanaja #punyetes
NEUTRAL	la meva família és propietària de diversos negocis cada manifestació cada vaga afecta al calaix i voleu saber què opinem féu el favor daturar el país indefinidament i declarem i exercim la independència duna vegada
FAVOR	 rufián adverteix p sánchez que si aplica el perdrà catalunya que no és el que busquem que ens perdin
AGAINST	que voleu que us digui si jo fos president del govern español tiraria pel dret i no convocaria eleccions implementaria partides pressupuestàries extraordinàries per portar a la pràctica les mesures que es propossaven en els pressupostos que la dreta ha tombat
FAVOR	demanar aprovar uns altres pressupostos de la misèria únicament perquè tens por de la patacada que podemos es trobarà a les eleccions és un error habitual de la política de poltrones
FAVOR	un tertulià unionista admet que el què realment preocupa a madrit és ni més ni menys com ens agafem el poble català la sentència del judici ignominiós estan ben cagats i seguim tenim la paella pel mànec vinga ànims
FAVOR	premsa internacional sobre la manifestació dahir euronews els catalans reclamen el dret a lautodeterminació bf bèlgica existeix el delicte de rebel·lió ny times les forces independentistes demostren la seva força e irlanda judici als independentistes
FAVOR	dones fermes compromeses amb els drets civils i polítics contra lús de la força i a favor del dret a lautodeterminació llegiu el manifest aquí
AGAINST	avui hem reunit la comissió executiva de després de lanunci de la convocatòria electoral del #a afrontem aquest cicle generalsmunicipalseuropees amb esperança i confiança convençuts que la feina feta és el camí que ens demana la ciutadania
FAVOR	tal com jo ho veig la unitat de la llengua i el catalanisme no tenen una relació estreta qui defensa que lespanyol de madrid i el dargentina són el mateix idioma no busca la unificació política dels dos estats
FAVOR	sóc lunic que està fisn els collons dels presos i de com estàn condemnant al poble de catalunya
FAVOR	nits sense vosaltres josep ahir va ser lòstia com a concepte vam denunciar la ignomínia de la presó en definitiva amic vam dir ben fort que testimem molt i que et trobem molt a faltar la ginesta com a concepte #usvolemacasa #freetothom
AGAINST	és tan fastigos escoltar les preguntes repreguntes en aquest #farsajudici sobre el què del o del s com si dun crim és tractés
FAVOR	 exacte jo els vaig votar perque intentessin aconseguir la independencia no per anar a la preso per no f
AGAINST	segur no era del mossos noi mira que van matar un grapat detinguts a comisarial carrer
FAVOR	bloquejar el govern espanyol vol dir perdre un any per forçar noves eleccions com hem vist això no ajuda en res a la independència simplement anem passant el temps fins que algun dia a espanya tinguin majoria absoluta i ja no ens necessitin cal canviar destratègia urgentment
AGAINST	molt bé nois 
AGAINST	desde catalunya tot el meu suport desde catalunya todo mi soporte y pel presiden torrada li dedicó aquesta foto y para el presidente torrada le dedicó esta foto
FAVOR	conseller això és una infàmia contra els vostres pares i contra tots els que estimem la democràcia i la llibertat una abraçada a la família i endavant sempre endavant
FAVOR	òmnium sindigna per un vídeo retallat de jordi cuixart el s que enric millo utilitza en un tuit i li demana que rectifiqui mostrant la seqüència sencera #judicitvcatràdio
FAVOR	no he oblidat k avui és el dia internacional de la #democràcia però a lestat espanyol no es pot comemorar res de democràcia ben poca #democracyday #democracyday
FAVOR	es reprèn la declaració de manuel castellví excomissari dinformació dels segueixla aquí en directe #judicitvcatràdio #totesmoutv @tvcat 
FAVOR	els jutges tenen un xat on per preparar les vistes vexen independentistes sempre per sentit destat #garrotuit
FAVOR	amb tota la raó del món seguirem defensant la llibertat dexpressió i la democràcia #nosurrendercat la voluntat del poble es guanya i sexergeix somhi
