LABEL	preprocessing_C
FAVOR	15 de setembre a Lleida Participaré en aquesta xerradadebat amb Pepe Balmón ex pres polític a la falsa democràcia més de 20 anys pres per militància comunista al PCE r a part de ser brutalment torturat per entre daltres Billy el niño 
AGAINST	RT DolcaCatalunya RacisTorra demana al Parlament que li apugi el sou un 5 
FAVOR	Aquest es important perque AVISEN de que faràn CargasPoliciales desde GoProPolicia PERJURIO JoAcuso JudiciFarsa 
FAVOR	NiNaNiNeTa3 MargaCDR carmencalvo La arribada de la república Catalana es inexorable Es pot veure amb el nerviosisme dels politics aspañoles Comencen el joc de traidories entre ells per no figurar com els responsables de la seva derrota
FAVOR	MiquelBuch ets un fals Abones cada dia aquest relat quan envies els mossos a pegar civils indepes q es manifesten però protegeixes als de lultradreta Tú permets q lultradreta creixi cada dia 
AGAINST	Comencem el Consell de Federació del pscbarcelona escoltant a miqueliceta fent un anàlisi de la situació política actual SocialismoEsProgreso 
FAVOR	RT elpuntavui EN DIRECTE El ple vota la creació duna comissió dinvestigació sobre la monarquia Parlament 
AGAINST	Mes324 Quina barra Molta vergonya aliena tant per lintervenció daquest pseudosindicalista com pel periodisme propagandístic vinculat al processisme que habitualment feu JudiciTV3CatRadio
FAVOR	RT diariARA Llarena descarta reactivar leuroordre contra Puigdemont pel seu viatge al Parlament europeu 
FAVOR	Jo hi ha una cosa que no entenc en absolut Amb la quantitat dindepes megarevolucionaris que dominen el carrer que volta per Twitter que acusa als MHPs Puigdemont i Torra dautonomistes  Com es que els carrers no estan permanentment ocupats fent efectiva la revolució
AGAINST	🔴🔴🔴 CONVENI DEL LLEURE🔴 La patronal ha estat 🌀🌀🌀 durant mesos però ara hem pogut treballar una proposta 📊de taules salarials pel 2⃣0⃣1⃣9⃣ Hem de decidir 👍 📣 o 👎 i volem comptar amb totes vosaltres🙋‍♀🙋‍♂ Tens tota la ℹ i pots 🗳 a 
FAVOR	Senyors González i Aznar a Girona ja no vivim al 1978 Som en ple 2018 i el que abans era la plaça de la Constitució ara es diu Plaça de lU dOctubre de 2017 Aquest esperit democràtic i republicà és ara el nostre referent JuntsXCat 
AGAINST	Laiesken JordiGraupera Ok sembla que estem força dacord doncs En quant a si cal prohibir els pocs partits obertament feixistes que sí hi ha Doncs no ho sé Crec que prefereixo tolerarlos a ells que obrir portes a prohibicions de partits per la cara i ho dic com a mig alemany 👇🏻
AGAINST	jmCodinach MAntnia12 elsaartadi Tots defensem la independència i aquesta hauria de ser la base i únic punt programàtic A les primeres eleccions de la República ja podrem tornar a defensar cadascú el que vulgui
AGAINST	RT meganfrox Mireu els comentaris 😂 
FAVOR	Ja no és notícia perquè passa en tots els partits que es juguen a Catalunya Menys ho és als mitjans unionistes que ho silencien Tot i això ahir al BarçaGirona un cop més la gent va tornar a cridar Independència i LlibertatPresosPolitics 
AGAINST	RT CarlesSantacruz Cap mentida és massa òbvia per al poble si aquesta sacomoda al seu desig secret de creure en ella Christa Wolf
FAVOR	Cada cop que veig els vídeos i els comentaris de que feu sobre el vostre 1O mindigno més amb la nostra classe política de merda Shavia de ser molt imbècil per desaprofitar el que vam fer aquell dia i ara ens tenen negociant en comissions bilaterals de merda
FAVOR	evaristsole CridaNacional No entens que si no van plegats shauria de sumar la cupnacional  no hi ha manera que la ciutadania sempoderi i facin el que volem nosaltres Què creieu que és votar Un xeq en blanc
NEUTRAL	RT xpep67 OliverLpezMarn1 Tocar la porta a lEFTA Així de simple
AGAINST	EnricMar jrosell KenHaprenguin moragasai lacompetencia Disculpi però si no sap seguir un fil a twitter no és culpa meva cada dada està justificada en la conversa El cens de Catalunya és de 55 milions i qui es va quedar a casa l1O és gent com jo que no volíem ser els tontos útils dun referèndum que no era legal
AGAINST	No poden dir que lautodeterminació és un dret no poden acceptar que Junqueras i Puigdemont els van mentir però poden deshumanitzar els adversaris com si fossin José Borrell 
FAVOR	Avui MartaFelip citada a declarar per desobèdiencia al jutjat de Figueres per el Refedendum 1O  SomRepública LlibertatPresosPoliticsiexiliats VivaElRey 🖕 
NEUTRAL	RT FinsalNabokov Si no sap de cine sabrà de política lespanyorda global aquesta 
FAVOR	Gràcies miriamponsa per dignificar la prefessió✊🏻💛 lamodaéscultura LlibertatPresosPoliticsiexiliats Miriam Ponsa torna a portar la reivindicació política a la passarel·la  via AraEstils
AGAINST	RT tonicantona És lúnic que saben fer bé fotre merda els jutjats i fotre merda entre catalans i a viure com Reis 
FAVOR	23F Cop destat al CongresoEs 👉🏻 això sí és rebel·lió i no el relat pel qual estan sent jutjades persones demòcrates innocents🎗💛 Nomecuentescuentos JudiciFarsa FreeTothom 
FAVOR	📣📣📣 📅 Divendres 15 febrer ⏰ 8 vespre 📍 plaça de lAjuntament de Figueres ⤵⤵⤵ Assamblea informativa VagaGeneral 21F JudiciaAlaDemocràcia JudiciFARSA FakeJustice JoAcuso UsVolemLliures 💜💛💜 
FAVOR	RT ANCBombers Avui continuarem pendents del JudiciFARSA  JoAcuso Sí però podem fer més consellperlarepublica 
AGAINST	elsaartadi Tu no has anat a un hospital public no Reina APA calla i ves a lajuntamenta veure si allá fas menys mal
FAVOR	La Sra seoane advocada de lestat diu que ella no sabria separar la seva ideologia de la seva feina Així tal qual I sha quedat tan ample JudiciTV3CatRadio
FAVOR	Veient aquestes imatges no sereu capaços de tornarnos a la gent aquesta unitat que vàrem defensar entre tots Units som un gran poble perquè voleu separarnos A mí se men fot si sou desquerres de dretes o de la vía láctea jo vull ser només una Catalana lliure Unitat 
AGAINST	urielbertran Ontxo Exacte la solució no ens la donarà els estafadors que ens van mentir l1O
FAVOR	Les manifestacions de la Diada solen representar un avenç Renunciar a anarhi perquè alguns polítics shan atemorit em sembla amb respecte un error La manifestació serveix per marcar una direcció des del poble i per recordar als polítics que són els humils servidors del poble
AGAINST	mlope289 diariARA I ho vas denunciar És que si no es pot dubtar del que dius
AGAINST	RT ShaAcabat Aquí según la assemblea caben 5000 personas Rufián 🤷🏻‍♂️ 
NEUTRAL	La Sala del ContenciósAdministratiu de lAudiència Nacional ha confirmat dues multes de 200000 i 40000 euros 
NEUTRAL	📆 Sabies que a lagenda de la FCVS pots consultar un ampli ventall dactivitats entorn del voluntariat i de les entitats socials del territori Consultala i no et perdis els actes més interessants📢  
AGAINST	CarlesHeredia DidacCarreras Això es el seu pla allargar la mentida i lestafa dient que arribaran a un acord per fer un diàleg i bla bla bla a seguir cobran la pagueta de Madrid
FAVOR	jsccatalunya Entre la tirania franquista espaÑola i la RepúblicaCatalana el PSOE ha escollit la regressió i el reaccionarisme espaÑol El meu condol per la rendició i submisió que varen signar el 78 LlibertatPresosPoliticsiExiliats ConsellPerLaRepública
FAVOR	elpidiojsilva Mes del 51 el q passa es que ens neguen un referendum perque el tenen mes que perdut
FAVOR	Jordi7455 albertorta El problema és que nosaltres mirem com es barallen La política la ha de fer la gent No ho he tingut mai tant clar com ara
AGAINST	lovenjaire MontseG94398156 DavidnGoliat vlcJI Julii1985 marianpy1 CODEXREVISUS RAGAFO1 Jrgen27307674 silviayucca JordiMasFont axlcosta Morafanova cavaSEdR airebros ochoabravo32 RafaColono anguestar CDRTabarnia RamonBerenguerI jordivergesb AlfonsoIXLeon Capdecul1 rumbletoe canilero9 auroraborreal88 ElPaco17170917 LauraFangs mayadell bla7863 barnazen appoch crmontoro kiko0243 Argumentosepara JesusFase2 Ibermensch statesspain 33Joanot TabarniaSur fhaherrera serem1infern Blamitter berguetanu Oletros hlcannibal vivi190473 mosnunez nuriapatona Sam46a Ti lichi qui lis ispiñilis sis mii vilintis 
FAVOR	Hi va una estafa de collons Es va votar la millor Constitució possible en aquells moments amb lexèrcit vigilant amb la promesa de ferne una lectura generosa de fet Aznar i Rajoy hi van votar en contra i se nha fet una de restrictiva 
FAVOR	Ara ens tanquen lespai aeri per la Diada2018 com ja van fer per l1O No volen fotos del nostre èxit Encara creieu que cal seguir votant Sí a tots els decrets que el PSOE us posi al davant o potser ja toca plantarse i NoATot JoanTarda carlescampuzano gabrielrufian 
FAVOR	DUnió a Convergència Intenta entrar a ERC per acabar al PP Quin personatge més llepaculs menyspreable ressentit llimac rancuniós vomitiu EnricMillo tota la vida et perseguirà lombra de lésser despreciable que ets Passaràs vergonya passejant per Catalunya judici1O 
FAVOR	25918 Posaré aquest twitt cada dia fins que alliberin a totes i tots els presospolitics i pugui tornar en Carles Puigdemont KRLS com a legítim President de la República de Catalunya Visca Catalunya i el seu poble lliure i sobirà llibertatpresospolitics
FAVOR	Molts dieu de abstenirvos Molts ho feu demanant el perque haurieu de votar amb quina finalitat Que que ens donaria Be jo us donare un motiu Feune el que volgueu pero no digueu pas mes que no en teniu almenys un
AGAINST	RT CatalanaDecebud Un dos tres las TACAÑONAS del retrocés 
AGAINST	gabiferrador QuimTorraiPla Vinga va que a Twitter és molt fàcil ser revolucionari
NEUTRAL	PabloMM Perdona pero alguns han estat un any llarg en presó x tenir suc de remolatxa a la seva cuina Chicote posau ordre en aquestes cuines
AGAINST	La meva propera il·lustració serà un naip meitat baralla espanyola amb el VI de basts meitat baralla belga amb lAs de cors I ja és sabut per tots que lAs sempre venç al rei Us agrada la idea BeatrizTalegon valtonyc AdeuEspanya 
FAVOR	Arxiven la denúncia contra els dos joves que van amenaçar Carles Puigdemont dalt dun tanc No us perdeu les declaracions de jutge en contra del MHP KRLS Aquesta és la justícia independent dEspanya Hem de tallar ràpidament amb aquest estat colonial 
FAVOR	La veritat és q me la catapulta bastant el q passi a les generals però crec q hi han polítics q haurien de donar un pas al costat duna vegada buscar gent com HiginiaRoig i JonInarritu i fer una llista unitària contra el Feixisme amb Bildu BNG CUP ERC PdCat CN Ahí lo dejo
FAVOR	Perquè SomDones  perquè tb és víctima del JudiciFarsa  perquè no hi ha dret a com esgoten les forces dels presos i preses polítics i pq cal donar ànims cada dia per a ForcadellCarme via elnacionalcat 
FAVOR	Només si no omplim Sant Jaume perdrem Haurem acabat el moviment de baix a dalt del Poble QuimTorraiPla i KRLS envien missatges per mobilitzarnos Ara que tenim el suport de polítics i associacions lassemblea pot convocar a última hora ja ho veureu no podem defallir
FAVOR	🔴 ÚLTIMA HORA  Acord per blindar els presos i exiliats a través del ple del Parlament ✏ Ho explica la Gemmaaguilera 
AGAINST	Entrevista amb Ferran Mateo director de Dialnet 500 revistes a RACO  via CSUCinfo 
FAVOR	El PSOE dels GAL i el 155 està intentant prohibir una conferència del MHP Puigdemont al Parlament Europeu i intentant que el detinguin Sou uns malparits i us mereixeu que els independentistes no us hagin aprovat els pressupostos Sou mala gent NOESPOT 
AGAINST	RT capapeus 🌱Comencen els treballs de plantació al carrer GRAN de SantAndreu 
FAVOR	🗣️ José Antonio Nieto Em consta que hi va haver persones lesionades l1O i persones que van dir que havien estat lesionades En parlem quan vulguis amb informes mèdics I el convido a que ens mirem els vídeos amb calma i sencers sí sencers JudiciFarsa
NEUTRAL	Els accionistes minoritaris de Dia critiquen tant laposta de Fridman com el pla del consell per salvar la companyia 
FAVOR	Un dia diuen que la DUI es va publicar al DOGC Un altre que set cotxes van ser devastados No són equivocacions són mentides evidents en seu judicial Com pot no tenir conseqüències joacuso
AGAINST	misjosep Voleu la Gestapo catalana cap a una concepcio etnica de la societat
AGAINST	⚠ ÚltimaHora Pérez de los Cobos coordinador policial de l1O es treu responsabilitats i admet que es va actuar amb força a la immensa majoria de centres TV3 ha tingut accés als àudios de la declaració  
AGAINST	lluisllach Pero de que et queixes si ja tenen la foto que buscaven
AGAINST	La Universitat Autònoma de Barcelona ha ideat un algoritme per aconseguir que ningú manipuli les xifres de la manifestació de la Diada 
NEUTRAL	torrentsd jorditurull CNICatalunya gallifantes Bernat Well086 miriamnoguerasM iuforn De debò que ens estem deixant jutjar per aquesta colla de dropos
FAVOR	🔊 El filòsof JordiGraupera es presentarà a les primàries independentistes per triar un candidat a lalcaldia de Barcelona 
NEUTRAL	Sha de reconèixer que el rebranding del PSOE és bo Aprofiten tot laprès per ahorapodemos i els hi usurpen És el problema que succeeix quan deixes tot el pes de la política al màrqueting que arriba algú més vell i savi que tu i ho fa millor això de vendre fum 
AGAINST	SilMartAnt PujolBonell JuntsXCat  les proves estan en mans dels jutges que són els que han de jutjar i aplicar les lleis
AGAINST	El Departament dInterior com he dit a FAQSTV3 revisarà la praxis de determinades actuacions daquest dissabte per garantir que shagin adequat als protocols operatius
FAVOR	RT GHabitatgeSants Avui les dones aturem el món per canviarho tot  Avui també hi han StopDesnonaments 8Msants FemLlarsFeministes ht
NEUTRAL	Torrent treu importància als informes dels lletrats i defensa a Forcadell no podia fer una altra cosa 
AGAINST	RT ObispoMunilla La soberbia es la lujuria del espíritu 
NEUTRAL	INFO Ja ha sortit el nou episodi de RUN BTS 2019EP66 
FAVOR	Bon dia San Francisco Diada2018 LlibertatPresosPolítics FreeCatalanPoliticalPrisoners ExilisMaiMés FreeTothom 
AGAINST	El judici ja és una gran derrota de la política però lexhibició pública de la ultradreta disfressada dadvocat en representació de no sé quin poble és una gran derrota de la societat
NEUTRAL	2 Ser nosaltres mateixos sense fer cas a les falsedats i la propaganda que ens envolta Per no caure als paranys dels cants de sirena per les mentides embolicades amb paper de celofan I viure lliures Aquesta és la revolució humana real Una vida millor per a tots 
FAVOR	Les urnes són imprescindibles per qualsevol solució  ha dit Junqueras per sentenciar que votar no és un delicte perquè ja no està al Codi Penal però impedirho per la força sí que ho és de delicte JudiciProcés 
FAVOR	Les brigades de neteja feixistes al més pur estil KKK passejant amb cúters ganxos i navalles per Vilanova i arrencant pancartes penjades amb permís de lAjuntament Tenen tanta impunitat des de lorbita Cs que ara es creuen que fins i tot són la llei 
AGAINST	 CsStMartiBCN ens hem reunit amb govern i oposició perquè ens expliquessin quan sinicien les obres de lantic cinema Pere IV que serà un edifici dequipaments També hem parlat de la primera fase de la reurbanització dAlfons el Magnànim 
AGAINST	Pdemocratacat KRLS Democràcia diu el senyor amb complex de Napoleó que creu que democràcia vol dir farem el que A MI EM SURTI DELS COLLONS I manipularem la gent perquè facin el que A MI em surti dels collons
AGAINST	JoanTarda EsquerraERC Sap perfectament que lestat espanyol mai no permetrà un referèndum Ganes de continuar enganyant
NEUTRAL	RT Eroset2017 aleixsarri boyeg KRLS Si Tajani ho denega tindrà que explicar quan li han pagat desde Ñ Tot se sab
FAVOR	Pedro Sánchez no tenia cap interès en aprovar els pressupostosAvui podia haver superat el tràmit desmenes a la totalitat si hagués volgut i seguir negociant Colau ho sap però a qui ataca és als independentistes I té opcions de seguir sent alcaldessa per pur partidisme nostre 
FAVOR	📌 Eulàlia Reguant aramateix A Marchena li vam posar un mirall al davant per mostrar lanomalia que un partit com VOX estigui actuant com a acusació popular ▶️  JudiciTV3CatRàdio FAQSbotifarraTV3 
AGAINST	La premsa española ha engegat una nova campanya bastant denigrant Aquesta va dirigida contra la comunitat dimmigrants que resideixen a Catalunya sels retreu tot mínim suport a lindependentisme i els tracten com a ciutadans de segona Que acabats que estan
AGAINST	CCOO estimem el dret a manifestació i la llibertat dexpressió Per això ens dol que avui hagin agredit algunes seus nostres Denunciem la violència El diàleg és la via de solució per al conflicte polític Agraïm moltíssim les mostres de solidaritat que hem rebut tot el dia 
AGAINST	QuimTorraiPla Tu ets conscient del que diusSaps quants innocents va matar Companys o tho hem de recordar Dir el que dius és recolzar ETA i No todo vale  No volem llibertat a costa de la vida de ningú és malaltís
NEUTRAL	Ha estat un honor immens parlar amb vosaltres i poder abraçar en Roger i en Javier Aprenem del seu exemple i del seu dolor per construir una república de llibertats i decència torrentsd JavierM21161125 
FAVOR	Per què els eurodiputats de PSOE i socialistescat protesten i veten un acte de Torra i Puigdemont al Parlament Europeu i callen quan sanuncia un acte de VOX
AGAINST	Braços en alt i un paio força alterat al acabar la mani de XusmaPol HoliNoPassareu OmplimSantJaume29s OmplimSantJaume ForaXusmapol 
FAVOR	Quan defenso la República Catalana no vaig contra ningú Soc demòcrata republicà i europeista Els qui defensem aquests valors estem a la banqueta dels acusats Els que hi estan en contra estan asseguts a la bancada de lacusació judicialademocràcia
FAVOR	Avui hem tornat a guanyarDignitat i raó democràtica de presos i preses polítiques al TS davant la desraó dEstat i lluitamobilització i desobediència als carrers en la 21FVagaGeneral AutodeterminacióNoÉsDelicte i pels drets de totes AlcemNos HoTornariemAFer TombemElRègim 
AGAINST	lamardemona Emocionalment feble xddddd
AGAINST	eduardvoltas tonialba No era al revès Ah calla que vosaltres teniu una visió superior i filtrada
FAVOR	AccióEmpordàVallespir Hem d ser moltes hem d ser totes xq el dijous 21F fem una autèntica aturada de país VagaGeneral21F Aturemhotot AutodeterminacióÉsUnDret AutodeterminacioNoÉsDelicte llibertatpresespolitiquesiexiliades femRepública NiOblitNiPerdó niunpasenrere 
FAVOR	Avui no han passat Hem controlat el territori com el 20S i l1O I ho hem fet el poble unit i organitzat sense polítics ni institucions que ni shan presentat i poca falta que feia Hem lluitat Hem resistit Hem guanyat Aqui el camí Sortir al carrer per quedarnoshi
FAVOR	Les Diades són la màxima expressió del nostre poder popular sense intermediaris Amb un missatge directe als nostres polítics i als nostres enemics No podem deixar danarhi 11S2018
FAVOR	RT elnacionalcat Puigdemont entra a lEurocambra per primer cop des que està a lexili 
FAVOR	Espero que arribat el moment tots i cadascun de vosaltres recordeu com ens ha tractat aquesta puta Unió Europea als catalans Ho dic perquè coneixentvos sobre tot als lliristes encara seríeu capaços de votar sí a quedarnos en aquesta UE fastigosa de merda 👎🤢🤮💩
AGAINST	Fartes de simbolismes No volem estatuts No volem autonomia No volem ser un estat federal Vam votar i vam guanyar feu efectiva la República Desobeïu als despatxos com nosaltres ho fem al carrer NiUnPasEnrere Ni155NiRenúncies No volem les engrunes volem el pa sencer 
AGAINST	CCivicaCatalana pinxocat Es que es infumable casi igual que TV3
AGAINST	RT meganfrox Els importa una puta merda els problemes reals de la gent Fàstic 
AGAINST	🔊Nmartinblanco El que hem vist aquesta setmana és inadmissible Demanem la compareixença del conseller Buch perquè el que no podem admetre és que es posi en dubte la feina de la policia autonòmica quan la seva feina és garantir i preservar lordre públic 
NEUTRAL	RT barbiemustbedie Imatges inèdites del collegi on van tirar fairy el 1O 
AGAINST	CarlesSantacruz mercComas CridaNacional EsquerraERC lopezbofill Aquest Bofill es un dels majors estafadors del procés al costat de la Rahola i la Talegon no els deixarem que sen surtin també la Artadi i el Aragonès que estan negociant amb els nostres vots i aprovaran els pressupostos espanyols els traïdors del poble
AGAINST	Domènech ha vist que fins i tot els autoanomenats revolucionaris que vénen de les places són capaços de repetir els vicis de la vella política  Anàlisi de peremarticolom 
AGAINST	ArgeliaQueralt No pots ser equidistant ara És evident que la declaració que lhi atribueixen és inventada Com pots dir uns i altres 
AGAINST	Sempre he pensat que EnricMillo era el majordom Ara veig que es un resentit ple dodi que no limporta mentir I a mes un covard que no pot mirar a la cara als acusats 
AGAINST	Entenc la intenció rere els armilles taronjes que tindiquen per on passar a certes parades dFGC eh però no puc evitar sentir certa humiliació cada vegada que em senyalen lúnic camí lògic i disponible Ja ho sé ja que és per allà 
AGAINST	JaumeAlonsoCuev ivaxsirc jorditurull Molt estafador també sha de dir tot
FAVOR	2La mort d1 democràcia es pot retrotraure al moment en què un partit polític mostra afinitat amb els extremistes a la banda del seu espectre polític enlloc dels moderats de laltra banda i això és el que PPopular i CiudadanosCs han propiciat amb el seu pacte amb voxes 
AGAINST	Jo vaig anar a votar amb el floret li vaig treure un ull a un bòfia amb un atac frontal prèvia finta alla italiana després perpetrí fer un pirueta màgica i vaig tallar lorella a un altre amb un ràpid coupé i tot caient vaig poder besar amb llenga a la cap de mesa
NEUTRAL	RT 324Roures Defineix amb una paraula les declaracions que farà Millo avui al JudiciFarsa
FAVOR	RT miss71 Demà tots a Sant Jaume amb el nostre avió privat OmplimStJaume 29S llibreslliures FemXarxa 
FAVOR	Lexcap del CNP a Catalunya confirma que els serveis dinformació van controlar les xarxes socials premsa i associacions independentistes abans del Primer dOctubre 
AGAINST	RT JordiBV jordiPuignero marcarza Compte amb lortografia en castellà Conseller
FAVOR	etveigmoltlleig PalmiraTercera Els de la Xusmapol els han llençat de tot i no shan mogut ja tenim clar la posició de BRIMO I ARRO són els que han de ser DESPATXATS amb el BUCH IMMEDIATAMENT SR TORRA si no faci un pas al costat Aquests el MAJOR TRAPERO els tenía TANCATS a pany i forrellat
FAVOR	CatalunyaFreeTV Sou el típic exemple de catalanet ingenu El torrent té loportunitat dinvestir Puigdemont i no ho fa Tot són paraules PouBoada
NEUTRAL	EXHAURITS‼️ No podiem començar millor la segona setmana incògnit ciaincognita teatrelliure No badeu amb les entrades  👈🏽👈🏽👈🏽👈🏽 
FAVOR	💭Sabíeu que Pérez de los Cobos es va presentar voluntari a la caserna de la guardiacivil dIecla vestit amb la camisa blava camisa de lafalange per donar suport a la insurrecció militar comandada pel coronel Tejero ElCircDelSuprem 
FAVOR	mandaleta EsquerraERC Pdemocratacat A mi x enviar polítics a Madrid a fer autonomia NO MHI TROBARAN O hi van a negociar lautodeterminació o jo no els hi donaré suport De fet crec q no shi haurien de presentar Si es presenten amb els 2 condicionants del NoaTot els votaré si no NO
FAVOR	monicamonso Quina foto més brutal NoSurrenderCat
FAVOR	RT DavidGR1714 No es un proces politic pero ara diuen que ajornaran la sentencia per no afavorir els resultats dels independentistes a le
FAVOR	ramonaymami JonInarritu Una vergonya Tota aquesta gentussa era la izquierda progre  Ha desaparescut tota del mapa La pela es la pela Quina decepcio Aixo va de democracia ja no parlo de independencia
FAVOR	RT PileteJosefine alextrempCDR TotsASantJaume OmplimSantJaume tots junts portarem la república ja
AGAINST	XaviRoca66 Tenia entès que lhavia mort un xapero
NEUTRAL	xfahndrich Que no et trec la raó eh De fet comparteixo el que dius Però de vagues també se nhan fet i més si ens comparem amb altres territoris Bon dia 😉
FAVOR	Això és important Cal que les nostres institucions empresarials estiguin governades per empresaris que creguin en el país i hi estiguin compromesos Empresaris i autònoms tots a votar 
FAVOR	Dijous farà un any 1️⃣ De latac a la democràcia i a les nostres institucions 2️⃣ De les mobilitzacions que mantenen injustament la presó preventiva a jcuixart i jordialapreso SORTIM AL CARRER 🗓 20 de setembre 🕖 1930 h 📍 Gran Via amb Rambla Catalunya Bcn 
NEUTRAL	Arrimadas no es reunirà amb Puigdemont a Waterloo 
FAVOR	Que arribi el dia que el 8Març sigui la celebració de la igualtat plena assolida i no un lacerant recordatori de la discriminació persistent de les dones Aconseguirho és fer república DiaDones Som8deMarç 
FAVOR	És menor i ja lhan detingut per una agressió homòfoba al Prat És tan menor que no pot ni conduir un cotxe però té les idees tan perverses i feixistes com els de VOX Mala societat 😊 
FAVOR	RT traduccioautom Quin d aquests 3 líders polítics ens portarà a la independència amb lajut de la massa social catalana Rt
AGAINST	longlixue En Millo ha dit avui al judici per a justificar la violència que la muralla humana va fer servir Fairy per a què els policies rellisquessin
FAVOR	Imàtge 1 Sopar groc a la plaça sant Domenec de Manresa el passat divendres 31 dagost  de 550 persones Imàtge 2 Un cop va marxar tothom Imàtge 3 Com queda la manifestació No me toques es de teuvetres de Ciutadans No cal afegir res més Niunpasenrera NoSurrender 
AGAINST	DavidVinyals Manelindi Ho has clavat amic son gent manipulada que es deixa emportar per les emocions els estafadors professionals que son els polítics saben que amb la jugada del judici donaran pena i així seran herois i tot arreglat aquí no ha passat res
FAVOR	gallifantes joseprull Avui a Terrassa la Plaça Vella plena de gom a gom Feliç 50é aniversari conseller joseprull omplimlavella UsVolemACasa FreeTothom Permoltsanysjosep LlibertatPresosPolitics 50AnysJosepRull 
NEUTRAL	Bona nit sediciosos Vos desitjo sapiguer q hi ha joves per el mon q esta lluitant per vosaltres Meu fils em va donarse això avui per ajudar amb correcciós És per seu curs destudis socials ViscaCatalunyaLliure LlibertatPresosPoliticsiExiliats 
AGAINST	Els dretshumans més enllà duna categoria jurídica han dentendres com una construcció social premiSOLIDARITAT
FAVOR	ÚLTIMA HORA  En una entrevista amb elsmatins Junqueras descarta la via unilateral i només contempla el referèndum acordat per assolir la República 
FAVOR	📌Jordi Puigdesde el 19 de descembre de 2018 en solidaritat amb el presos polítics roda arreu de CAT 📌Referent de l independentisme als 80 📌1663 dies a presó amb falsos relats 📌TEDH va condemnar a Ñ per el seu empressonament La seva LLUITA és la NOSTRA‼️ Força CamiRepublica 
AGAINST	Mes aviat la Sra Arrimadas trindra majoria Que fafeu aleshores Us oblideu que es la que va obtenir mes vots a les ultimes eleccions autonòmiques 
NEUTRAL	Finlàndia es queda sense Govern a un mes de les eleccions 
NEUTRAL	RT QuicoSalles junqueras És un judici polític no respondré a les acusacions
AGAINST	jmangues Igualment aplicable el post a les preguntes sobre el CV de Junqueras per part del seu advocat
AGAINST	Nou projecte amb EspacioInmigran i Earwitness Posem en marxa una investigació sonora per analitzar un imaginari propi sobre la identitat de gènere Generar un cos de coneixement en forma de poemes col·lectius objectes sonors entrevistes i debats Un gran aprenentatge💜 
FAVOR	A mi els llaços grocs els feixistes i les amenaces de mitjans i polítics del Règim mhan fet pensar en la possibilitat duna nova batalla de València Operació dEstat Ho teniu a LaRepCat  
AGAINST	RT CapitaNoctas Un dia haurem de passar factura a tots els que han contribuit a enfonsar Catalunya en el deshonor més abjecte que hom pod
FAVOR	RT francescabad Nou article Lluites presos dignitat respecte versus toxicitat primària i destructiva 
AGAINST	Els helicòpters dels que parlava Jo crec que els molesta que és retirin les àguiles del Pont de les aigües de Girona I és clar han de marcar paquet Fantasmes 
AGAINST	Avui és un dia de lluita destar al carrer i de cridar ben fort Evitaré treure la merda que penso de moltes coses Prepareuvos demà que us recordo que també és un bon dia per ser feministes 
FAVOR	📢 Aquest dijous 21F aturemho tot Aturem el país en una VagaGeneral21F per la defensa dels drets civils polítics i socials i perquè el dret a lAutodeterminacióNoÉsDelicte JudiciALesUrnes NoEnsRendirem FreeTothom🎗 
AGAINST	324cat Ja actuen No deixen que accions populistes i dun nacionalisme ranci interviguin gratuitament a la seu de la sobirania europea
FAVOR	Sacosta la manifestació AutodeterminacióNoÉsDelicte del 16 de març a Madrid Femnos veure reclamant el FreeTothom Dessuadores samarretes bosses xapes i domassos Vinens a veure a Roger de Llúria 119 baixos de Barcelona de 10h a 18h ☎️ 93 858 26 16 
FAVOR	Pregunta per els nostres polítics De veritat no sentiu vergonyeta a lhora danar a la Diada i compartir el carrer amb tots aquells que os van votar i ara hem sentim estafats FemXarxa50 Diada2018 independència RepublicaCatalana
AGAINST	JordiMasFont Jomateixapunt Argumentosepara Jrgen27307674 Xipress marianpy1 RafaColono serem1infern Blamitter RAGAFO1 berguetanu JesusFase2 ochoabravo32 DavidnGoliat Oletros CODEXREVISUS hlcannibal Morafanova vivi190473 33Joanot mosnunez ElPaco17170917 nuriapatona Sam46a VictorTabarnia NarSpaniaTietra DonTenori14 CDRTabarnia FerranAntequera vlcJI fhaherrera lovenjaire Ibermensch tadeajones88 AlfonsoIXLeon miquiadrover FuzzyLogicfr jaralezo JoseCVazquezP jsoriano6 Jafp1966 anguestar Wertyalord1 Julii1985 HugoKutzfek Dadorelguapo XavierVilaTusel FuerzayHonorrrr TrolezSuper victoriah991 El unionismo apoya la ultraderecha Ves a fer una mitgdiadeta guapu
NEUTRAL	RT Enricpuigmarti valtonyc El fairy era ultra o normal
FAVOR	rpratc Un dia llarg i intens i que repetirem en breu NoSurrenderCat
FAVOR	NiOblitNiPerdó ForaXusmapol AquiNoSouBenvinguts NoPassaran OmplimSantJaume29s OmplimStJaume santjaume RepublicaCatalana 
FAVOR	elnacionalcat somatensidraks Molt bé Sr pablocasado si els catalans segons vostè son espanyols per què els tracta com a enemics Només li puc donar les gràcies cada dia som més els independentistes
