LABEL	preprocessing_C
AGAINST	davidbroc No entenc perquè porten ells Jordan i no nosaltresAquí tenim bàsquet de nivell també
NONE	Quim Franquesa Ens van dir que el sistema que havíem de desenvolupar no suposaria cap problema legal  JudiciTV3CatRàdio 
AGAINST	Pacoescuderoo KRLS Si estàs cansat com arribaràs tant sols a un altre codi postal
AGAINST	Aquesta és la contribució que caldria per als centres dalta complexitat Però no tot són les dotacions econòmiques Reserva cadira per aquest debat 👉 SegregacióEscolar PerQueApostem 
FAVOR	6 Der Spiegel Després de les eleccions la situació política a la quarta potència econòmica de la zona euro que guanyarà més pes quan es produeixi el Brexit pot esdevenir inestable 
NONE	El president del Partit Popular Català Alejandro Fernández acusa Arrimadas de legitimar Puigdemont amb la seva visita a Waterloo i titlla aquesta decisió de barbaritat i despropòsit 
AGAINST	Totalment dacord 3gerardpique la veritat no sesborrarà mai és molt tossuda i el temps és el principal aliat per això he retwitejat el video complert on es demostra que no minvento res Jo no tinsultaré mai per les teves idees i espero que algún dia tu puguis fer el mateix 
AGAINST	📻JoseMariaCanoCs Torra vol fer una purga als Mossos que compleixen amb la seva feina i convertirla en una policia política No pot ser que rebin les instruccions oralment aquesta inseguretat ha dacabar Sánchez ha dactuar ja i enviar un requeriment a TorraElmatiaRadio4
AGAINST	Cap a un 15M climàtic un crit insòlit que funda lesperança De FridaysForFuture f4fbarcelona ForGirona a XRBarcelona 
AGAINST	Quatre reflexions en vigílies de l1O per JoseAntich via elnacionalcat  Les càrregues policials dels mossos que aquest dissabte shan produït al centre de Barcelona contra grups independentistes han estat desproporcionades i injustificables 
AGAINST	QuimTorraiPla elpuntavui Presidentorradeixi les xorrades que sembla la Presley amb Porcelanosa🥁🥁🥁aixequi la suspensió i alliberi als presos amb els seus selectes Mossos musculats
FAVOR	Quim Forn està admetent que no tenien cap intenció dimplementar el resultat del referèndum vinculant que ELLS MATEIXOS van convocar Amb dos pilotes
AGAINST	RT danifa89 gontwitt Ni sels han mirat Per ells només hi ha un tema ara mateix Tot aturat per ells perquè tenim presos polítics i
FAVOR	Per si no esteu al tanto de la política francesa A França en estos moments consideren Manuel Valls un tio ridícul que des que va perdre les primàries de lesquerra va pidolant Dame un carguito de Macron als socialistes dels socialistes a Macron
AGAINST	bibiloni És valencià no hi ha cap falta
FAVOR	A sobre de mentidera es una fatxa covarda Arrimadas rebutja reunirse amb Puigdemont a Waterloo 
NONE	A punt per al col·loqui La Indústria 40 a Catalunya amb AntoniGarrell i LGuilera Participa la consellera angelschacon i els exconsellers jordibaiget i FelipPuig Modera sergivicente industria40 coneixementcat empresacat laietana ESDiBarcelona 
NONE	RT LHSalut LHAjuntament potencia els trajectes del camí escolar segur SalutLH HealthyCities LHospitalet FIL 
AGAINST	Avui estem a santandreu explicant la nostra campanya xq no hi hagi cap persona gran sola Ens dones suport ✍  
FAVOR	🔴Turull Els ciutadans de Catalunya no són ovelles Ho dic perquè hi ha expressions de la Fiscalia que falten al respecte als catalans El moviment independentista va de baix a dalt JudiciTV3CatRàdio
AGAINST	Els catalans de Somatemps reben els colpistes davant el Tribunal Suprem  vía DolcaCatalunya
AGAINST	RT DolcaCatalunya Nacionalistes criden Fora les forces docupació  als Mossos  
FAVOR	Podríeu explicar BcnSSTG en quin estat dexecució de les obres dels equipaments de Vila Urània i Dipòsit del Rei Martí va deixar el 2015 el govern de xaviertrias 
AGAINST	kuelape boxersinarms QuimTorraiPla JuntsXCat Jajajajaja qué sobraba lo que tú digas claro que sí demócrata jajaja
AGAINST	Gemma51185456 oriolguellipuig OusmanJK Però qui tinsulta Quina feinada amb lo que tarribes a retratar
NONE	Diego Pérez de los Cobos El 21 de setembre vaig anar a Barcelona per encàrrec del TSJC a coordinar els dispositius policials de l1O  JudiciTV3CatRàdio 
FAVOR	Llegiu i apunteuvos al Consell per la República Fa mal de veritat ⬇️  Alerta en Moncloa por la búsqueda de apoyo exterior de Torra su república digital 
FAVOR	Mig miler de persones es concentren a Tortosa per exigir els drets socials i polítics dels catalans Sindicats i estudiants satisfets pel seguiment de la vagageneral 21F a les Terresde lEbre i apunten que hauria superat el 50 en alguns centres  
FAVOR	RT naciodigital VÍDEO La resposta política de Nieto que Marchena no ha volgut que se sentís al judici de l1O  j
FAVOR	🔴Demanem la dimissió immediata de MiquelBuch Els mossos a les ordres del govern efectiu avui han agredit als manifestants antifeixistes i han protegit als feixistes de la jusapol FORA LES FORCES DOCUPACIÓ👊 
FAVOR	🔴 José Antonio Nieto exsecretari destat de Seguretat respon a les preguntes del fiscal Javier Zaragoza Soc jo qui proposa enviar 6000 efectius policials a Catalunya amb el suport del ministre de lInterior JudiciTV3CatRadio  
AGAINST	🗣 jaumecollboni No es pot autoritzar la cessió dun espai municipal com és el Palau Sant Jordi a un partit que fomenta discursos dodi contra les dones els col•lectius LGTBI i les persones migrades  
FAVOR	Aneu a la platja Que presos i exiliats no us molestin 
NONE	Diego Pérez de los Cobos Denfrontaments amb ciutadans no nhi va haver en cap cas Eren grups organitzats que agredien agents i vam haver dactuar per mandat judicial  JudiciTV3CatRàdio 
FAVOR	1Q els lobbies economics desprestigiin els feixistes de PP i Cs casos corrupció UE i altres i acabi acceptant Sánchez un referèndum indy o millora estatut difícil 2Q Merkel imposi govern tècnic i es proposi un ELA o similar factible 3👇👇
NONE	RT jcorbalan Diputats dERC i de JxCat concentrats al costat del Suprem JudiciTV3CatRàdio  
AGAINST	monicainstitut defensar lo indefensable Potser qui ha perdut la perspectiva ets tu veient com tractes d´explicar vull pensar que no justificar com deshumanitzen als adversaris polítics I x cert també hi ha testimonis de la defensa que menteixen
FAVOR	Es cansat explicarvosho un altre cop pero alla va  No tenim cap mena d autogovern  no tenim cap govern efectiu  som una colonia espanyola i aixo no es d ara amb el 155  portem 304 anys aixi
AGAINST	Demà comença la segona setmana dun judici injust Un plaer poder ajudar a bona gent víctima de la crueltat i la repressió Cada dia som més persones ahir ho vam viure de pensament divers que acusem i denunciem la injustícia JudiciALaDemocràcia
FAVOR	🎥VÍDEO perearagones Hem vist les declaracions dOriol junqueras en les quals ha quedat molt clar que els seus principis conviccions i el seu compromís amb els ideals i el programa polític continuen més ferms que mai JunquerasAcusa JudiciALaDemocràcia 
AGAINST	Demà és el teu aniversari joseprull I ens trobarem tots els que testimem i et trobem a faltar a la Plaça Vella per felicitarte i celebrar els teus 50 anys FreeTothom UsVolemACasa LlibertatPresosPolítics 
AGAINST	ManelRamoneda BeatrizTalegon Manel em podrías pasar la direcció del teu camell Això que et prens és la hostia nano
FAVOR	No hi ha república sense fraternitat i la fraternitat només pot néixer de la nostra capacitat de fernos amics daquelles persones de les quals discrepem Aquí eixamplant base a tot drap 
AGAINST	Massa temps fa que no sentia parlar a en Junquerasquin gran nivell quina dignitatquina diferència amb la majoria de polítics Españolsno tots evident però crec que sí podem generalitzar
FAVOR	RT jmclavero Avui més que mai KRLS Puigdemont és el meu President Ahí lo dejo
FAVOR	Aquest és un recull de fotografies del referèndum de l1O de la siraesca que van veure la llum un any després del referèndum Igual de doloroses igual de vives plenes de futur 🖤 miralamira 
NONE	La collecció de zascas de Forn al Fiscal és de les que fa època Coneixement i convicció La millor defensa és un bon atac Aplaudint amb les orelles
AGAINST	📻 toniroldanm Torra vol dinamitar la convivència per la via violenta Hem demanat a Sánchez que apliqui el requeriment previ a larticle del 155 No podem tindre a un radical i fanàtic amb el control de la policia autonòmica ElmatiaRadio4 
AGAINST	josebouvila Lo teu i el gest del tret al cap no és un fake és una realitat està gravat poca vergonya
FAVOR	RT Sasa6705 Polítics i polítiques catalanes El poble parla Escolteulo i esteu a lalçada de les circumstancies NoSurrenderCat
FAVOR	FemSantAntoni sindicatdebarri SindicatLloguer calabria66 GHabitatgeSants CDRSantAntoni PAHBCN 500x20 AccioRAmalia FAVBcn Potser pot haverhi reforç mutu entre aquest i els de Sant Climent i Ronda Sant Antoni StopDesnonaments ProuEspeculació NoEnsFaranFora 
AGAINST	Consens polític Sé que els nostres polítics actuals desconeixen el que ésel que significa i com saconsegueixperò en matèria educativa el consens polític és indispensable Polítiques a llarg termini i estables per poder planificar consolidar i evaluar 
FAVOR	Que es reconegui amb aquesta sinceritat la nul·la intenció de tirar endavant la independència i no sassumeixin responsabilitats polítiques al més alt nivell és una VERGONYA 
AGAINST	Lorena Roldán substituirà Inés Arrimadas al capdavant de Cs a Catalunya via elnacionalcat 
AGAINST	annasjd XavierFina Diguéssim que la gent que està dins les llistes ja ha tingut oportunitat de muntar un sarau per aquest tema
FAVOR	ramirp Jo NO penso votar sota cap concepte ni a PdeCat ni a ERC per separat O llista unitària o Cunidospodemos o Crida o  I si això no pot ser que salti tot pels aires
AGAINST	miquelstrubell Ai quan no interessa la veritat del que diu algú lelimineu de la memòria eh Ni al pati
AGAINST	Aquest tuit sem va passar Gràcies AresCases per no deixar escaparne ni una Abans li deien mentides Ara fakenews Indescriptible 
FAVOR	Estimat David torno a ser jo Ja se q ara no et dediques a la política d manera activa però tu sabries dirnos si hi ha cap possibilitat q la Cup es presenti a les Generals i en cas contrari q hem d fer el 28A Gràcies per avançat HiginiaRoig Testima sempre làvia Maria♥️
FAVOR	GrasGene Quin cínic no ERC també hi es al govern També son responsables daquestes carregues Que collons diu aquest
AGAINST	Sembla que els actes de repressió feixista al règim de lEspanya del 78 tenen premi GrandeMarlaska premia amb sou vitalici el cap de la policia espanyola durant l1O 
FAVOR	RT drudibuixa Em sembla que quan ens diuen separatistas es pensen que és un insult
NONE	El secretari segon del Parlament del PSC contradiu Torrent al Suprem JudiciTV3CatRàdio  
AGAINST	ERC i Pdcat tenen por estan asustats per això no poden votar els Pressupostos de lEstat Y no podrem avançar si no perden la por sino son valents per admetre davant dels seus seguidors que es van equivocar o que els van enganyar VotanNo VotenNo
NONE	Una parella vexada per parlar català al Bar Super de Tarragona al costat del Mercat Denunciat a mossos i a Consum van negar el full de reclamacions jordiborras AlertaUltra
AGAINST	elnacionalcat Lenginyosa acció 🤦‍♂️ No es pot negar que les subvencions us les guanyeu a pols Però deixant això de banda fa por i peneta que justifiqueu i rigueu aquestes actituds sinistres Cal començar a fer autocrítica si voleu deixar de ser un panflet és clar
FAVOR	Ahir el programa suec dhumor i educacional På spåret va parlar Barcelona i de Catalunya amb referències al referèndum de l1Oct al president a lexili i la Llibertatpresospolítics 
FAVOR	JaumeAlonsoCuev titojoan58 Diaris feixistes jo avans els comprava ara no el miro ni per internet
NONE	josepalay Quina vergonya I la carta en la lengua del imperio no fos cas que es fiquessin de peus a la galleda pel baix nivell danglès com ha fet la col·lega dEspaña Global 🤦🤦
NONE	David Pérez Vam votar en contra de la compareixença de Puigdemont perquè estava clar que era per explicar els resultats de la votació  JudiciTV3CatRàdio 
FAVOR	RT vpartal Primera sentència sobre el 155 el Suprem avala la dissolució del parlament Vilaweb  via vilaweb
FAVOR	Bon dia Catalunya Atenció al probable desacord de JuntsXCat i EsquerraERC sobre desobeir la sentencia de Llarena sobre els diputats presos o exiliats Hauríem de començar a pressionar per que això no passi i si arriba a passar hem de aturar el país i desobeir des de el carrer
AGAINST	En lordre SLT1022015 la Conselleria de Salut salutcat senyala el termini de referència per latenció primària 48 hores NO ES COMPLEIX A TERRASSA PRACTICAMENT MAI 
AGAINST	Prou bretxes violències i desigualtats Eliminar tot tipus de desigualtats Treball de cura a les persones Polítiques actives racionalització temps Serveis públics de qualitat Mesures efectives de corresponsabilitat EnsPlantem 8MCadaDia  
AGAINST	raulromeva En català siusplau i espero que et deixin lliure perquè sou innocents perquè veu enganyar al poble
FAVOR	Arrimadas no tanaves Que fots encara aquí QUIN FÀSTIG QUE FAS
AGAINST	López Tena porta a la Fiscalia documentació sobre iniciatives presentades per loposició que la Mesa no va admetre a tràmit per demostrar que la Mesa sí que entra en el contingut de les proposicions Acusa els expresidents del Parlament de mentir al Suprem 
AGAINST	SraSmoky vpartal VilaWeb Es nota que no ets enginyer informàtic com jo Només part del ramat que sho empassa tot Apa continua odiant amb les mentides que et diuen Jo si que no baixaré al teu nivell
AGAINST	Magradaria fer arribar el meu més sentit homenatge als 124 veïns dAmer que van votar Ciutadans en les últimes eleccions al Parlament De tot cor
NONE	Lequip de diba sosteniblecat ens traslladem al magnífic MonStBenet a AjSantFruitos per celebrar els 10 anys del Pacte dAlcaldes i la 19a Assemblea de XarxaSost ForumMediAmbient 
FAVOR	elMonEsport MonDiari JosepBorrellF la teva mera existencia política ja és un error La màfia és més el teu habitat natural Apart de granges de porc i clavegueram com a residències
FAVOR	MireiaPujol Mentre hi ha 2 milions de votants indepes que formen part de partits CDR Òmnium o ANC la mateixa gent segueix donant suport a CCOO i UGT i no reforça el sindicalisme nacional i republicà Somhi  
FAVOR	RT salutvilaros Una de les grans iniciatives de la CollaDeSabadell el primer bibliobús que portava llibres al front republicà 
FAVOR	Avui a elmonarac1 iellakuria afirma que amenaço espanyols a les xarxes socials i que estic en actiu És trist que hagin danar a una ràdio a mentir Que busqui UNA sola amenaça meva a un unionista Tan sols UNA Però ja se sap quan manquen arguments han de mentir 🤷🏼‍♂️
FAVOR	RT jepbonet Els nostres dos pobles van units i defensen els mateixos ideals de llibertat i de democràcia 
AGAINST	324cat Hauríem de rebentar les portes de les presons o millor obrirles que tenim les claus i treure aquestes persones innocents de lodi repressor espanyol i feixista que els manté tancats des de fa gairebé un any per muntar un referèndum Per votar Un any Un puto any
FAVOR	Parlo repeteixo dintuicions Però aquests són els riscos de rendirse i cedir tota la iniciativa política a ladversari que et pot noquejar
AGAINST	RT ccoocatalunya Declaració conjunta ccoocatalunya i ugtcatalunya davant judici a líders independentistes 
FAVOR	🤔 Exactament què hem de parlar els independentistes de loferta dEspanya 🗳️ L1O vam votar i va guanyar la independència el 21D el mateix ☑️ Els partits independentistes shaurien de centrar a arrabassar el control del territori a España i a les condicions de la secessió 
NONE	Rebutgen fer una festa LGTBI en una discoteca de Madrid que va acollir un acte de Vox  
AGAINST	RT pscsantandreu Continuem amb la companya eniubo parlant de la situació política general i del programa electoral per Barcelona 
NONE	València Els barris més rics voten a la dreta Els de menor renda a lesquerra però hi ha molta més abstenció que entre els votants conservadors 
FAVOR	RT BanderaCatalana Unes 200 persones il·luminen Berga en la Marxa de Torxes per la independència 
FAVOR	RT EspurnetaRepu captivus45 Bon dia Jo també però per això tindria que deixar la feina i no sé si la república bé amb pensió vitalíci
AGAINST	Aniré a la Diada perquè és nostra de la gent i no permetré que els jocs polítics passin per sobre dels nostres objectius Recordeu allò de sols el poble salva al poble Doncs va hem de tornarhi a ser tots ✊🏼
AGAINST	bombersman DavidGR1714 Doncs mira per on el Estat Demòcrata com respecta la llibertat dexpresio
NONE	El País Valencià celebrarà eleccions anticipades per primera vegada Ximo Puig les fa coincidir amb les eleccions generals del 28 dabril  
AGAINST	dianacoromines astridbierge Exacte ja fa temps que alguns ho diem que es tot una farsa al poble
FAVOR	RT CCiuraneta CollectiuPraga Doncs allà serem per impedirla Al feixisme sel combat
NONE	Pablo Casado qualifica la declaració de Junqueras de míting i assegura que dir estimo Espanya és incompatible amb voler acabar amb la seva democràcia  JudiciTV3CatRàdio 
AGAINST	RT Llibertatmusica Lledoners crida Llibertat CantdelsOcells 
FAVOR	Bo Els qui ens controlen són els nostres Ara ja ben clar amb la policia autonòmica No són els espanyols Ells sho estalvien ja que sempre hi ha catalans disposats a ferho Això és el pujolisme en bona part La INDEPENDÈNCIA és possible del tot 
AGAINST	alexmegapc Més meteoficció entrant la primavera 
FAVOR	RT AnpuroAna TajaniPuppetOfFascism La UE mitjançant Antonio Tajani ha deixat clar que ha comprat el relat dels feixistes
FAVOR	AGRAÏM a leurodiputat Ralph Packet la invitació al Parlament Europeu als Presidents KRLS i QuimTorraiPla x parlar d democràcia i drets fonamentals Aquesta és lEU d lesperança THANK YOU VERY MUCH ralphpacket EU needs responsible politicians like you 🌹 BEDANKT 
NONE	De llecs lítotes i sobreres cabradesSublim La primera setmana de judici 
AGAINST	juliuskangurius Vaya grata sorpresa PatoShields Y eso que al danés aun le falta asumir algunos tirosgalones
AGAINST	Absències per motius de salut als centres educatius públics Una solució insuficient  CCOOeducacio tesperabe mpulidogu RuanoMarta ccoocatalunya 
FAVOR	Et reconeixeran els homes dEstat que tens raó però amb aquesta raó no nhi ha prou Que tenir raó en aquest món mai ha estat suficient I a més com ens recorda Voltaire és perillós tenir raó quan el govern està equivocat  
AGAINST	Lalcaldable del PEDECAT a la Seu dUrgell fa servir el seu fill per trepar El candidat del PDECAT o como se llame a la hora del dòmino el partit dels Pujol a 
NONE	RT Mvilasan Hem rebut la peli👏👏👏 Moltes gràcies a lasegonahora La projectarem al laboratori🤣🤣 pelispelis 
AGAINST	noecat78 QuimTorraiPla Jajaja  la Cataluña SUPERIOR  
AGAINST	RT AlexCarreraCab2 QuimTorraiPla firacandelera Sisplau com a català i com a part del poble de Catalunyano parli en el meu nom Moltes
FAVOR	SilviabelB Perquè torni el President sha de votar el President KRLS Si voleu que sigui al Parlament hi seré prendré possessió hi tinc tot el dret i seguiré sent el President de la Generalitat si el poble ho vol i no hi haurà res que mho impedeixi
NONE	Com funciona un mòdul de respecte on hi ha els presos independentistes  
NONE	Detenida la exalcaldesa de Barberà del Vallès por presunta malversación y prevaricación 
NONE	El feminisme no és ni una moda ni un club damigues És una pràctica política amb un llarg recorregut Gràcies a les que ens vau precedir en la lluita vagafeminista8m 8M 
AGAINST	És normal que qui fa les preguntes estigui a lesquena de qui les respon preguntaSeriosa
AGAINST	RT elnacionalcat Mor mossèn Dalmau històric activista independentista 
FAVOR	Kusfollin Ja està tot dat i beneit Sentència escrita i teatre de cara a EU que fan les coses com cal Ha de srvir de detonant aquí per estar a lalçada del motiu pel que han anat sabent el que els hi espera EL JUDICI DE InquisitionToCAT
AGAINST	GuillemGirona fgarrobo mingot32 partitpirata cupnacional Cony explica això  També són CNI o què
AGAINST	Un judici polític un tribunal parcial una sentència ja escrita i unes condemnes per escarmentarnos a tots Fa dies que es comença a dir i jo ho torno a recordar Preguntemnos que farem quan els tanquin 30 anys perquè amb un llaç a la solapa els recordem però no els traurem
NONE	🔴 Van den Eynde Mai he conegut ningú que tingui un currículum de cultura de pau tan extens com Romeva Les seves íntimes conviccions són el contrari del que se li atribueix  JudiciTV3CatRàdio 
FAVOR	RT albertdmcat Us imagineu què diria tota la púrria espanyolista si rebéssim igual als seus representants polítics 
FAVOR	La BRIMO desallotja el campllibertat 🤬 Lalerta 4 vigent des de fa ANYS és lexcusa triada pel govern per facilitar la manifestació del JUSAPOL Benvinguda oficial a la xusma que ens va atonyinar amb el silenci dentitats i partits com a còmplices OmplimSantJaume29s
FAVOR	🗣 Adriana portaveu dArranjovent Ens veiem obligats a respondre a la manifestació de jusapol perquè no podem permetre que el feixisme es passegi lliurement pels nostres carrers el feixisme avança si no sel combat HoliNoPassareu 
NONE	Diego Pérez de los Cobos Durant la matinada de l1O vam mirar de detectar en quin escenari ens trobàvem i tot semblava indicar que els Mossos no complien amb la interlocutòria  JudiciTV3CatRàdio 
NONE	Un jove amb 12 antecedents policials la majoria per maltractament mata la seva mare a Madrid  
FAVOR	Joan Baldoví EL PSOE volia la foto dels independentistes votant amb el PP i Cs i convocar eleccions I Entrevista de peremarticolom 
AGAINST	Sala plena per veure el doc LaMevaPell  a Vilanova La Casa del Mar ara mateix Gràcies a totes per venir 
AGAINST	Gempower lluisllach mksjosoccdr Exacte bueno també es que la conec fa uns anys erem amics
NONE	RT saralidiaester JanneRiitakorpi KRLS Sort que et tenim a tú President
NONE	Meritxell Batet en referència a les declaracions de la setmana passada al judici del procés Em sorprèn i provoca perplexitat que els responsables dun govern no tinguin cap coneixement o responsabilitat  JudiciTV3CatRàdio 
AGAINST	Dijous 73 a les 16h nova sessió dEscolaEnvellimentActiuSCG al PompeuLab La psicòloga Merce Rodríguez Bayà explicarà la importància de saber dir NO i com aprendre a comunicarnos assertivament per sentirnos més bé gengran Mindfulness Salut Benestar 
FAVOR	En efecte ha caigut el cap dels serveis secrets alemanys que va autoritzar la detenció de krls A tota Europa es lluita per defensar els drets i la democràcia i el procés català representa la punta de llança daquest esforç Som en el costat bo de la història 
AGAINST	Democràcia nacionalista la tieta barbuda diu malnascuts als votants de VOX Jordi Cuixart Navarro sisplau pugis al sostre del catalanitzador de cognoms era el 
FAVOR	Per això la màxima preocupació dEspanya és qui controlava la gent A ells els és igual les estructures destat les lleis o les declaracions parlamentàries El problema real és qui podia haver fet una crida a defensar la Generalitat i govern amb la independència declarada 👇
FAVOR	Ens heu ben fotut però com no hi hagi un canvi radical vers la INDEPENDÈNCIA de CATALUNYA immediatament no us tornaré a votar mai de la vida Va per tothom
AGAINST	RT angrybender2 solertoni També caldria preguntarli on era l11 de setembre de 1714 Es rumoreja que ja va participar al setge de BCN
FAVOR	Sóc partidària de lindult però han dacceptar la seva culpabilitat dir que no ho tornaran a fer apartarse de la política arrossegarse de genolls per les places de Catalunya demanar perdó a España en el programa danarosa La proposta SánchezPSOE 
FAVOR	Amb cada viatge que fa KRLS Puigdemont queda clar que el sistema judicial espanyol és diferent al de la resta de sistemes europeus S Santina periodista de referència a la tv pública alemanya ZDF 
FAVOR	Loposició veta el govern de Vega PSC en la gestió de residus de Terrassa TerrassaEnComu ERCterrassa pdecatTerrassa CsTerrassa PPTerrassa CUPTerrassa  terrassa
FAVOR	RT FranPardo Després la gent sestranyarà quan facen caure al govern efectiu  OmplimSantJaume
AGAINST	gavina999 gutsjbv JULIOVCTORCENT1 xevirebor ReinaSonia albertoreyero CiutadansCs Sí que hi son però han destar amagats ja que sou intolerants i supremacistes Assenyaleu i ataqueu a qui pensa diferent La revolució dels somriures
AGAINST	rodalies estarien be màquines que no es carreguin els bitllets 🙄
AGAINST	lalolafaraona franpenat Jugada maestra  🤣🤣😃🤣
FAVOR	Només desitjo que demà 1oct els CDRCatOficial Arranjovent o qui sigui convoqui quelcom contundent per a que exploti tot duna vegada NiOblitNiPerdó SENSE DESOBEDIÈNCIA NO HI HA INDEPENDÈNCIA ✊🏽
FAVOR	És veritat han exclòs presos i exiliats 
FAVOR	DavidGR1714 A na Elisenda la conec de quan ambdós militàvem a la FNEC principis dels 90 És una gran persona Però la política de lANC no és només el que digui ella I em reitero escolanets de JxCat o Pdecat
AGAINST	albertdmcat QuimTorraiPla guardiacivil Ara espot entendre perquè molts profesor van demanar trasllat i altres estàn de baixa
FAVOR	Es demanarà fins lextenuació el diàleg per a fer un referèndum dautodeterminació És bàsic per qué tot el món entengui que a laltra banda no en volen ni sentirne parlar I quan ja hagi quedat del tot clar Llavors hi haurà via fóra De moment paciència 
FAVOR	elsmatinstv3 Ai Batet se us gira feina Haureu denfrontarvos amb els indepes a CAT i amb lultradreta a ESP Esteu al mig i rebreu per totes bandes Està per veure si hi ha capacitat política Ho dubto
AGAINST	INÚTILS no vau trobar ni una urna INÚTILS vam votar i vam guanyar INÚTILS fora de casa nostra INÚTILS que us equiparin el cervell amb una croqueta congelada INÚTILS ForaXusmapol OmplimStJaume vamvotarvamguanyar piolinsgohome putaespanya
AGAINST	annasjd I tant que hi ha una explicació Mira et passo les paraules i tú les ordenes com vulguis trucada Ñ feixista democràcia collapse repressió Estrasburg i ratafía Aquesta última és de regal
AGAINST	RT hesuslopezrojas barrugat voluntatdeser pilarcarracelas KhommonNoise Doncs votem legalment i democráticament Res de interpretar v
AGAINST	11S un cartell institucional perq es veu que el problema a Cat és q no hi ha llibertat dexpressió Doncs potser sí que és veritat 
FAVOR	📀Es diuen A Kontra Korrent I són 8 joves de Ponent que acaben de treure el seu primer single LaNostraSentencia en col·laboració amb la gent de LaForjaJovent Enhorabona 📲Enllaç a la cançó  LaNostraSentència Independència 
NONE	Humana recupera a Badia més de 24 tones de tèxtil usat per a donarles una finalitat social Badia humanacat  
NONE	HiginiaRoig Són tan dolents que són incapaços de posarse dacord amb una xifra Si amb aquesta colla dinútils no saconsegueix la independència ja no laconseguirem mai
AGAINST	RT xriusenoticies Homs a Munté Alentó a la votación Munté Seguro que sí No se atreve ni a decir sí 👍 En manos de quienes
AGAINST	És el triomf de la nova estratègia al govern i a omnium estaran contents Com que la independència ja no és important i la resta no obliga a gran cosa tothom es pot pujar al carro Ells també amplien la base 
NONE	ÚLTIMA HORA Casado i Rivera convoquen una manifestació a Madrid el diumenge contra Pedro Sánchez per cedir amb Catalunya via elnacionalcat 
AGAINST	josepalay EUombudsman EPPresident QuimTorraiPla KRLS Qui és el Puigdemont aquest
AGAINST	jordialapreso Dons sassemblava molt menys al que tu dius que no pas tú al Mahatma Ghandi quan vas fer la vagueta de fam
FAVOR	RogerCdV a matirepublica Espanya perdrà Catalunya des del moment que no controli el territori i la UE shi posa de perfil 
AGAINST	montseblanes esmenta possibles mesures caldria poder comptar amb més i millor formació prèvia orientació i acompanyament més flexibilitat destudis i potser també comptar amb itineraris més llargs PerQueApostem
AGAINST	queraltcm Una part de labandonament es juga la presa de decisions les famílies amb menys formació no tenen sempre informació i acompanyament en moments educativament clau i les decisions tenen implicacions de llarg recorregut PerQueApostem
FAVOR	RT JJLlopis2 Recuperar el vot Exacta investir al President Puigdemont 
NONE	José Antonio Nieto exsecretari dEstat de Seguretat El mandat judicial deia clarament que no shavia de celebrar el referèndum També ordenava que es confisqués material i que no sobrissin locals públics  JudiciTV3CatRàdio 
NONE	📍El judici es reprèn a les 1600 amb les declaracions de Roger Torrent Enric Millo i Juan Antonio Puigserver Segueix el judici en directe 🖥Vídeo  📻Àudio  📱Minut a minut  JudiciTV3CatRàdio 
FAVOR	020918 El conseller joseprull és un pres polític ostatge de lEstat espanyol a la presó de Lledoners Fa 195 nits que està tancat sense judici pel fet dhaver obeït el mandat del poble de Catalunya que va sortir de les urnes LlibertatRull LlibertatPresosPolítics 🎗 
AGAINST	 Educaciocat mantindrà un any més el pla pilot de jornada continuada a primària Aquí teniu un exemple decebedor i incoherent de política educativa 
FAVOR	RT JordiMagria1 A Lledoners el President Puigdemont en dicecte desde Brusselles usvolemacasa 
FAVOR	Avui fa 639 dies que en sandrorosell i en Joan Besolí són a la presó Molt aviat sentirem les explicacions aviat els podrem abraçar SandroEtVolemACasa FemXarxa AlcemLaVeu
FAVOR	EnricMillo 3gerardpique Que us pasa als fatxes que sempre penseu que us estan insultant potser es aixo el que esteu esperant per poder anar de víctimes i surtir als mitjans espanyols que es on encara sempassen les vostres troles dient que els indepes os fan por amenaçantvos amb clavells i càntics
FAVOR	Idem de conspiració per la rebellió Que el Supremo que les saps totes només rebaixa dos graus la pena de presó i escarmenta amb la inhabilitació política ídem rebellió 
FAVOR	De la trampa del Fairy a les arts marcials  aquí teniu un extracte de la memorable i patètica declaració del majordom EnricMillo MajordoMILLO JudiciFARSA 
FAVOR	BernatDeltell helixx85 ERC vol guanyar vots de Podem i part del PSC moderant la seva imatge independentista Sap que perd vots de sempre però sap que el comput general sumen més Els vots que perd possiblement vagin a CUP i JxCAT El procés en surt beneficiat i és lúnic partit q ho pot fer
AGAINST	RacisTorra canvia la pancarta del seu balcó  vía DolcaCatalunya
FAVOR	RT jpmagar68 Protesta en suport dels presos polítics en un congrés mundial de juristes a Madrid 
FAVOR	XSalaimartin SantiVila Sentir a SantiVila al JudiciFarsa mha fer venir arcades
AGAINST	Desde l1O molts catalans vam trencar amb Espanya Ja sabem com acaben els estatuts dautonomia FAQSstrubelTV3
NONE	LAjuntament ha fet 106 obres aquest estiu La majoria eren urbanitzacions és a dir parcs i zones desbarjo mentre que les úniques obres en mobilitat eren els carrils bici Trias durant el seu últim estiu va fer 42 obres La nova política guanya la vella al seu camp
AGAINST	pereganxet I als que assenyalaven i feien caceres dels que no pensaven com els se els anomenavaNAZIS
