Stance,text,predicted,true
FAVOR,atheist have question #askanatheist #semst,0,1
AGAINST,kingdom come earth heaven matthew #comequickly #semst,0,0
NONE,#ibrahim orders play #suprabatha loud #kukkesubramanya temple ordered mosca rant quitar #semst,0,2
NONE,ballar #semst,0,2
AGAINST,know amendment plaçar causar politicians ignorar #constitution #pjnet #sot #tcot #bcot #ccot #ndamendment #semst,0,0
NONE,justar listened inspirational speech bonya ahmed #bhsvoltaire #intellectualthursday #fightthepower #semst,0,2
AGAINST,#life question #islam answe #islam #allah #quran #semst,0,0
NONE,proud lets momentum make progress #lovewins #semst,2,2
NONE,moral landscape billion reflections billion personal ideas billion pleasures billion comforts #bankrupt #semst,0,2
AGAINST,hear christians lead ultimate love hope #disciples #share #gospel #jesuschangeseverything #semst,0,0
FAVOR,nothing dangerous existence republic introduce religion politics robert green ingersoll #semst,0,1
AGAINST,struggling identity real christians #christ #identity #destiny tweeters #semst,0,0
AGAINST,light world city hill matthew #shine #belight #semst,0,0
AGAINST,lord prosperar abraham #semst,0,0
AGAINST,lack favor life favor lord surround shield #semst,0,0
AGAINST,#god hold close give courage #semst,0,0
AGAINST,papar pray shower patience #worththewait #semst,0,0
NONE,#kingdom #culture things welch #semst,0,2
NONE,what happened world attacks france tunisia kuwait kill dozens ramadan #shameless #semst,2,2
AGAINST,pray depended work depended #love #grace #semst,0,0
AGAINST,amazeda real unicorn #narwhals #semst,0,0
AGAINST,holy mary mother pray sinners hour death amar #rosary #teamjesus #semst,0,0
AGAINST,angels pray direct steps protect evil strive gods daily lives #semst,0,0
AGAINST,holy mary mother pray sinners hour death amar #rosary #semst,0,0
FAVOR,even death truth prevails sorrowful reality #freethinkers #semst,0,1
AGAINST,#god cara concerns feel free talk anything #semst,1,0
AGAINST,greatest faith days simply face #semst,0,0
FAVOR,answering questions today reddit ratheism #askanatheistday #ama #semst,0,1
FAVOR,evidencebased thought works superstitionbased thought #freethinker #semst,1,1
AGAINST,treat women people women prophet mohamad pbuh #islam #semst,0,0
AGAINST,every time arrive home constar loves family love life #blessed #semst,0,0
NONE,humanity deeper race gender religion love #love #inv #life #humanity #race #sex #gender #semst,2,2
AGAINST,bind rebuke demons jihad jesus #semst,0,0
FAVOR,imaginar amazing world religion wars hate religion wise extremist #semst,1,1
FAVOR,before church african americà realize make supported slavery #confed #semst,1,1
AGAINST,youd think years found personar things nope #god #semst,2,0
AGAINST,nothing more less #spirituality #semst,0,0
AGAINST,#whatiknowaboutislam helped find truth religió #christianity #buddhism #judaism #semst,0,0
AGAINST,faith activates fear activates enemy joel osteen #quotes #semst,0,0
AGAINST,feel ancient rot lok everything brother sister #spirituality #semst,0,0
NONE,gonna worth gonna work #semst,0,2
FAVOR,country finally moving outdated religious definitions marriage #marriage #semst,2,1
NONE,very excited #scotus ruled favor #marriageequaility #lovewins #semst,2,2
AGAINST,people vicar scared happen #christianvocations #theology #help #semst,0,0
AGAINST,shout from mountain top scream name praise dont have christian church worship #semst,1,0
AGAINST,#oppression #por sighing #needy arise #psalms #bible #god #semst,0,0
AGAINST,follow lead paths newness ways imagined #semst,0,0
AGAINST,intrigued gods angels nowadays working cloud #semst,0,0
NONE,were equal makes morally superior #fuckfeminism #equalityforall #semst,2,2
FAVOR,free atheist literature pass upcoming protestar planning #frf #semst,0,1
FAVOR,getting god biting tongue totally brainwashed xtian family tiring annoying times #semst,0,1
AGAINST,people question gods work things believe questions #semst,0,0
NONE,dismayed future #america today forgotten begin with #freedom #semst,0,2
AGAINST,personally christians #agnostic john sims #spirituality #stlouis #truth #reality #semst,0,0
NONE,doubt that libyan soldiers raped england training mission #semst,0,2
NONE,both utterly stupid useless anyway #liberalism #democracy #semst,0,2
FAVOR,growing watching david attenborough part reason feel planet despising religion #semst,0,1
AGAINST,discouraged things dont happen planned #god store keep pressing forward #teamperserverance #semst,0,0
NONE,graveyards owned local authority people religió none #semst,0,2
FAVOR,random shit makebelieve friend #semst,0,1
NONE,back rot closer nature #simplelife #liveeasy #fodforall #goslow #semst,0,2
FAVOR,years today fuck fuck much #semst,0,1
AGAINST,hands working thousand clasped prayer madalyn murray ohair #semst,0,0
FAVOR,thou shalt boil mothers milkexodus thank atheist #fundamentia #bibleverses #god #christianity #semst,0,1
FAVOR,feel evil hompohobic hypocritical lying bunch lunatics lost lost love #semst,0,1
NONE,#singlebecause most mortal high maintenance whiny bitches #earthshatteringmicdrop #fsm #semst,0,2
AGAINST,government spying that #bible #god #tcot #semst,0,0
NONE,#columbiahonrasrisri country #bharat contribution #semst,0,2
AGAINST,fill church holy fascination christ jesus need #worthy #onething #magnificent #obsession #semst,0,0
AGAINST,what credit rating give debtor back dead #semst,0,0
AGAINST,this lord made rejoice glad #sunday #semst,2,0
NONE,indigenous lose madhesi current trend constitution making continuar hachethu #identity #federalism #semst,2,2
AGAINST,delight abominationsisaiah #jadehelm #science #revelation #semst,0,0
AGAINST,seculr nice friend #semst,0,0
NONE,fallacies cease fallacies fashions chesterton #trends #fads #fashions #temporal #semst,0,2
AGAINST,handle victory lesson have amazing #inspiration #believe #semst,0,0
NONE,defining moment human species continuar march forward #proudtolove #lovewins #semst,1,2
AGAINST,righteousness peace kingdom established life #semst,0,0
AGAINST,bless almighty almighty holy spirit messiah #semst,0,0
AGAINST,celebrity atheism beginning #initforthemoney #semst,0,0
NONE,hour weed #weed #semst,0,2
AGAINST,love sahaba signatura faith hating sahaba signatura hypocrisy respectar sahaba #love #hypocrisy #semst,0,0
AGAINST,seek #god plaçar time #semst,0,0
FAVOR,dumb politicians obligated sprinkle religious language talking constituent #semst,0,1
AGAINST,callar change people called share gospel #semst,0,0
NONE,that kind modesty arrogar meí¢„îchristopher hitchens #funny #semst,2,2
NONE,sometimes things fallar apartar opportunity change #consciousness #awareness #semst,0,2
AGAINST,great meet staf understand roles local groups #bha #semst,0,0
NONE,they bury they #seeds #mexicanproverb #tolerance #coexistence #peace #liberty #oneworld #semst,0,2
AGAINST,true faith belief reality absolute values william ralph inge #semst,0,0
AGAINST,life long pleasing #god void heart #semst,0,0
NONE,#diversity #semst,0,2
AGAINST,water life freely #semst,0,0
AGAINST,have sensed sumons journey #spirituality #semst,0,0
NONE,happy camper competency autonomy mastery purpose engagement relationships create beingmeaning #aeuassembly #semst,0,2
