id_str	TWEET	LABEL	CLEAN_x	CLEAN_FULL	LEMMA	LEMMA_CLEAN	part	user_id_str	user_screen_name
10380427102324572e+18	RT @diariARA: #ÚLTIMAHORA La fiscalia no investigarà el rei Joan Carles per les gravacions de Corinna https://t.co/4rBpeqS2FC	AGAINST	#últimahora fiscalia investigarà joan carles gravacions corinna	#últimahora fiscalia investigarà rei joan carles gravacions corinna	#últimahora fiscalia investigar rei joan carles gravació corinna	#ultimahora fiscalia investigar joan carles gravacio corinna	train	8.578559282590147e+17	elenacardona222
1091985336916476e+18	- “Tot allò que diguin els polítics que faran, ho han de fer.” - “Amb el terme ‘eixamplar’ per bandera ja no anirem enlloc, ens manté estancats.” - “Cal facilitar al màxim l’aparició de nous lideratges.”  En Jordi Cuixart és l’únic que em representa. #FAQStherealTV3	AGAINST	allò diguin polítics faran terme eixamplar’ bandera anirem manté estancats facilitar màxim aparició nous lideratges jordi cuixa únic representa #faqstherealtv	allò diguin polítics faran terme eixamplar’ bandera anirem manté estancats facilitar màxim aparició nous lideratges jordi cuixa és únic representa #faqstherealtv	allò dir polític fer terme eixamplar’ bandera anar mantenir estancar facilitar màxim aparició noure lideratge jordi cuixa ser únic representar #faqstherealtv	allo politic terme eixamplar’ bandera anar mantenir estancar facilitar maxim aparicio noure lideratge jordi cuixa unic representar #faqstherealtv	train	161886097.0	edgarpima
11039791400997806e+18	@EscurcoNegre @anapolo___ @BlanquernaFCRI @poloniatv3 no existiria sense l'humor d'aquestes grandíssimes quatre actrius. El gag és genial: https://t.co/Nc9tNFqxR0	AGAINST	existiria humor grandíssimes actrius genial	existiria humor grandíssimes actrius gag és genial	existir humor grandíssimes actriu gag ser genial	existir humor grandissimes actriu genial	train	16909665.0	borjaramon
1038209000670724096	Vaig defensar la formació de govern (està escrit) no pel que es pot construir des d’una Generalitat anèmica i intervinguda, sinó pel que es pot destruir des de la Generalitat si cau en mans de l’espanyolisme. Per exemple, TV3 en mans d’Albert Rivera.	FAVOR	defensar formació govern està escrit construir generalitat anèmica intervinguda sinó destruir generalitat mans espanyolisme exemple mans albe rivera	defensar formació govern està escrit pot construir des generalitat anèmica intervinguda sinó pot destruir des generalitat cau mans espanyolisme exemple tv mans albe rivera	defensar formació governar estar escriure poder construir donar generalitat anèmic intervenir sinó poder destruir donar generalitat caure mà espanyolisme exemple tv mà albe rivera	defensar formacio governar estar escriure poder construir donar generalitat anemic intervenir sino poder destruir donar generalitat caure espanyolisme exemple albe rivera	train	1137410166	Almat49
1099075786177421314	#President @QuimTorraiPla:  Els ideals que hem defensat sempre els seguirem defensant fins a les últimes conseqüències  https://t.co/UrQRAJzEDT	FAVOR	#president ideals defensat sempre seguirem defensant últimes conseqüències	#president ideals defensat sempre seguirem defensant últimes conseqüències	#president ideal defensar sempre seguir defensar últim conseqüència	#president ideal defensar sempre seguir defensar ultim consequencia	train	547796093	MariaOxbow
1042683517417734144	🔴 Ara, @JoanTarda participa a la tertúlia sobre el #20S del @maticatradio. 📻Pots seguir-ho en directe a @CatalunyaRadio👇🏼 https://t.co/uCxn9ixW7N	FAVOR	paicipa teúlia #s pots seguirho directe	ara paicipa teúlia #s pots seguirho directe	ara paicipa teúlia #s pot seguirho directe	paicipa teulia seguirho directe	train	368508424	Mallus_Malleus
10979816058581606e+18	Trencar un diàleg polític a Catalunya és el menys Barceloní que hi ha. Pedro ha demostrat coratge i Il·lusió,  no s’han aprovat uns pressuposts que eren bons per Catalunya i per Barcelona.  @jaumecollboni https://t.co/V6Gp3Q2qUc	AGAINST	trencar diàleg polític catalunya barceloní pedro demostrat coratge il·lusió s’han aprovat pressuposts bons catalunya barcelona	trencar diàleg polític catalunya és barceloní pedro demostrat coratge il·lusió s’han aprovat pressuposts bons catalunya barcelona	trencar diàleg polític catalunya ser barceloní pedro demostrar coratge il·lusió s’han aprovar pressupost bo catalunya barcelona	trencar dialeg politic catalunya barceloni pedro demostrar coratge il·lusio s’han aprovar pressupost catalunya barcelona	train	3683459002.0	PatiPatiBcn
1042519199996895232	Un magistrat d'Extremadura: “volen propiciar una guerra i que corri la sang, donat que si no és amb la violència i la mort mai imposaran les seves tesis, igual que ETA”. I pretenen que pensem que vivim en una democràcia amb separació de poders.	FAVOR	magistrat extremadura volen propiciar guerra corri sang donat violència imposaran tesis igual pretenen pensem vivim democràcia separació poders	magistrat extremadura volen propiciar guerra corri sang donat és violència mo imposaran tesis igual eta pretenen pensem vivim democràcia separació poders	magistrat extremadura voler propiciar guerra córrer sang donar ser violència mo imposar tesi igualar eta pretendre pensar viure democràcia separació poder	magistrat extremadura voler propiciar guerra correr sang donar violencia imposar tesi igualar pretendre pensar viure democracia separacio poder	train	921611352883585024	CescGL1
10975694550880666e+18	@monicainstitut @vetoaquit @PareraEva Jo parlo d'Amer, és el cas que ens centra. I tot això que dius ho veig fer a partits indepes.	AGAINST	parlo amer centra això dius veig paits indepes	parlo amer és cas centra això dius veig paits indepes	parlar amerar ser cassar centrar això diu veure paits indepes	parlar amerar cassar centrar aixo veure paits indepes	train	244998698.0	cperezortiz
10975655521539482e+18	RT @bellaindomita: En mayo volvéis a votar a @AdaColau 🤗 https://t.co/HzwMEeLUdg	AGAINST	mayo volvéis votar	mayo volvéis votar	mayo volvéis votar	mayo volveis votar	train	1057992745.0	EugeniodOrs_
1103044556407431170	RT @rodrigosicilia: Primer el #Fairy i ara #Ajax ... Quin dia!	FAVOR	primer #fairy #ajax quin	primer #fairy ara #ajax quin dia	primer #fairy ara #ajax quin dia	primer #fairy #ajax quin	train	1126374242	LurdesPujadas
10979455988615004e+18	Elisenda Alamany deixa el grup dels comuns però no aclareix si abandona l'escó https://t.co/hBZhTBRN30	NEUTRAL	elisenda alamany deixa grup comuns però aclareix abandona escó	elisenda alamany deixa grup comuns però aclareix abandona escó	elisenda alamany deixar grup comú però aclarir abandonar escó	elisenda alamany deixar grup comu pero aclarir abandonar esco	train	165691080.0	Catalunya_Press
1039362748331765760	No en deixarem passar ni una. Perquè no són fets aïllats i cal denunciar cada una d'aquestes agressions. Organitzem la resposta antifeixista, que no quedin impunes!   🔴Al feixisme no se'l discuteix, se'l combat! Tot el suport a en Xavi, company de militància de @Poble_Lliure! https://t.co/7AhUoK3rgn	FAVOR	deixarem passar fets aïllats denunciar agressions organitzem resposta antifeixista quedin impunes feixisme discuteix combat supo xavi company militància	deixarem passar són fets aïllats denunciar agressions organitzem resposta antifeixista quedin impunes al feixisme sel discuteix sel combat supo xavi company militància	deixar passar ser fet aïllar denunciar agressió organitzar respondre antifeixista quedar impune al feixisme sel discutir sel combatre supo xavi company militància	deixar passar aillar denunciar agressio organitzar respondre antifeixista quedar impune feixisme discutir combatre supo xavi company militancia	train	181679209	albert_orta
1097666755630125056	👉🏼Els militants de @LaForja_Jovent marxaven cap a casa, quan de cop es van trobar amb 20 persones encaputxades, amb ganivets i equipats amb escala i coordinats amb walkies, que treien consignes per la llibertat dels presos, fet que els joves van recriminar i evitar.	FAVOR	els militants marxaven casa trobar persones encaputxades ganivets equipats escala cordinats walkies treien consignes llibeat presos joves recriminar evitar	els militants marxaven casa cop trobar persones encaputxades ganivets equipats escala cordinats walkies treien consignes llibeat presos fet joves recriminar evitar	ell militant marxar casa copar trobar personar encaputxar ganivet equipar escalar cordinats walkies treure consignar llibeat pres fer jove recriminar evitar	militant marxar casa copar trobar personar encaputxar ganivet equipar escalar cordinats walkies treure consignar llibeat pres jove recriminar evitar	train	2830239317	jmprovir
11041004451134546e+18	☝🏼                                                Queda tanta feina per fer encara!...i més si la volem considerar i fer escoltant-nos, en complicitat, sumant, en equip amb aquells que escolten i es “posen” al costat, ...educant... 💜 https://t.co/DIhMkChske	NEUTRAL	queda feina encarai volem considerar escoltantnos complicitat sumant equip escolten posen costat educant	queda feina encarai més volem considerar escoltantnos complicitat sumant equip escolten posen costat educant	quedar feina encarai més voler considerar escoltantnos complicitat sumar equipar escoltar posar costar educar	quedar feina encarai voler considerar escoltantnos complicitat sumar equipar escoltar posar costar educar	train	82917095.0	semponspuig
11041562951652884e+18	RT @juliahumet: Per aquestes coses cal el 8 de març i cal feminisme. Cada dia. Perquè el masclisme i la LGTBfòbia són una realitat.	NEUTRAL	coses març feminisme masclisme lgtbfòbia realitat	coses març feminisme dia masclisme lgtbfòbia són realitat	cosa març feminisme dia masclisme lgtbfòbia ser realitat	cosa març feminisme masclisme lgtbfobia realitat	train	73640017.0	Pili_stage
10430741462704128e+18	RT @franscuspinera: Molt content que 'Jo sóc d'un paisatge' hagi superat les 50000 reproduccions a Youtube. Tot gràcies a vosaltres! 😍 http…	AGAINST	content paisatge superat reproduccions youtube gràcies	content sóc paisatge superat reproduccions youtube gràcies	content ser paisatge superar reproducció youtube gràcia	content paisatge superar reproduccio youtube gracia	train	8.578559282590147e+17	elenacardona222
1099427501149966340	Levy, del Paramo, Rivera, Girauta, Montserrat, Arrimadas, Sánchez Camacho...  PP i C’s utilitzen Catalunya per les seves aspiracions personals  Fer-se la víctima, demostrar Catalanofòbia fa q l’IBEX et pagui un xalet a Madriz  No torneu: allà sereu mes feliços (i nosaltres també)	FAVOR	levy paramo rivera girauta montserrat arrimadas sánchez camacho utilitzen catalunya aspiracions personals ferse víctima demostrar catalanofòbia ibex pagui xalet madriz torneu allà feliços també	levy paramo rivera girauta montserrat arrimadas sánchez camacho pp c’s utilitzen catalunya aspiracions personals ferse víctima demostrar catalanofòbia fa q ibex pagui xalet madriz torneu allà feliços també	levy paramo rivera girauta montserrat arrimadas sánchez camacho pp c’s utilitzar catalunya aspiració personal ferse víctima demostrar catalanofòbia fer q ibex pagar xalet madriz tornar allà feliç també	levy paramo rivera girauta montserrat arrimadas sanchez camacho utilitzar catalunya aspiracio personal ferse victima demostrar catalanofobia ibex pagar xalet madriz tornar alla feliç tambe	train	887315982393495550	gloriaA12393251
10978308873230254e+18	@ferranrego @im_dario @partit_pirata @SchulbaumO @AlbertCanig @CripticaOrg gracies ! presentarem https://t.co/01jgX4oTRH, cooperativa ciutadana de dades per la recerca en salut, i la llicençia  Salus Common Good  amb les cinc garanties que ens han dit els ciutadans https://t.co/eYYNO3kqGP	AGAINST	gracies presentarem coperativa ciutadana dades recerca salut llicençia salus comon cinc garanties ciutadans	gracies presentarem coperativa ciutadana dades recerca salut llicençia salus comon god cinc garanties dit ciutadans	graciar presentar coperativa ciutadà donar recercar salut llicençia salus comon god cinc garantir dir ciutadà	graciar presentar coperativa ciutada donar recercar salut llicençia salus comon cinc garantir ciutada	train	64819521.0	im_dario
1103606186824347649	@yeyaboya Amb tot el respecte..ell a perdut l`ull per un referéndum vinculant que que vam votar y guanyar tambe sou complices de la perdua de l`ull del roger per no implementar el resultat...ell esta fotut y tota la clase politica cobran la pagueta..	FAVOR	respecteell perdut lull referéndum vinculant votar guanyar complices perdua lull roger implementar resultatell fotut clase politica cobran pagueta	respecteell perdut lull referéndum vinculant votar y guanyar complices perdua lull roger implementar resultatell fotut y clase politica cobran pagueta	respecteell perdre lull referéndum vincular votar y guanyar complices perdua lull roger implementar resultatell fotre y clase politica cobran pagueta	respecteell perdre lull referendum vincular votar guanyar complices perdua lull roger implementar resultatell fotre clase politica cobran pagueta	train	1036713655277154304	xavisc5
10463037670655017e+18	Exigeixo al @govern del senyor @QuimTorraiPla que cesi immediatament a @MiquelBuch del càrrec de conseller d’interior com a conseqüència d’una brutal actuació dels mossos sota el seu comandament! #OmplimStJaume29 #BuchDimissio #28Sep https://t.co/kzF7sZK5yT	AGAINST	exigeixo senyor cesi imediatament càrrec conseller interior conseqüència brutal actuació mossos comandament #omplimstjaume #buchdimissio #sep	exigeixo senyor cesi imediatament càrrec conseller interior conseqüència brutal actuació mossos comandament #omplimstjaume #buchdimissio #sep	exigir senyor cesi imediatament càrrec conseller interior conseqüència brutal actuació mosso comandament #omplimstjaume #buchdimissio #sep	exigir senyor cesi imediatament carrec conseller interior consequencia brutal actuacio mosso comandament #omplimstjaume #buchdimissio #sep	train	8.578559282590147e+17	elenacardona222
1097596731850665985	Aii doncs a mi q voleu q us digui q ningú em dongui lliçons ... qui vulgui votar #28A que voti i qui no vulgui moolt bé ...  Q van junts perfecte q no hi van també ...  Q potser no tenim toots opinió propiaaa ??  Araaa aquí siiiií q crido q és ensenyar les dents !!! https://t.co/hjtzm2t90H	FAVOR	voleu digui dongui lliçons vulgui votar #a voti vulgui junts perfecte també tenim opinió propia aquí crido ensenyar dents	q voleu q digui q dongui lliçons vulgui votar #a voti vulgui bé q junts perfecte q també q tenim opinió propia ara aquí sií q crido q és ensenyar dents	q voler q dir q dongui lliçó voler votar #a votar voler bé q junt perfecte q també q tenir opinió propia ara aquí sií q cridar q ser ensenyar dent	voler dongui lliço voler votar votar voler junt perfecte tambe tenir opinio propia aqui cridar ensenyar dent	train	4195957935	alextremp
1097605463091367937	RT @Dulors: Una Europa de borratxos i feixistes no és l´Europa que volem les catalanes #TajaniPuppetOfFascism #21FVagaGeneral	FAVOR	europa borratxos feixistes l´europa volem catalanes #tajanipuppetofascism #fvagageneral	europa borratxos feixistes és l´europa volem catalanes #tajanipuppetofascism #fvagageneral	europa borratxo feixista ser l´europa voler catalana #tajanipuppetofascism #fvagageneral	europa borratxo feixista l´europa voler catalana #tajanipuppetofascism #fvagageneral	train	4195957935	alextremp
1103688335594262528	#LLIBERTATS | La polèmica entrega del diploma es va fer l’11 de maig de 2013 a la caserna de Sant Andreu de la Barca durant els actes de celebració del 169è aniversari de la Guàrdia Civil https://t.co/M1iUvS0vO0	FAVOR	#llibeats polèmica entrega diploma maig caserna sant andreu barca actes celebració è aniversari guàrdia civil	#llibeats polèmica entrega diploma maig caserna sant andreu barca actes celebració è aniversari guàrdia civil	#llibeats polèmic entregar diplomar maig caserna sant andreu barca acte celebració è aniversari guàrdia civil	#llibeats polemic entregar diplomar maig caserna sant andreu barca acte celebracio aniversari guardia civil	train	168195769	La_Directa
1093039442057719808	RT @VilaWeb: Irene Lozano salta la separació de poders i parla dels presos polítics com a ‘líders que han comès delictes’ https://t.co/agjx…	FAVOR	irene lozano salta separació poders parla presos polítics líders comès delictes’	irene lozano salta separació poders parla presos polítics líders comès delictes’	irene lozano saltar separació poder parlar pres polític líder cometre delictes’	irene lozano saltar separacio poder parlar pres politic lider cometre delictes’	train	292441966	aracegea
10463002330665779e+18	No ajudem els mossos a mantenir la línia policial: ajudem el poble a mantenir la línia de la noviolència que fa anys els #Jordis ens van ensenyar com a únic camí cap a la #RepúblicaCatalana que volem. #Seguim #OmplimSantJaume29S SEMPRE @enpeudepau https://t.co/aB5nB1hlbR	AGAINST	ajudem mossos mantenir línia policial ajudem poble mantenir línia noviolència anys #jordis ensenyar únic camí #repúblicacatalana volem #seguim #omplimsantjaumes sempre	ajudem mossos mantenir línia policial ajudem poble mantenir línia noviolència fa anys #jordis ensenyar únic camí #repúblicacatalana volem #seguim #omplimsantjaumes sempre	ajudar mosso mantenir línia policial ajudar poblar mantenir línia noviolència fer any #jordis ensenyar únic camí #repúblicacatalana voler #seguim #omplimsantjaumes sempre	ajudar mosso mantenir linia policial ajudar poblar mantenir linia noviolencia #jordis ensenyar unic cami #republicacatalana voler #seguim #omplimsantjaumes sempre	train	8.578559282590147e+17	elenacardona222
1040180294001848321	Recordem-nos que la BBC és la televisió PÚBLICA britànica. I l'entrevistador va ser molt més crític amb l'Estat espanyol que qualsevol periodista que he vist a TV3.  Estic esperant el tuit de la Sra. Arrimadas acusant la BBC de ser  una televisión entregada al separatismo . https://t.co/Rbn3MLTYhB	FAVOR	recordemnos televisió pública britànica entrevistador crític espanyol periodista vist esperant tuit arrimadas acusant televisión entregada separatismo	recordemnos bbc és televisió pública britànica entrevistador més crític espanyol periodista vist tv esperant tuit sra arrimadas acusant bbc televisión entregada separatismo	recordemnos bbc ser televisió públic britànic entrevistador més crític espanyol periodista veure tv esperar tuit senyora arrimadas acusar bbc televisión entregar separatismo	recordemnos televisio public britanic entrevistador critic espanyol periodista veure esperar tuit senyora arrimadas acusar television entregar separatismo	train	371653478	jormarcom
1098994569692237824	És un veritable espectacle: un rei que deu el seu tron a un genocidi encara no expiat i a l'herència d'un general colpista i criminal parlant de democràcia, llei, Estat de dret, mentre 2.000 lacais  juristes  l'aplaudeixen a mort https://t.co/yiu1JAcQNz	FAVOR	veritable espectacle tron genocidi expiat herència general colpista criminal parlant democràcia llei dret lacais juristes aplaudeixen	és veritable espectacle rei deu tron genocidi expiat herència general colpista criminal parlant democràcia llei dret lacais juristes aplaudeixen mo	ser veritable espectacle rei donar tronar genocidi expiar herència general colpista criminal parlar democràcia llei dret lacai jurista aplaudir mo	veritable espectacle donar tronar genocidi expiar herencia general colpista criminal parlar democracia llei dret lacai jurista aplaudir	train	2830239317	jmprovir
11037203391656264e+18	🔴 El PSC ha acceptat durant molts anys a Catalunya les premisses del nacionalisme ❗️El document dels 21 punts de Torra és un insult per a tots els espanyols  🎥 No us perdeu la rèplica de @nmartinblanco! #Parlament https://t.co/XRl2b5uArQ	AGAINST	acceptat anys catalunya premisses nacionalisme ️el document punts torra insult espanyols perdeu rèplica #parlament	psc acceptat anys catalunya premisses nacionalisme ️el document punts torra és insult espanyols  perdeu rèplica #parlament	psc acceptar any catalunya premissa nacionalisme ️el documentar punt torra ser insultar espanyol perdre rèplica #parlament	acceptar catalunya premissa nacionalisme documentar punt torra insultar espanyol perdre replica #parlament	train	385536702.0	ANTONIOESTIVILL
10959600702512988e+18	@RLouzad @Manu_K_tala @ForcadellCarme No importa si està guapa, mona, cuqui. El que importa és si està forta. I ho està.	AGAINST	impoa està guapa mona cuqui impoa està està	impoa està guapa mona cuqui impoa és està foa està	impoa estar guapo mona cucar impoa ser estar foa estar	impoa estar guapo mona cucar impoa estar estar	train	9.220929876556431e+17	Sispotfer
10919774435299492e+18	RT @Poliarni: Ho tenim a tocar !!!! El món ens mira https://t.co/NPauqayEz9	AGAINST	tenim tocar mira	tenim tocar món mira	tenir tocar món mirar	tenir tocar mirar	train	9.69591387036545e+17	cogitoe24590723
10932730215849491e+18	Tremenda somanta de Alejandro Fernández a racisTorra. El nacionalisme és una ideologia del segle XX que consisteix en divinitzar lo que només es contingent y en absolutizar... https://t.co/KtJEgXU5wJ	AGAINST	tremenda somanta alejandro fernández racistorra nacionalisme ideologia segle consisteix divinitzar només contingent absolutizar	tremenda somanta alejandro fernández racistorra nacionalisme és ideologia segle xx consisteix divinitzar només contingent y absolutizar	tremend somanta alejandro fernández racistorra nacionalisme ser ideologia segle xx consistir divinitzar nòmer contingent y absolutizar	tremend somanta alejandro fernandez racistorra nacionalisme ideologia segle consistir divinitzar nomer contingent absolutizar	train	7.43184110194135e+17	ArroyoTell
1037776945759641600	Amb Mariano Rajoy el diàleg era impossible. Ara que sembla possible, cal esperar que no sigui estèril. @sanchezcastejon haurà de decidir si prefereix tocar el violí o si vol liderar la recerca de solucions #FreeTothom https://t.co/qwouDvIyje	FAVOR	mariano rajoy diàleg impossible sembla possible esperar estèril haurà decidir prefereix tocar violí liderar recerca solucions #freetothom	mariano rajoy diàleg impossible ara sembla possible esperar estèril haurà decidir prefereix tocar violí vol liderar recerca solucions #freetothom	mariano rajoy diàleg impossible ara semblar possible esperar estèril heure decidir preferir tocar violar volum liderar recercar solució #freetothom	mariano rajoy dialeg impossible semblar possible esperar esteril heure decidir preferir tocar violar volum liderar recercar solucio #freetothom	train	921611352883585024	CescGL1
10919615602291302e+18	Per si a algú li calen principis. O no ho té clar. #independència #Marxem #RepublicaCatalana https://t.co/kU8f9NubMt	AGAINST	algú calen principis clar #independència #marxem #republicacatalana	algú calen principis té clar #independència #marxem #republicacatalana	algú caldre principi tenir clar #independència #marxem #republicacatalana	algu caldre principi tenir clar #independencia #marxem #republicacatalana	train	16909665.0	borjaramon
10975819142722068e+18	@324cat Vaja, heu trigat any i mig en fer-vos la pregunta. En un mitjà seriós ja fa temps que serieu al carrer, pero fa temps.que vau decidir deixar de banda el servei públic pel servei a l'amo. Quina vergonya veure TV3 tan servil.	AGAINST	vaja trigat fervos pregunta mitjà seriós temps carrer tempsque decidir deixar banda servei públic servei quina vergonya veure servil	vaja trigat fervos pregunta mitjà seriós fa temps carrer fa tempsque decidir deixar banda servei públic servei amo quina vergonya veure tv servil	anar trigar fervos preguntar mitjà seriós fer temps carrer fer tempsque decidir deixar banda servei públic servei amar quin vergonyar veure tv servil	anar trigar fervos preguntar mitja serios temps carrer tempsque decidir deixar banda servei public servei amar quin vergonyar veure servil	train	1369297021.0	TheCormental
1103076791382655e+18	Hi ha diferents nivells d'experiència no graduals, sinó a salts i totalment diferents. Que hi ha qui llegeix un poema en el mateix univers en el que mira el futbol...	AGAINST	diferents nivells experiència graduals sinó salts totalment diferents llegeix poema mateix univers mira futbol	diferents nivells experiència graduals sinó salts totalment diferents llegeix poema mateix univers mira futbol	diferent nivell experiència gradual sinó salt totalment diferent llegir poema mateix univers mirar futbol	diferent nivell experiencia gradual sino salt totalment diferent llegir poema mateix univers mirar futbol	train	443100081.0	AgustiCG
10932848944767836e+18	@QuimTorraiPla Molt be! Pero ets tú el que ha de fer política. Menys poemes, mercadillos, i manifestacions i mes treballar. Ahh, que tú no treballes, ! Ets el ventríloc de Puigdemont! Un altre memo papanates i per acabar , lladregot. Quin panorama tenim...	AGAINST	política poemes mercadillos manifestacions treballar treballes ventríloc puigdemont memo papanates acabar lladregot quin panorama tenim	tú política poemes mercadillos manifestacions treballar tú treballes ventríloc puigdemont memo papanates acabar lladregot quin panorama tenim	tú polític poema mercadillos manifestació treballar tú treballar ventríloc puigdemont memo papanates acabar lladregot quin panorama tenir	politic poema mercadillos manifestacio treballar treballar ventriloc puigdemont memo papanates acabar lladregot quin panorama tenir	train	9.17457382757761e+17	catalaneta_jo
1041184768199675905	Les companyes de @campllibertat de Pl Sant Jaume de Barcelona resisteixen l'amenaça de ser desallotjades pels mossos per a què demà els feixistes puguin manifestar-s'hi impunement. Necessiten l'ajuda de tothom qui pugui anar aquesta mateixa tarda per resistir-hi! Afegeix-te'n!!	FAVOR	companyes sant jaume barcelona resisteixen amenaça desallotjades pels mossos demà feixistes puguin manifestarshi impunement necessiten ajuda tothom pugui mateixa tarda resistirhi afegeixten	companyes pl sant jaume barcelona resisteixen amenaça desallotjades pels mossos demà feixistes puguin manifestarshi impunement necessiten ajuda tothom pugui mateixa tarda resistirhi afegeixten	companya planta sant jaume barcelona resistir amenaçar desallotjar pels mosso demà feixista poder manifestarshi impunement necessitar ajudar tothom poder mateix tardar resistirhi afegeixten	companya planta sant jaume barcelona resistir amenaçar desallotjar pels mosso dema feixista poder manifestarshi impunement necessitar ajudar tothom poder mateix tardar resistirhi afegeixten	train	228799611	captivus45
11027114913698857e+18	RT @tonicantona: Que creieu que dirà @lluis_llach davant dels jutges del TC? https://t.co/48gjc80Am1	AGAINST	creieu dirà davant jutges	creieu dirà davant jutges tc	creure dir davant jutjar tc	creure davant jutjar	train	48744241.0	KhommonNoise
1036897964072083456	Entenc q tothom ha de seguir el seu ritme però, jo ja vaig votar NO a l’estatut del 2006 perquè volia la independència,no engrunes enverinades. Si ara es torna a fer cap altra cosa que NO SIGUI independència UNILATERAL, la estafa no vindrà d’Espanya, vindrà del Govern d Catalunya	FAVOR	entenc tothom seguir ritme però votar estatut volia independènciano engrunes enverinades torna cosa independència unilateral estafa vindrà espanya vindrà govern catalunya	entenc q tothom seguir ritme però votar estatut volia independènciano engrunes enverinades ara torna cosa independència unilateral estafa vindrà espanya vindrà govern catalunya	entendre q tothom seguir ritmar però votar estatut voler independènciano engrunar enverinar ara tornar cosa independència unilateral estafar venir espanya venir governar catalunya	entendre tothom seguir ritmar pero votar estatut voler independenciano engrunar enverinar tornar cosa independencia unilateral estafar venir espanya venir governar catalunya	train	1137410166	Almat49
10975849292763914e+18	Diu Torra que està disposat a anar a presó per defensar l'autodeterminació. Sí, de visita com fins ara. Grans paraules adreçades només als fidels, perquè a Europa només Tajani s'ha assabentat de la seva visita i ni l'ha deixat entrar. #stopprocessisme https://t.co/jPMbAuGl7g	AGAINST	torra està disposat presó defensar autodeterminació visita grans paraules adreçades només fidels europa només tajani assabentat visita deixat entrar #stopprocessisme	diu torra està disposat presó defensar autodeterminació sí visita ara grans paraules adreçades només fidels europa només tajani sha assabentat visita deixat entrar #stopprocessisme	dir torra estar disposar presó defensar autodeterminació sí visitar ara gran paraula adreçar nòmer fidel europa nòmer tajani sha assabentar visitar deixatar entrar #stopprocessisme	torra estar disposar preso defensar autodeterminacio visitar gran paraula adreçar nomer fidel europa nomer tajani assabentar visitar deixatar entrar #stopprocessisme	train	1.0199806856778793e+18	Jomateixapunt
1095973285693739e+18	He escoltat l’entrevista d’aquest mati del President Torra a Onda Cero. Us diré només una cosa: fot vergonya aliena i els catalans no ens mereixem aquest personatge.	AGAINST	escoltat entrevista mati president torra onda cero diré només cosa vergonya aliena catalans mereixem personatge	escoltat entrevista mati president torra onda cero diré només cosa fot vergonya aliena catalans mereixem personatge	escoltar entrevistar matar president torra ondar cero dir nòmer cosa fotre vergonyar alienar català merèixer personatge	escoltar entrevistar matar president torra ondar cero nomer cosa fotre vergonyar alienar catala mereixer personatge	train	48744241.0	KhommonNoise
1098891859898835e+18	@SantiaggroGB @SenyorRequena Vaga general patriòtica. Ni vaga, ni general, ni patriòtica. Propaganda del involucionisme burgués.Convocada per la burguesia catalana i el govern. O sigui l'antítesi del que és una vaga Si no ets capaç d'entendre això, no és extrany que et fixis només en els detalls ortogràfics.	AGAINST	vaga general patriòtica vaga general patriòtica propaganda involucionisme burguésconvocada burguesia catalana govern antítesi vaga capaç entendre això extrany fixis només detalls oogràfics	vaga general patriòtica vaga general patriòtica propaganda involucionisme burguésconvocada burguesia catalana govern antítesi és vaga capaç entendre això és extrany fixis només detalls oogràfics	vague general patriòtic vague general patriòtic propaganda involucionisme burguésconvocada burguesia català governar antítesi ser vague capaç entendre això ser extrany fixar nòmer detall oogràfics	vague general patriotic vague general patriotic propaganda involucionisme burguesconvocada burguesia catala governar antitesi vague capaç entendre aixo extrany fixar nomer detall oografics	train	9.152953519423365e+17	CataManyol
1043527898664247296	@Culopato1 @VitrallsARBOG @SandraSandras2 Sóc indepe des que tinc ús de raó (i vaig pels 47 anys). Si puc triar, trio independència. I si no aconsegueixo el 100% i em quedo en un 80%, agafaré el 80 i seguiré lluitant pel 100. Però no em tiraré del balcó avall perquè aleshores no tindré res.	FAVOR	indepe tinc pels anys triar trio independència aconsegueixo quedo agafaré seguiré lluitant però tiraré balcó aleshores tindré	sóc indepe des tinc ús raó pels anys puc triar trio independència aconsegueixo quedo agafaré seguiré lluitant però tiraré balcó aleshores tindré	ser indepe donar tenir usar raó pels any poder triar triar independència aconseguir quedar agafar seguir lluitar però tirar balcó aleshores tenir	indepe donar tenir usar pels poder triar triar independencia aconseguir quedar agafar seguir lluitar pero tirar balco aleshores tenir	train	368508424	Mallus_Malleus
1104125465135104e+18	@JordiCBeat @CridaNacional @jordialapreso @junqueras És un moment molt dolorós. Per separat no aconseguiran superar-lo. I ens tenen desconcertats, decebuts i cansats. Ja et dic, no els penso votar més si van per separat. Ni a España, ni a Europa.	AGAINST	moment dolorós separat aconseguiran superarlo tenen desconceats decebuts cansats penso votar separat españa europa	és moment dolorós separat aconseguiran superarlo tenen desconceats decebuts cansats dic penso votar més separat españa europa	ser moment dolorós separar aconseguir superarlo tenir desconceats decebre cansar dir pensar votar més separar españa europa	moment doloros separar aconseguir superarlo tenir desconceats decebre cansar pensar votar separar españa europa	train	16651466.0	ecastellet
