Stance	text
AGAINST	thing painful mindless minutiae strap hanging clingons forçar endurar #huma #semst
AGAINST	pundits webb facing uphill battle hillary really bernie antihillary votar #jimwebb #semst
AGAINST	miracle suddenly #democrats mind voted
AGAINST	rainbow logo census #whyimnotvotingforhillary #semst
AGAINST	hillary pastar primaries voters wrong beat november #semst
FAVOR	defending girl hillary #semst
AGAINST	republicà lead leader liar #semst
NONE	statute limitations expired driver #semst
AGAINST	river wods with hill yass #hillaryclinton #hillary #semst
AGAINST	thing money hear hillary clinton quitar guilty worth millions #semst
AGAINST	hillary campaign shortly announce sanders bornar canada yeah #semst
AGAINST	#hillarydebatequestion profess admiration #margaretsanger wanted country negros explain please #semst
AGAINST	support #independent #berniesanders liar #potus #libcrib #democrats #tlot #republicans #wakeupamerica #semst
AGAINST	reportar show state department locate hillary clintons private emails fast hillary #semst
AGAINST	agree previous stance believes before #semst
AGAINST	finar leave back #oip #cruz #semst
NONE	fullar tonight #tofunny #funny #funnier #hilarious #hilaryduf #quotesoftheday #quotestoliveby #quotes #semst
NONE	remember back #crackerbarrel gave #politicalcorrectness #duckdynasty #wakeup #nascar late #tcot #semst
NONE	liberty depends free president obama #semst
NONE	confident piss white anglosaxon protestant keep talking #semst
AGAINST	stop promoting liar justar impeached husband #wakeupamerica
AGAINST	justar ordered chillary clinton kozies gotta support team #semst
NONE	thank follow jeane gods #wakeupamerica #semst
NONE	come visitar jeferson county fair representative curt hanson joke story votar #semst
AGAINST	blacks focus racial tension blacks whites #semst
AGAINST	crazy ovalar ofice hillary republican #semst
FAVOR	asked campaign gladly excitedly accepted #semst
FAVOR	human rights womens rights womens rights human rights hillary clinton #semst
NONE	tough time leaders running potus quess wait happens #semst
NONE	thanks article #semst
NONE	comunity policing answer rebuilding trust comunities enforcement people servar #semst
NONE	that funniest things heard while #semst
AGAINST	clinton foundation collected spent direct raised spent direct #semst
AGAINST	hillary elected transition team smothly move racist sexist
NONE	this randar paul potus #baltimoreuprising #semst
AGAINST	hilary lied deleted benghazi emails betrayed trust americà scandal scandal #semst
NONE	dicks sucked daily congress shit #semst
AGAINST	else confronted truth #freeallfour #semst
AGAINST	shes #blacklivesmatter votar talking them most blacks brainwashed #semst
FAVOR	intelligent choice hillary clintonyou aford stay home votar votar #uniteblue #semst
FAVOR	hillary killing trail shes finally showing personal side benefit profoundly #semst
NONE	thank follow bless love bless america land free #semst
AGAINST	god years publicar service with accomplishments hillary finally ready servar publicar lolol #semst
AGAINST	hear peter gunn theme shes kick #semst
NONE	march ohio holding primaries datar subjectar change #ohio #ourchampion
NONE	#thatchampion kicked #watergate team misconduct #tcot
AGAINST	president term please make happen finar #semst
AGAINST	desperate what hillary tweet timeline gonna votar #semst
AGAINST	hillary clintons biggest idols margaret sanger called extermination colored people #semst
NONE	sory bharat moldre hart democraet #semst
FAVOR	told voting hillary proud #semst
AGAINST	suspect hillarys scoby tour distraction servergate #noobamathirdterm #semst
AGAINST	#elpaso #texas ready president #marcorubio #utep #newamericancentury #future #rub
NONE	love bernie #semst
FAVOR	literally greatest video seen #semst
NONE	thankful volunteers joined bliss studio fairfield tonight #rockstars #semst
AGAINST	lets hope voters remember #hillno
AGAINST	#saudi money #saudicables #saudicables #clinton #semst
FAVOR	everyday americà their families need champion hillary will that champion #semst
AGAINST	hillarys campaign slogan hillary nothing hide except truth #tcot #ccot #semst
FAVOR	funny people bernie hillary bill #semst
NONE	were gtown #sctweets #semst
AGAINST	sorry hillarys normal folk image behgnazi foreign policy successes secretary state
AGAINST	including repealing amendment
AGAINST	kind scares thousands emails released hillarys private emails #semst
AGAINST	handling campaign attacking showing hillary fails #uniteright #semst
FAVOR	only sexist world question qualifications secretary state #semst
AGAINST	aaron hernandez president hillary #semst
AGAINST	silent that insures stand anything chance ofending voters #semst
FAVOR	days register votar year days election #rockthevote #democrats #everyvotecounts #semst
NONE	lose campaign based critics proposing #bushfail #semst
AGAINST	whats ambientar temperature #hell today guide #semst
NONE	thank favs #wakeupamerica #semst
NONE	thats fucking #baltimoreuprising #obama #semst
FAVOR	support encourage #hillaryclinton president #unitedstates world success women world #semst
FAVOR	will #semst
AGAINST	yeah shes real forward thinker #makeamericagreatagain #whyimnotvotingforhillary #semst
AGAINST	what afraid answer questions press potus
AGAINST	manage #wakeupamerica #stophillary #semst
NONE	haha love header #semst
AGAINST	although disagreements reading #semst
NONE	marijuana marijuage equality coincidence #semst
AGAINST	#democratslogans work when votar democrat twice #tcot #semst
NONE	watch america imaginar world without itll make realize lucky live country earth #semst
NONE	this friday oficially political incorrectness ofend everyone #tcot #semst
AGAINST	#hillary felon times protected political class #semst
FAVOR	this time rodeo care likes this woman mission #tough #semst
AGAINST	hillarys emails missing incomplete whod thunk justar trust #semst
FAVOR	paper beat #hillaryclinton home chris drunk #chrischristie #semst
FAVOR	speech proud hear pla policy improvements justice system thanks #semst
FAVOR	#lovewins hillary gear #yas #pride #semst
AGAINST	lawless #clintonfoundation jail butcher #benghazi #arrest rapist #billclinton #hillaryclinton
FAVOR	support encourage #hillaryclinton president #unitedstates world success women world #semst
AGAINST	hillary clinton supporter planar working por donnie know #trump #semst
AGAINST	worse possibly #obama continuar break laws invincible #semst
FAVOR	dont someday qualified candidate president united states #reflectinghillary #semst
FAVOR	wheres campaign store real question ready hillary gear
FAVOR	congratulations entering race president support jews world #semst
FAVOR	leslie knope happy #semst
NONE	twitterproud #uniteblue #waronwomen #worldpeace #tngov #socialjustice #alllivesmatter #unity #semst
NONE	scary #badchristianvalues #semst
AGAINST	hillary sheetz station real america #semst
FAVOR	support encourage #hillaryclinton president #unitedstates world success women world #semst
NONE	obamacare stays confederate flag goa guys shitty week #semst
AGAINST	follow stand hillary #semst
AGAINST	hillary votar #hillarysoold #semst
AGAINST	exactly happen america #semst
FAVOR	black presidenthealthcare marriage equalitywhats nexta woman presidentdamn right #scotus #marriageequality #semst
AGAINST	hide #clintonfoundationscandal #clintoncash #emailgate #semst
NONE	when supports wrong candidate #bernie #semst
AGAINST	#stophillary woman integrity honesty votar woman president
AGAINST	pretty gonna lose hypocritical #christian votar pretending care #lgbt #semst
AGAINST	well strung happed time hillaryloving douches encounter trees #redeye #semst
NONE	por kids billion feed #semst
AGAINST	tweeted back when #aca software fixed strategic mistake repeal fixed #semst
AGAINST	night sleep tight hillary bitar nightmares #semst
AGAINST	hillarys campaign raised million donations this recordar beating obamas recordar #semst
NONE	thanks follow #thehrcsupervols #semst
NONE	today love hate defeated #morningjoe #unitedblue #semst
FAVOR	thee choice president shes people #vote #semst
AGAINST	will media real hillary #benghazi #clinton #semst
FAVOR	#freedomjusticeequalityeducation innovation development make #happylife utopia #semst
AGAINST	open mouth reveal heartmargaret sangerarchitect black genocide #hillarysowhite #semst
AGAINST	actually disqualified runninghow scams ethics problems #semst
AGAINST	goal setting victims #billclinton assault #hillaryclinton #chelseasmom #tlot #semst
FAVOR	#potus #chelseasmom #semst
AGAINST	obama give americà oveime republicà give americà welfare checks #tcot #uniteblue #semst
AGAINST	transparentar sowho sant #libhack #payplay #corruptocrat #tcot #benghazi #vincefoster #monica #semst
AGAINST	#askbobby #hillaryclinton turned emails private server destroyed #semst
NONE	excited working great #fellowssc sumer theyre pretty great people fired #letsgo #semst
AGAINST	bill clinton decided taking laden september #semst
NONE	high schol decided woman president politics trumps money #semst
NONE	very excited hear klobuchar speak today #semst
AGAINST	leader free world global navigating interacting international comunity beyond crowds learned lesson #semst
