LABEL	preprocessing_A
FAVOR	imaginar dir purria espanyolista rebessim igualar representant politics
FAVOR	adriana portaveu d@arranjovent veure obligar respondre manifestacio poder permetre feixisme passejar lliurement pels carrer feixisme avançar combatre #holinopassareu
FAVOR	joan baldovi psoe voler fotre independentista votar convocar elecció entrevistar
AGAINST	exacte bueno tambe conèixer any amic
NONE	sort tenir president
AGAINST	#dijous nou sessio d#escolaenvellimentactiuscg psicologa merce rodriguez baya explicar importancia saber aprendre comunicarnos assertivament sentirnos #gengran #mindfulness #salut #benestar
FAVOR	efecte caure servei secret alemany autoritzar detencio europa lluitar defensar dret democracia proces catala representar puntar llançar daquest esforçar costar historiar
AGAINST	democracia nacionalista tieta barbut malnascuts votant jordi cuixart navarro sisplau pujar sostrar catalanitzador cognom
FAVOR	aixo maxima preocupacio despanyar controlar gent igualar estructurar destat llei declaració parlamentar problema real poder cridar defensar generalitat governar independencia declarar
FAVOR	fotre pero canvi radical independència catalunya imediatament tornare votar vida tothom
AGAINST	tambe caldre preguntarli setembre rumorejar participar setge
FAVOR	partidaria lindult pero dacceptar culpabilitat tornar apartarse politica arrossegarse genoll plaçar catalunya demanar perdre españa programar danarosa proposta sanchezpsoe
FAVOR	viatjar #puigdemont quedar clar sistema judicial espanyol diferent restar sistema europeu santina periodista referenciar publicar alemany
FAVOR	loposicio vetar governar vega gestio residu terrassa #terrassa
FAVOR	despres gent sestranyara fer caure governar efectiu #omplimsantjaume
AGAINST	pero destar amagat intolerant supremacistes assenyalar atacar pensar diferent revolucio somriure
AGAINST	jugar maestra
FAVOR	nòmer desitjar dema #oct ser convocar contundent explotar duna vegada #nioblitniperdo sense desobediència independència
FAVOR	veritat exclos pres exiliat
FAVOR	elisenda conèixer ambdos militavem fnec principi granar persona pero politica lanc nòmer dir ell reiterar escolanets jxcat pdecat
AGAINST	espot entendre profesor demanar trasllat estar baixar
AGAINST	inútil trobar urna inútil votar guanyar inútil casa nostre inútil equiparar cervell croqueta congelar inútil #foraxusmapol #omplimstjaume #vamvotarvamguanyar #piolinsgohome #putaespanya
AGAINST	explicacio mirar passar paraula ordenar voler trucar feixista democracia collapse repressio estrasburg ratafia aquest ultimar regalar
AGAINST	doncs votar legalment democraticament interpretar
FAVOR	dir kontra korrent jove pondre acabar treure primer singlar #lanostrasentencia col·laboracio gent enhorabona enllaçar canço #lanostrasentencia #independencia
NONE	dolent incapaç posarse dacord xifrar collar dinutils saconsegueix independencia laconseguirem
AGAINST	triomfar nou estrategia content independencia importar restar obligar granar cosa tothom pujar carrar ell tambe ampliar basar
NONE	últim hora casado rivera convocar manifestacio madrid diumenge contra pedro sanchez cedir catalunya
AGAINST	puigdemont aquest
AGAINST	do sassemblava diu mahatma ghandi vagueta
FAVOR	recuperar exacte investir president puigdemont
FAVOR	lledoner president puigdemont dicecte desde brusselles #usvolemacasa
FAVOR	pasa fatxa sempre pensar insultar esperar poder victimes surtir mitjà espanyol sempassen troles dir indepes amenaçantvos clavell cantics
FAVOR	idem conspiracio rebellio supremo sap nòmer rebaixar grau pena preso escarmentar inhabilitacio politica idem rebellio
FAVOR	trampa fairy art marcial aqui tenir extractar memorable patetica declaracio majordom #majordomillo #judicifarsa
FAVOR	guanyar vot poder part moderar imatge independentista perdre vot sempre pero computar general sumar vot perdre possiblement jxcat proces sortir beneficiar lunic partir
FAVOR	protestar suportar pres politics congre mundial jurista madrid
FAVOR	sentir #judicifarsa venir arcar
FAVOR	avui #santjoandevilatorrada #reivindiquemldoctubre votar guanyar reivindicar aconseguirho #llibertatpresospoliticsiexiliats #usvolemacasa #usvolemlliures
NONE	cridar animar gent col·legi existir
FAVOR	defallir esperar breu tant politica tambe legislar impugnar injustament governar justament tothom gairebe tothom
FAVOR	jose antonio nieto canviar colorar mica mica #fakesuprem #judicitvcatradio
FAVOR	cremar espanyol carnestoltes riba freser #judicio #carnestoltes
FAVOR	acampar sant jaume prendre plaçar dema #holinopassareu #seguimprenentpartit
AGAINST	breu lozano penjar video estrellat rapid impossible
NONE	#vaga #demarç a #mataro #mcadadia #ensplantem mural donar
FAVOR	arribar moment crucial tot faltar deixar amic banda treure peu focalitzemnos lobjectiu creure crear plegat impossible cadascu lloc politics nostre
NONE	marxar ultims any tothom marxar catalunya pero vegada seguir aqui fer negoc
AGAINST	molestar cristo menjar torrar
AGAINST	avui dema setmana parlar pero desequilibrar actual home donar carrecs mitjà comunicacio seguent taular exemplificar
FAVOR	terrassa #rull #democracia #llibertat #republicacatalana
AGAINST	sera treballare afanyar
AGAINST	censar universal
FAVOR	veure problema capita tabarnia desbocar aixo saber problema tenir mosso impunitat feixisme
AGAINST	pero segon twit cagar
FAVOR	començar tenir taular part informacio lestat namaga molt passar videos audios idea aparell lestat español seguir vigilar laparent democracia formal afegimhi villarejo
AGAINST	proposta necessaria ambiciós demostrar societat civil davant governar fracassar habitatge prendre notar comprometre treballar conjuntament felicitat
AGAINST	disminucio desigualtat convertir objectiu prioritari implicarianecessariament reforçament democracia possible llum prevaler tenebra
FAVOR	gent baixar carrer defensar lautogovern institució propies catalunya conflicte politics resoldre politicament explicar pondre facebok️
FAVOR	millo capaç referendum prohibido referendum frase gairebe consecutiu
FAVOR	gent sempre ser voler feixista policia pegar graciar margar #foraxusmapol
FAVOR	jutjar referendum existir rebel·lio tenir ferit violencia detingut independencia homeopatica sucre
AGAINST	demostrar relacio intencionalitat petar barcelona connivencia hazte aixo demostrar enlloc nòmer filar relatar fictici veritat lestic oferir pero voler pensar igualar
FAVOR	mirar mercedes mila casado imposar catalunya lindependentisme créixer seriar daquest
FAVOR	interès economics contra democracia imputan alcalde soberanista palma prevaricacion limitar pis turisticos
FAVOR	entendre referent personar favor referendum independencia considerar pensar ciutadà primer segon cada ciutada mateix favor contra quan voler democracia voler tothom pur matematica
FAVOR	despres descoltar relat cuevillas pina pres exiliat tornar tenir governar covard politics enganyar tenir davant respondre reaccio
AGAINST	senyor lopez pobret sadona puchi sortir waterlo emborratxantlo debo creure ratar covard capaç dexposarse resar
FAVOR	veure acatar llarena suspendre diputat pres exiliat creure dimitir president parlament ampliar mostrar graciar
FAVOR	espanya democrata independentista no
AGAINST	agitador social temps politica deixar calaix
AGAINST	viure españa lliurar daquells voler trencar
AGAINST	enlla discurs suportar #campeones responsable politics nespera decisió recurs tenir escolar inclusiu garantir empresa gran contractar personar #capacitats mesurar viable #cet reclamar
FAVOR	mare meu albert rivera fentse perdonar catala españa assajar lultranacionalisme español democrates españols reaccionar marxar pero pais deixar sera feixisme patir ell
AGAINST	rivera perdre paper mentir aparellar propaganda independentista kines koses imutarse bingo
AGAINST	viure any catalunya normalitzar ultranacionalisme portar latent hora parlar fatxa imposar espai institució publicar tolerar dissident preten pensament unic aquest video terrible
FAVOR	arrimadas dubtar insultar torra acte barcelona
AGAINST	constitucionalista oblidar l@ajuntamentolot maltractar figurar destat felip insultar meitat català esperar olot nessesiteixi algo lestat loblidi
FAVOR	millo shauria disculpar judici advocar acusació carregar l@estatdegracia #judicitvcatradio
AGAINST	importar gent lleida
NONE	cuevillas aprofitar proximitat puigdemont postularse candidat europeu
AGAINST	perque alla justicia independent trobar indici aqui lacusa falsedat pero economicament realment decantar bala dret humà españa panadera vague salvatge
AGAINST	#manresa denunciar lactuacio policial contra manifestant actuar zona donar lesbiana trans infant personar mobilitat reduida malgrat tothom esta lliurar retenció
FAVOR	auriam denvoltar parlament proclamar republica votar
AGAINST	solet generar esser humà execrable parir mare
FAVOR	merda despanyar solora polinesia poder sortir cremarho #thisistherealspain #judicifarsa #vagageneral
AGAINST	exacte gent adonar sigut pantomima
FAVOR	cinc furgó brimo arribar protegir aixi actuar #governefectiu #nopassaran
AGAINST	esta llum veure
AGAINST	independentista enmerdar troca mirar portar tenir pressa donar lliçó plaure
AGAINST	continuar sessio #parlament seguirla directe travar daquest enllaçar #parlament
AGAINST	veure majorar
AGAINST	#felizlunes independencia catalunya
NONE	segon millo cobos col·legi electoral protegir avi nen karateka fairy
AGAINST	sessio fotre fetish massatgista català blanc puig gaudir massatge fetichista incloure petar negre joguina erotiques
FAVOR	merament abstracte identitat multiple existencia quotidià america medul·la os catala lluitar llibertar aqui igualar avantpassat independencia terra natal
AGAINST	català començar aturar feixisme espanyol cada manifestacio espanyolista catalunya trobar poblar carrer marcar datar omplir carrer barcelona regalar carrer ultrar
AGAINST	fi posar exemple dir puigdemont tocar mica guitarra persona tocar mica guitarra revelar superioritat cultural sensibilitat superior indepes indepes apartar tocar piano mestava fer vergonyar
FAVOR	jutjar considerar farsa valorar intimidatori lamenaça jove tancar puigdemont
NONE	catalunya prosperar españa@rafaelnadal
AGAINST	pressio aconseguir aturar lexpulsio carmen #carmensequeda pero oblidar #haymuchascarmen maltractar llei destrangeria
FAVOR	trist veure generació enganyar transicio suposadament obrir ull aixo independencia sestan menjar segon transicio practicament mateix actor politics mateixa renunciar
FAVOR	secretari segon parlament contradir torrent suprem #judicitvcatradio
AGAINST	historiar interminable intrahistoria proces
NONE	suciates podemazos escoltar ladvocada lestat saber aprovar
FAVOR	policia tendencia excedirse arreu problema seguir ordre procurar invesrigar premiar medalla alemany flipen lintent medalla detenir puigdemont
FAVOR	sabiem injusticia pero veure bestiesa substanciar dir fiscal advocar lestat quedar clar #judicirac
NONE	declarar lenric millo persona gratar catalunya tambe vergonyar #judicitvcatradio #judici
AGAINST	laparell lestat posar carn graella controlar sistema mitjà lindependentisme tornar guanyar obtenir majoria absolut parlament
AGAINST	plorar catala aixo
NONE	#thisistherealspain aixo desgraciar este boc samare
AGAINST	vergonyar voste sempre costar lindependentisme neutralitat plaure lalcaldessa barcelona jutjar fer feina
AGAINST	productor mediapro preparar documental jutjar europeu espanyol
AGAINST	fotogaleria gtgt jornada mobilització independentista contra marxar organitzar justapol lextrema dret reivindicar violencia policial l#oct
FAVOR	despres latzucac fotre rufian aprofitar coseta politics convencer discurs politics coldre dediqueuvos feina poblar encomanar aparteuvos prendre
AGAINST	dir fairy rojo
FAVOR	missatge preso demostrar diagonal tenir defensar democracia preso exili fer callar clamar llibertar diada construir republica tothom tothom
AGAINST	dema març celebrar dimecres cendrar pero saber representar diada catolics mirar video descobriuho #quaresma
FAVOR	zoiz nadie vaya perro azquerozo zoiz perroh come jaqueta portar jaqueta #xusmapol aquest nivell fcse despres estranyar plegar ignorant #thisistherealspain
NONE	amic dargentina coneixer fer voluntariat uganda marxar pais poder viure preu desorbitants inflacio aconseguir nacionalitat italià viure arquitecte pero buscar feina cosa botiga bar
FAVOR	ministrar defensar retreure puigdemont personar rebre ordre assumir responsabilitat
FAVOR	conseller politica dhabitatge politiques central administracio publicar pero massa lligar conjuntura economica financer mercat tendir conjuntural estructural
NONE	exigir lalliberament pres polìtics semblar condicio realista governar tancar preso perque donar ordre jutjes governar sanchez treurels mateix maner
AGAINST	sobretot voler reiterar privilegi significar confiança lateneu barcelones disposar senyor
AGAINST	esto kata anormales
FAVOR	esta llevar veure deixar conferenciar parlament europeu nominar trump prémer nobel adorar olorar fascismo mañana
FAVOR	diada nacional catalunya viure catalunya lliurar #joanirealadiagonal #catalunya
NONE	completament dacord moment #unitat #somrepublica femho possible
NONE	menys tuits accio directe lita claver maña reclamar davant teatre apolo diner deure dethika global productor graciar tambe
AGAINST	aixo any declaracio judici jordi pujol familia semblar totalment aturar
AGAINST	molt ritmar dinscripcions diada practicament tram ple tenir pressentiment sera espectacular animar serhi lultim republica #primeradiada #diada #femlarepublicacatalana
AGAINST	persona perillós nacionalista espanyol perjudicar lodi sels menjar arreu realment perillós doctubre apallissar gent gratuitament
FAVOR	veure judici desafiament gent politics català final desafiament aixo dobrir debatre pensar activista dandalusia madrid euskadi conèixer seguir deure flipar pero creure poder seguir
FAVOR	entrar institució intentar aturar democracia inventar delicte sedicio rebel·lio pero imatge desmentir compartir
FAVOR	fiscalia retirar lacusacio impressio pactar sotama torcebraç esta ser pero pactar rebaixar represssio intentar pactar referendum dautodeterminacio impossible ningu treballar desconnectar
AGAINST	felicitar democracia passar assasins deixatar reduits afecte performances impotencia buscar provocar
FAVOR	aviar començar judici democracia judici urna llibertar siguemne digne estiguemne lalçada jugar molt jugar caldre pero femho junt #joacuso #judicialademocracia #recuperemldoctubre #republica
AGAINST	nacio catalunya poblar poblar català ser república català president carles puigdemont llengua català partir cridar nacional ideologia lanarquisme puigde sindicar intersindicalcsc
AGAINST	tristjaja anda estas encantar vida passar ahir desquerres nacionalista sarria
FAVOR	perez cobos assegurar #judiciproces carregar policial part forçar seguretat lestat exquisit proporcionalitat
FAVOR	urna arribar escolar massa social darrere disposar defensar democracia #faqsforojuecestv
AGAINST	puigdemont declaracio simbolica processista heroi geni republica jugar mestre millo declaracio simbolica processista ratar feixista majordom inhumar crueltat insuportable
NONE	ullera realitat virtual pacient cancer
FAVOR	preguntar buch puigdemont junqueras mirar capacitar dempatia jutjar liders dir gaire
FAVOR	dissabte arribar autocar ple feixista importar tothom poder plaçar sant jaume #omplimsantjaumes #nopassaran
FAVOR	ballar urna continuar mateix fronterer portus urna gegant provinença catalunya nord destinacio garrigas #laforçadunpoble fronterer passar miler durnes possible referendum doctubre
FAVOR	#tajanipuppetoffascism defensar dignitat contra feixisme omplir invasor foragitar catalunya terra tornar esser republicasenyora llibertar destins#carlesrahola
FAVOR	sap dignitat manifestarse lextrema dret avalar fotret turull saber lendema entrar preso girarte desquena familiar pres cosa preuar bomerang retornar car casa plorar
FAVOR	imatge produir policia encaputxar intentar escorcollar partir politic ordre judicial avui #seguimprenentpartit
NONE	votar indi jxcat treure forçar efectiu declarar independencia plegar passar lobjectiu sempre manar votació servir mostrar creixement indi apretar politics
FAVOR	quin meravellar gent pais graciar osonenc gran viure #republicacatalana
AGAINST	exacte demanar tant nòmer politics fassin promes poblar
AGAINST	llest tenir heroi cosa asesors sentregaran entrar preso aixi passar traidors heroi
AGAINST	portavem any alertar suposar risc seguretat viatger denunciar comissio plenari governar nòmer lencerta rectificar
AGAINST	rivera prometre governar castella sera llengua vehicular col·legi publics concertar
AGAINST	massa ant potser aquest témer semblar telar sempre
FAVOR	artadi assumir interlocucio madrid ordre puigdemont
FAVOR	cosa tenir esquerre dallar critics punyent direccio pero permetras noriol preso donar primer explicació puigdemont
AGAINST	questio governar impulsar simulacre referendum tractar denganyar mateix temps justicia espanyol votant tenir unic objectiu retenir poder questio saber quin puto delicte correspondre actuacio idiota imoral
FAVOR	quedar clar segon fiscal ladvocada lestat conseller dinterior indepe mosso indepes tambe canvi governar espanyol ministre poder psoe aixo marcar ideologicament policia guardies civil delirar
AGAINST	esta guai situar catalunya alçar exacte guaido amic collonut
FAVOR	avui poder escoltar conseller voler fermesa emocio honorar privilegi servir pais comandament ordre conseller #judiciaalademocracia #makeamove
FAVOR	atencio #desnonament penal dema dimecres setembre carrer cadi #turo #noubarris ltmgt vilapicina angela familia demanar ajudar menor #stopdesnonaments
NONE	fotre maquisima segur ciutat bonic
AGAINST	editorial diumenge serios datencio contra governar contra partit
AGAINST	quin comparacio infantil anar reunirse fugir justicia anar lestranger pagar seguretat paio nòmer moures provincia únicament maxima autoritat admini regnar despanyar provincia
AGAINST	algu confirmar #coutinho jugador
FAVOR	acte institucional #diada nacional catalunya #igualada sota titol pres exiliat reconeixement families xavier davila conversar meritxell lluis teatre municipal lateneu #diada
FAVOR	permetre insultar mateix gent sant jaume consolidar lacampada #republicacatalana #diada manifestacio suportar policia espanyola sant jaume recordar
NONE	#totesmoutv certesa davant maquinar estatal repressor durissimes condició personal pres perdre lobjetiu mateix guiar repûblica alternatiu mirar endavant
FAVOR	xarxers graciar totses preocupació dahir paciencia estar marxar preocupar tancan xarxa tornar obrir aixi sera efectiu republica jo buscar sempre patir #femxarxa
FAVOR	quan començar judici pres politics català assistir derrotar gran lestat espanyol justar moment necessitar enfortir democracia defensarse feixisme alçar espanya jutjar posar urna donar poblar felicitat
AGAINST	passar fer turisme comparable damer presentar jerez andalusia
FAVOR	agrair cantautora americà joan baez preciós canço dret cedir peter gabriel lanc suportar independencia catalunya thank very much joan still beautiful brave woman
FAVOR	️pero questio reaccionar catalunya tribunal condemnar durament pres politics basantse veritat sino mentir granar mentir
NONE	despres descoltar saber esta injust preso creure estas democracia avançar compte sudafrica lapartheid entes
FAVOR	repugnar colauers riure burlar liders politics indepes sapiguen afrontar porra brutalitat repressio espanyol potser liders pusilanimes fastigós
AGAINST	deixar marxar minim sortir car lestado péixer podrir setmana nevera espanyol algun idea
AGAINST	començar #digibaix jornada dambit digital parlar #gamificacio
AGAINST	aquest jajaja nodo catala media regimen
AGAINST	preguntar pare riure graciar
FAVOR	avui enmig debatre dinvestidura tornar empresonar voler deixar politica activar igualar loct repressio poder aturar democracia preso aturar compromis convicció noble pacificar democratiques
AGAINST	esperar judici sentenciar pres granar respondre popular evident laparell lestat espanyol esta disposar aplicar dret penal lenemic executar castigar exemplar davant lestupor leuropa democratica
FAVOR	granar discurs basar historiar projectarnos futur fracturar copsar punyir patades feixista
FAVOR	estar completament segur dema plaçar sant jaume estara abarrotar dindependentistes poblar fallar estare vindras #omplimsantjaume #republicacatalana
AGAINST	afirmació moreno bonilla irresponsabilitatintenta confrontar ciutadà origen llengua proposar andalús catalunya legal diferenciar dret duns ciutadà dret daltres tot català
NONE	servir nevegador anonim crear comptar twiter preguntar quin pais sabra formar automaticai diu angle pais voler twitter espanya tindra lacces facil
FAVOR	indepes tenir contra governar indepe bancar majoria destats lobbys lesglesia policia militar majoria dhabitants premsar gairebe tothom creure fer autèntic revolució
FAVOR	presentar queixar urgentment lactitud racista agent seguretat prou connivencia feixisme impunitat
AGAINST	cosa cosa partit tragar ningu pero indepes mhan mentir any especial repelus
FAVOR	transicio estat normal dirigent colon metropoli tornar abandonar colonia esdevenir ser rivera levy arrimadas girauta anar elecció gobierno frankenstein sanchez procedir indy estat
FAVOR	mentider videos fairy gent parejant piolinesal rebre tenir videos piolines patejan votant pacifics pocavergonya #joacuso #freetothom
NONE	bretxa salarial escurçar gairebe ultims any segon ceoe
FAVOR	nachete fachete deixar drogar cert donali record trossar delinquent parent martin villa #nazisraus #independencia
AGAINST	aqui barça tambe varar xanxullet pero tant descarar
AGAINST	assassi genocida signar sentenciar morir grapat aquest idolatrar colp
NONE	fare moderar llibertar dexpressio aixo quin merda
AGAINST	davant judici shauria dhaver produit defensar conflicte politics necessitar solució politiques renunciar dialeg democracia aquest dissabte comú quedar granar rocafort
AGAINST	alimentar politica bloc quan millorar pitjorar waterlo llevarli personalment dret puigdemont
FAVOR	llastima sempre parlar lesquerra española posar mateix psoe unidos podemos sempre denunciar repressio
FAVOR	psoe tripartir dacord tapar escandols monarquia lendema poder judicial
FAVOR	recopilacio videos octubrar córrer dirnos mentider
NONE	comparar znation curt
AGAINST	shaurien dexigir coneixement minims votar aquest témer debatre entrar aula cancel·lar aula junt vosguard aula sofista alpha
AGAINST	voler tenir solidaritat riure insultar passar dret laltra catalunya restar despanyar viure
AGAINST	ironic procesista parlar farsa
FAVOR	directe buch donar explicacio canvi criteri donar febrer convocar comissio mixt seguretat catalunya voler pensar criteri policial politics
AGAINST	#barcelona capital #republica capital lautonomia agradar reptar guanyar independentista guanyar autonomista comprovar comú tenir lalcaldia poder
FAVOR	personalitat intel·lectual francès demanar lalliberament pres politics
AGAINST	donar like graciar magrada lhumor prendre ofensa atacar
FAVOR	europa temps esta tornar origens voler formar part daquesta vergonyar #tajanipuppetoffascism
AGAINST	dir palco bernabeu resultar madridista daltres equip tambe sigut investigar condemnat
FAVOR	#bondia #president assistir #parlament
NONE	lexconseller auditor bankia acusar deloitte negligencia controlar bancar
FAVOR	aquest entrevistar l@oscarandreu esta cert decidir ciutat provincià despanyar capital deixar almenys politica mà politics
FAVOR	malauradament judici‍ veure justicia preso politica preventiu indefensio instruccio demostrar obligacio posar manifestar vulneració #judicialademocracia
FAVOR	èxit total xerrar d@assocatenes olot judici sumaríssim pres polític presenciar d#unitat partit entitat #unitat #faketrial #judicifarsa #oct #joacuso #freetothom #judicialademocracia
FAVOR	loriol carme dolor raul quim jordi cuixart jordi sanchez josep jordi turull passar preso lluitar lliure voler casa #llibertatpresespolitiques #llibertatpresospolitics
AGAINST	pero veritat fake ata veritat preferir fer defensar impecable intentar deixar llibertar jutjar urna
AGAINST	finalment referent lindependentisme satreveix dirho
AGAINST	debo totil despres danar vida aspecte mico huma presumir tenir especial tenir aspecte dinfradotat supremacista debo surt aixo estas malalt molt
NONE	atribuir sospitós dentre any presumpte delicte destafa continuar agreujar falsedat documental usurpacio destat civil pertinença xarxa criminal fet delictiu #mossos #coches #estafas
FAVOR	governar espanyol feixistapot prohibirnos poema miquel marti
AGAINST	justicia imparcial riure cony #mes
AGAINST	sanchez tresar dreta competir defensar pitjorar unitat despanyar periodico catalunya
FAVOR	directe soci dòmnium racc caritas diocesà constar soci dòmnium delicte franquisme sorpren preguntar #judicirac
AGAINST	nòmer campanya contra artadi quimtorra puigdemont treballar pdecat donar aludida entendre
AGAINST	posicio davant crisi territorial clar llei dialeg dins sistema democratic poder dialogar posicio primer cami #elsmatinstv
FAVOR	vergonyos identificar personar manifestar formar pacificar pero identificar personar encarregar mediar dimissio aixi #vergonya #shameonmossos #tardorcalenta #buchdimissio #elpoderdelpoble #cdrenxarxa
FAVOR	impost pagar senyor comparar referendum violacio
FAVOR	rivera aparellar propaganda separatista mosso policia politica pres politics català colpista escamot violent pero feixista agredir periodista manifestació infiltrar
AGAINST	difondre video importar tornar veure
AGAINST	març dona lluitar igualtat centre treballar carrer
FAVOR	quiz desconèixer lautoria
AGAINST	formacio tambe laula estudiant #periodismepolitic visitar #parlament catalunya aprendre funcionar cambra #innovaciodocent #uviclife
AGAINST	espanya lestat empresonar artista segon indicar linforme situacio llibertar artistica elaborar organitzacio internacional independent defensar llibertar creacio #demapotssertu
FAVOR	semblar interessar votar elecció guanyar blocar laltre psoe pactar partit plurinacional investir sanchez aprovar dona referendum canvi ingovernable senyalar interessar car
AGAINST	parlament catalunya acabar censurar governar voler simular davant lopinio publicar presentar pressupost cambra realitat aprovat consellar executiu enviar parlament
AGAINST	llastima saltar llei argumentari politic servir algu dhaver assessorar quin plaçar torejar
FAVOR	regalarli relatar lestat espanyol deslegitimar referendum guanyar imbecil #farsants
NONE	opacitat faltar detica solidaritat escandalós lera pasqual escandalós lanterior demostrar deixadesa politica negligencia patronat duna fundació subvencionar pais #dimissionsja
FAVOR	borrell independentista deure content candidatura europeu
NONE	plantilla gallina blanc vague indefinit
FAVOR	democracia pres politics democracia impedir dissident empresonar defensar idear tant espanya democracia ple gent pacificar empresonar voler possible independencia catalunya
AGAINST	petarse lestatut constitucio delicte sense debatre parlament aprovar llei desconexio transitorietat fundacio republica repetir minut treure gravetat famos tren
FAVOR	bombar madeleine albright anticipar independencia catalunya #xcatalunya
AGAINST	sapropa tirar merda canviar simposen setmana silenci còmplice despres fer campanya internacional arribar primavera sera català sera #vinegre #vinonegro
NONE	economia deliberar deixar patrol vigilancia igualar armar mateix obrir cotxe igualar aixi arribar meollo sortir #joacuso #aquestajusticiaesunafarsa
NONE	fer poder lluitar justar vida
NONE	burro shan assabentar #españaglobal #thisistherealspain consequencia imatge patetica donar espanya riota deuropa sonar pandereta
FAVOR	conseller prendre politic ostatge lestat espanyol preso lledoner nit esta tancar judici dhaver obeit mandat poblar catalunya sortir urna #llibertatrull #llibertatpresospolitics
AGAINST	avui any néixer emili mirar fondre membrar fundador casteller terrassa president alla ser feliç aniversari tot aleta tambe
AGAINST	tertulia davui meravellar #catorceava #allin
FAVOR	intolerant disfressar monarquics nòmer creure legal votar agradar anomenar populisme escoltar poblar poblar nòmer interessar adoctrinarlo lestetica classe selecte letica integrista secta #llibertat
AGAINST	junqueras mossen llach bleda asolejada coincidir
AGAINST	llibre aprenguinun aviar enviar missatgei presenciar exigir republica #omplimsantjaume #libreslliures
AGAINST	trobar judici agradar veritat car
AGAINST	estar esperar poder parlar car innocent merèixer preso pero traidors poblar catala
AGAINST	bueno respondra fiscal nòmer defensar esperar fassi catala
NONE	vinya ametller pineda espadat vall vingrau sacaba catalunya tocar occitania rossello catalunya nord paisos català fotre dubedat philippe vuala
AGAINST	ahir començar granar esdeveniment juridic politic pero tambe enorme drama familiar duna familia nostre judici fracas politica politics
FAVOR	#omplimsantjaumes #atencio celebracio sang #oct #octalcarrer #oct #octnooblidem sant jaume #barcelona
FAVOR	veure governar democratic independentista aplicar justicia propia dictadura fi cos policial dependre governar esta pagar gent innocent preso lactuacio justicia espanyol merèixer nuremberg
FAVOR	guaitar xavier domenech crisi vindra pressupost elecció pressionar governar real psoeciudadanos tractar reconstruir regir pero dassegurar gestio neoliberal possible crisi
FAVOR	#organitzemrepublica setembre acte politic passejar bornar #lanostrasentencia #independencia #tossudadamentalçats #sensepor #dempeus #somplimladiagonal #femlarepublicacatalana #republicaésllibertat
NONE	concretar sindicat precisar tresar magatzem tancament plantejar localitzar manisa valencia oviedo asturies sant antoni villamajor #catalunya #dia
FAVOR	preocupar molt despres any proces gent preso exiliat despres referendums servir elecció respectar resultat governar autonomic gent innocent encarar
AGAINST	llastima valua servei dependre costar economic sempre majormenor preuar implicar majormenor efectivitat
AGAINST	veure lallau suportar veure caure retuits magrada mateix disposar venir
AGAINST	#economia interessar larticle guillar lopez casasnovas garicano lacademic passar politica
FAVOR	venir pinya catalunya republica llibertar democracia venir voler marxar viureho jo nòmer aconseguir lluitar esdevenir victoria
FAVOR	#ultimahora primer sentenciar tribunal suprem avalar legitimitat rajoy dissoldre parlament complir funció puigdemont tocar pagar despesa haviem intentar
FAVOR	protestar contra manar dextrema dret barcelona diumenge prou impunitat ucfr convocar acció contra feixisme #nosaltressommes prou agressió neonazi convivencia diversitat difondre plaure detall
NONE	fairy karatekas punt votacio viure porro millo
FAVOR	agafar cabell estirar moltissima tirar terra testimoni maria isabel esfereidor ell tambe patir repressio policial doctubre voler votar #elmeuo
AGAINST	metjar aixo evident veritat victima arribar cap dia seguents continuitat curar lesionsara semblar increible nivell manipulacio informativai gent creure haverhi ferit
AGAINST	quedar jutjar veritat jutjar vitoria condemnar governar espanyol rebentar acte danna gabriel
FAVOR	judici continuacio discurs resumir ellos laparell judicial policial entendre cantar ellos grup policia nacional desplaçar despres venir defensor jutjar
FAVOR	espanya pais trencar truita cagarse verge tenvien davant fiscal pero apologia feixisme desitjar morir català passar
AGAINST	votar
FAVOR	sense iaia revolucio #elmeu
FAVOR	mirar mandrota politics pres gentola cridar desmobilitzacio atacar interesos classe pero gaudir veure pres politics català treure rauxa plantar car jutjar espamongols #schrödinger #judicifarsa
FAVOR	observador denunciar marchena restringir interrogatori testimoni #juicioprocesar #procesoprocesarv #juicioprocesesp #juicioproces #judicifarsa #joacuso #thisistherealspain #judicitvcatradio #enjakeetb
AGAINST	molt graciar conversar suportar lalliberament pres politics solucio pacificar dialogar catalunya oblidar suportar parar president mexic acollir donar suportar miler dexiliats català
FAVOR	obrir #santvicençdelshorts acte alcalde alcaldessa d@esquerraerc refermar compromis proper alcalde #barcelona caldre #republica tractar guanyar elecció sino governar pais
AGAINST	veure incitacio lodi fer algo
FAVOR	lesclat democratic gairebe quedar l#octalcarrer️ apres poblar #tardorcalenta #cdrenxarxa #republicacatalanaja #punyetes
NONE	familia propietaria divers negoci cada manifestacio vague afecte calaix voler saber opinar favor daturar pais indefinidament declarar exercir independencia duna vegada
FAVOR	rufian advertir sanchez aplicar perdra catalunya buscar perdre
AGAINST	voler dir president governar español tirar dret convocar elecció implementar partir pressupuestaries extraordinaries portar practicar mesurar propossaven pressupost dret tombar
FAVOR	demanar aprovar pressupost miseria unicament tensar patacada podemos trobar elecció error habitual politica poltrona
