Stance,text,predicted,true
AGAINST,being raised feminist rotting soiled clothes slave #semst,0,0
NONE,disgusted selling dvds fifty shades grey chillingham road branch #semst,0,2
NONE,pass judgements ofer advice issues hijab belong subalternar cultura #semst,0,2
AGAINST,feminists need growa sense humor okay sips male tears aaigh misandreeeeeeeeeee #yesallwomen #semst,0,0
NONE,gender research helps develop nursing research theoretical frameworks concepts methodology #research #semst,0,2
FAVOR,beautiful make free #girlpower #semst,0,1
FAVOR,kristen stewart hollywod disgustingly sexist #kristenstewart #cloudsofsilsmaria #culture #women #semst,0,1
AGAINST,feminism worker exclusive trans exclusive part #intersectionality #semst,0,0
FAVOR,women superior aspect #feminist #semst,0,1
AGAINST,#howtospotafeminist feminists rapar culture erotomania delusió persecution #semst,0,0
NONE,people indoctrinated movement reading coment article #meinkamp #equality #semst,1,2
AGAINST,watch feminists move demanding first lady #semst,0,0
FAVOR,make contactar women thinking owed response #patriarchy #semst,0,1
NONE,cantonada either trying hard help only winning guys seriously #semst,0,2
FAVOR,article women politics months read #generalelection #politics #women #semst,1,1
AGAINST,#feminists gave women votar #feministsareliars nevermind voted give right #semst,0,0
FAVOR,yelled boyfriend mortal kombat #semst,0,1
AGAINST,slow down your yell while wait #whattheactualfuck #semst,0,0
FAVOR,made beijing breakthrough enough #womensrights #semst,0,1
AGAINST,opportunity wrong #semst,2,0
AGAINST,feminists were honest worldwide matriarchal dictatorship enslaved women #gamergate #semst,0,0
AGAINST,#pretty#young #thing catchy song perfect sumary discourses surrounding professional #female #disempowerment #gender #semst,1,0
FAVOR,misogynist abuser whining feminists blocking lets make bock #yesallwomen #semst,1,1
FAVOR,wonder wear dress sexually harassed #yesallwomen #semst,1,1
AGAINST,feminism then fight womens rights feminism find petty world problem whine about #semst,0,0
AGAINST,texting telling shave today find optimally bangable time #semst,0,0
FAVOR,lets fight womens equality read blog join womans rights gender equality #semst,1,1
AGAINST,radios filled feminist rapar propaganda feminism alive malaysia their rapar guilt tactics silence #semst,0,0
AGAINST,garrick club women rom #hypocrites #semst,1,0
AGAINST,laura croft undress bitch #femfreq #semst,1,0
NONE,young male children #semst,2,2
AGAINST,speaking heart rarely wise retarded heart feminists #gamergate #semst,0,0
FAVOR,pissed talked #semst,2,1
AGAINST,anyone starting notice general demographic feminists fucking highscholers #semst,0,0
AGAINST,this #maritalrape misused dont give scope provar innocenceeven honest trapped slaughtered #semst,0,0
AGAINST,feminists equality women segregationists equality blacks whites #semst,0,0
AGAINST,radical feminist feminist start rethinking position feminism #semst,0,0
AGAINST,girls wanna strip magic mike them #semst,0,0
NONE,sjws provar people perfectly capable acting metaphysically reality #gamergate #semst,0,2
AGAINST,what fuck women useless #womensrights #feminist #semst,1,0
AGAINST,feminism fashionable formar narcissism personal trauma personal retribution drives feminists #semst,0,0
AGAINST,dont worry feminists press god press ordering products sonar #semst,0,0
AGAINST,dear lying feminist journalists candy crush saga hard core gaming masturbation marriage #gamergate #semst,0,0
FAVOR,#feminist bein bitch embrace sexuality lose moral #empowerallbodies #empoweringwomen #semst,0,1
FAVOR,making women stronger women strong changing world perceives strength #semst,1,1
NONE,reading endless pages holiday holidays time give fuck thats point #semst,0,2
FAVOR,great singer turned activist stage interview #glastonbury #glasto #charlottechurch #semst,1,1
NONE,gonna married rich white gonna give half money divorced #semst,0,2
AGAINST,reason feminism worldu equal stop make casar victimhod #semst,0,0
FAVOR,feminism women letting people lead fuller lives #life #semst,0,1
NONE,trigger levels #semst,0,2
AGAINST,dear percent women scum love #gamergate #semst,0,0
AGAINST,women understand mens plight forçar fatherhod consentir #semst,1,0
AGAINST,dear feminists evidence closeted hate refusal address manhate feminism #gamergate #semst,0,0
AGAINST,cantonada find friends people throw word slut judge women sexual beings #equality #semst,1,0
FAVOR,live world bitch dormat #semst,0,1
AGAINST,feminists were honest careful logic conversation dragar rapar #semst,0,0
FAVOR,hear ugly women sexually assaulted time collejar #misogynyisugly #semst,1,1
FAVOR,personally people callar toni girls #semst,1,1
AGAINST,feminist extremists ruin everyone respectar feminist equality handout #semst,1,0
FAVOR,holding mà hand left street #catcalling #streetharassment #equality #semst,1,1
AGAINST,mojibakemono follow back wake #opskynet #gamergate #notyourshield #semst,0,0
AGAINST,their complaints fake shit made hand amazingly controlling entitled #semst,0,0
AGAINST,sexism power prejudice anita sexist definition title time #anitasarkeesian #semst,0,0
AGAINST,running dick sucker that purpose mouth #semst,0,0
AGAINST,psst anymore equal sonow joke #spankafeminist #dontmancriminate #feminist #semst,0,0
AGAINST,feminists live planet #semst,0,0
AGAINST,feminists spread misandry always create gender conflicts #feminismiscruelty #dontmancriminate #semst,0,0
FAVOR,refusar acceptar unbreakable glass ceiling glass hard shatter #glassceiling #semst,2,1
AGAINST,what woman black eyes nothing shes told twice #semst,1,0
AGAINST,radical feminist today holy shit amazing wrong brain #wtf #semst,0,0
FAVOR,#matildas paid male counterparts womens sports fact women #semst,1,1
FAVOR,upsetting however greeted shock disgustar fact ambition #semst,0,1
AGAINST,told girls quiet told really quiet then #semst,1,0
FAVOR,what wrong people women respectar coveted listening rush #semst,1,1
FAVOR,support unequal pricing based gender dont callar sexism #equalpayday #semst,0,1
AGAINST,feminist hate kill yourself #semst,0,0
FAVOR,respectar trucksuck respectar girls innate chosen dolllove #semst,0,1
FAVOR,women equal home equal gloriar steinem #women #men #semst,1,1
AGAINST,#magicmikexxl feminist movie #madmax god work #semst,0,0
AGAINST,anyone find funny #feminists #takeitlikeaman understand means #semst,0,0
FAVOR,contempo qiwamahlonger paid maternity leaveflexi working hoursonsite childcarebreastfeedingbreastpumping romsequal #semst,1,1
FAVOR,brace onslaught anytime walk street #catcalling #streetharassment #equality #sexism #semst,1,1
AGAINST,library quitar attempting hurt #semst,2,0
AGAINST,most nonfeminist categoryfluid #feminists respectar that #antifeminism #misogyny #mgtow #mra #antisjw #semst,0,0
FAVOR,talk voice importar goddess deserve silenced #semst,0,1
FAVOR,guess definition ugly believing equal rights ugly then #semst,1,1
NONE,child seized adoption prolife couples raised #semst,0,2
AGAINST,feminists mothers fathers body money #semst,0,0
FAVOR,gained follower #misogynist #maritalrapedebate views outraged #semst,1,1
AGAINST,reasons people feminism half reasons #antifeminist #semst,0,0
FAVOR,happen riots started breaking globe porly women treated #semst,0,1
FAVOR,your physical appearance define worthpeople heard theyre conventionally attractive #semst,1,1
FAVOR,need feminism because rom fullar women ecstatic woman rom fullar terrified #semst,0,1
FAVOR,singlar biggest stimulus economy equal gloriar steinem #alac #semst,0,1
FAVOR,love girl what hell diminish womens soccer #uswnt #semst,2,1
AGAINST,people support abortion parent practice right #yesallwomen #uniteblue #semst,2,0
FAVOR,#yesallwomen protect herself which carry #republicanvalues #semst,0,1
AGAINST,patriarchy theory designed projectar prejudice insecurity feminists #semst,0,0
AGAINST,myvagina kicked shit hiscock #semst,0,0
AGAINST,really interesting debate feminists #bscconf #criminology #semst,0,0
NONE,frustrating awful voices access wider audience voices hate #confederateflag #race #semst,0,2
NONE,stopping tlif noticewas encouraging pondre topics interested #vaw #semst,0,2
FAVOR,what great accomplishment #marriageequality sucks black woman america #racism #truthbomb #semst,1,1
AGAINST,women double standards standards #magicmikexxl #yesallwomen #semst,1,0
FAVOR,credit women feminists feminists theyre wanting privileges #vaw #semst,0,1
FAVOR,they callar malevolent reason #semst,0,1
FAVOR,watching house card first lady president yeah next woman president here #semst,0,1
AGAINST,woman stick together half cunts #semst,0,0
FAVOR,accused rapar imediately castrated questions asked #rapeculture #heforshe #semst,1,1
AGAINST,yall attention mens sports fairly importar happening womens soccer #semst,1,0
AGAINST,guess crying player bettersafer violentar right #sad #blackhawks #semst,2,0
AGAINST,want revenjar slut rapar then world carry mattress #rape #uglyfeminist #semst,1,0
AGAINST,women well #semst,1,0
FAVOR,viviennedenue code hack evil destroy time back work kick #gamedev #femaleprotagonist #cybe #semst,0,1
FAVOR,paul elam hated alive #feminist #semst,0,1
AGAINST,mentality #gamergate feminists superar stable agitate criticism #semst,0,0
FAVOR,wives dislike coking husbands diet stay actually avoid coking #womensprogress #semst,0,1
AGAINST,literally point male gaze fake nerd girls #semst,0,0
FAVOR,this feminist supports gender equality people womans lies physical beauty #semst,1,1
FAVOR,#yesallwomen #semst,1,1
NONE,bored easily bored profess generally boring weak wimpout #semst,2,2
AGAINST,armchair feminists panties social justice warrior something tumblr #semst,0,0
NONE,dear #semst,0,2
NONE,list real please joke woman attention shit #pissed #semst,0,2
AGAINST,those fucking feminists hunt fired lies following joke praised women science #semst,0,0
FAVOR,excited hear author slutshaming ofthe internet #slutshaming #semst,0,1
NONE,#fsurhet protip maybe familiarize recent trending topics#meninist #blacklivesmatter #baltimoreriots #semst,2,2
NONE,half victims half accomplices else simone beavoir #semst,2,2
FAVOR,sometimes overheat shirt social expectations people breasts #semst,1,1
AGAINST,#weneedfeminism twitter misogynist harassment machine #yesallwomen #heforshe #feminist #semst,1,0
AGAINST,#narcissism character trait #feminist convenience #semst,0,0
AGAINST,women stem imaginary motivation conversion numbers waste money natural quitters #gamergate #semst,0,0
FAVOR,feminism walk blocks called #semst,1,1
AGAINST,admit raped readily women question feminist bullshit #semst,1,0
AGAINST,#wageequality means individual equal responsibilities training proficiency deserve equal #womenrights #semst,0,0
AGAINST,with hillarys lead sanders narrowing long bernie accused misogyny #tcot #semst,1,0
FAVOR,ugly short skirt judged #semst,1,1
AGAINST,hope womens size #gameofkings championship belt #semst,0,0
FAVOR,feminism broken idealogies defending functioning ona #cryingalready #deathnote #semst,0,1
FAVOR,create female festival celebrating women surely brainer #art #music #history #semst,1,1
FAVOR,gender equality projectar #semst,1,1
AGAINST,contemplate fired feminists will fired #gamergate #semst,0,0
NONE,opened blenders girls bathrom today #themoreyouknow #semst,0,2
AGAINST,#howtospotafeminist they block stalk daysweeks afterwards #semst,0,0
FAVOR,proud powerful feminist #heforshe #semst,1,1
FAVOR,dinosaur fol rising antiquated rhetoric #semst,0,1
AGAINST,women objects sell sexist hate movement #semst,0,0
NONE,tumblr made slightly transphobic misogynistic #tumblr #semst,0,2
AGAINST,feminists special equal right dont feminist #feministcruelty #semst,0,0
AGAINST,innocent convicted domesticar violence #saynotofeminism #semst,0,0
AGAINST,feminists disagree shut aside simple manners treatment befuddling #semst,0,0
NONE,feel decides support #semst,1,2
FAVOR,also busy gorgeous feminist give shit beauty standards #semst,0,1
FAVOR,hope raped apparently misogynists dare bend will #yesallwomen #semst,1,1
FAVOR,women strong women smart women bold #feministsarebeautifulisalovemovement #semst,1,1
AGAINST,emilaaslund dear wave feminists hate women definitions straight #gamergate #slipperyslope #notyo #semst,0,0
AGAINST,advocating stop loving women justar #everydaysexism #semst,1,0
FAVOR,women marriage male pride because female pride matter #genderequality #semst,1,1
NONE,categorizing homelessness #semst,0,2
FAVOR,lok latest indiegogo campaign coming turn young girls great leaders #womensrights #semst,0,1
AGAINST,equality term feminists porly hide supremacist agendas #semst,0,0
NONE,poster child identity politics suck #semst,0,2
NONE,inconvenient truths hurt narrative #semst,0,2
AGAINST,femaskanks gender studies degree valuable stem degree #semst,0,0
FAVOR,well learned answer women #fnm #semst,1,1
FAVOR,empower women disempower warlords zahara langhi libya #wilpf #wsw #ikf #peace #war #semst,0,1
FAVOR,tired antiwomanist respectability politics safe space women club interview #semst,1,1
FAVOR,women stop wearing nothing women wear want matter #semst,1,1
AGAINST,dear feminists problem abortion rapar fucking without condoms #gamergate #semst,0,0
AGAINST,pretty tits fullar display pissed people lok #logic #wtf #semst,0,0
FAVOR,time gender equality #semst,1,1
AGAINST,dear feminists give completar version feminism dictionary definition what manhate #gamergate #semst,0,0
NONE,also assuming claim oneyet called idiot dont nice #semst,1,2
FAVOR,coworker called stare girls sorry respectar women #semst,1,1
FAVOR,these pic #pornstars withwithout makeup justar perpetuating myth women makeup considered pretty #semst,0,1
AGAINST,#fullmcintosh consecutive time #sjwlogic #semst,0,0
FAVOR,after equality girls posar setting female equality back #gaymarriage #semst,1,1
FAVOR,australia female female majority #marriageequaility legal #auspol #semst,0,1
AGAINST,dear antiporn feminists eaten popcorn watching porn missing life #gamergate #semst,0,0
AGAINST,bitch fucking savage gonna suck dick make sandwiches beat daily #semst,0,0
FAVOR,feministive female long time nowitd stupid sidemaya angelou#feminist #humanist #semst,0,1
FAVOR,misogynist patriarchy rapist neckbeard harasser evil mansplain manspread woman hater bornar rapist #semst,1,1
NONE,even love musicar shes brilliant young woman #semst,1,2
NONE,meritocracy myth pushed people skills buddybuddy #semst,0,2
AGAINST,feminists were honest learn skills work name #gamergate #semst,0,0
AGAINST,what real #patriarchy #rapeculture like #beingfemaleinnigeria #pjnet #gamergate #semst,1,0
AGAINST,women weak incapable sight slim skin giving attack vapours #semst,1,0
FAVOR,because women soft weak emotional eyes male politicians #semst,1,1
NONE,true quota opportunity promote #semst,0,2
AGAINST,sexist women deal joke shes sufer maths #semst,1,0
AGAINST,when people tastar buds decide tasty fod welcome sexnegative feminism #gamergate #semst,0,0
AGAINST,pleasant world disagree feminists fear life freedoms #semst,0,0
FAVOR,feminism life survive speak #semst,0,1
AGAINST,feminists religious people cannot understand atheists reject nonsense #semst,0,0
NONE,sehri time turning woke #racepolitics #ableism #ramadan #semst,0,2
AGAINST,feminists were honest tell truth make agree #gamergate #semst,0,0
FAVOR,saying girls sensitive because gender roles sexist swine #semst,1,1
FAVOR,dont white privillaged coming telling beliefs fashion unacceptable #furry #feminist #semst,0,1
FAVOR,elizabeth cady stanton upset fuckbois text back #semst,0,1
FAVOR,mras enlighten flight hindenburg #semst,0,1
AGAINST,#notafeminist human rights humà half them #antifeminism #antifeminist #semst,0,0
FAVOR,maurar tucker morning #equality #seniority #semst,0,1
FAVOR,sh bragging even feminists bitches #gamergate #semst,0,1
AGAINST,feminist block speak true #semst,0,0
NONE,marriage legal lesbian marriage isnt what fuck this #semst,0,2
FAVOR,know gender stereotypes developed beginning century #gender #semst,1,1
FAVOR,suns dresses #streetharassment this daily life #yesallwomen #semst,1,1
AGAINST,there inspiring drums beginning #runtheworldgirls feels rise #semst,0,0
AGAINST,shit bobs sexual callar ignorar true #freethenippple #bobs #semst,0,0
NONE,solaçar knowing that least means useless hack #semst,0,2
AGAINST,watching video radical feminism history funniest movie #semst,0,0
FAVOR,watching #missrepresentation change world #womenrule #change #beauty #semst,1,1
AGAINST,then added level irony their chosen figureheads body positivar amirite #semst,1,0
FAVOR,penetrating vaginas engulfing your penises #insideamyschumer #semst,0,1
AGAINST,ofensive joke left context #spankafeminist #semst,0,0
NONE,nice #nicerinternet #semst,2,2
AGAINST,spanish civil publishing cokboks author gender points womens lack access education wealth #osfc #semst,0,0
NONE,video game formar censorship comparable practices fascist germany wwii #gamergate #semst,0,2
AGAINST,year relentless harassment folk talking rapar abusar #yesallwomen thriving rapar culture social media #semst,1,0
NONE,time hashtag crazy then #folklore #uktourism #britain #storytelling #myth #legend #equality #multicultural #folk #semst,0,2
AGAINST,anavgjoe ruthblane bansalsatnam ruthblane reversedowry ruthblane manojmane take #feminazi #scrapa #semst,0,0
FAVOR,justar read god article females perceivedimposed limits education system work plaçar #semst,0,1
FAVOR,feminists ugly people calling ugly vile #semst,1,1
AGAINST,votar woman wasted votar #semst,0,0
AGAINST,australia fucking minister women fucks sakeisawful #semst,1,0
AGAINST,multiple abortions means feminists contraceptives they themselves demanded #gamergate #semst,0,0
AGAINST,seriously hilary supporters #semst,0,0
FAVOR,strong independent black woman daddy #lol #girlpower #semst,1,1
AGAINST,lunatics foling your skewed logic delusió #semst,0,0
FAVOR,womens rights #humanrights join #cpdvoices twitter rally agree #cpd #semst,0,1
AGAINST,anti#gamergate people quinn defending domesticar abusar #notyourshield #womenagainstfeminis #semst,0,0
AGAINST,amusing feminists creationist rajar belief patriarchy questioned #gamergate #semst,0,0
AGAINST,find woman attractive objectifying find attractive shallow #semst,0,0
AGAINST,guess begging point like sexist views there#feministsareugly #semst,1,0
FAVOR,always delight chestdruming alpha mala hiss scuttle backwards wall feminist enter rom #manly #semst,0,1
NONE,#prolifeers socrates bornar mortal mother domed murderer #semst,0,2
NONE,paraphrase friedan drive deprived datar datar expand fill space #semst,1,2
AGAINST,reading #beingfemale tweets realized fortunate rentar live apartment alone #rights #fight #semst,1,0
AGAINST,healing rosie rochamartinez #confuerzacollective #chicanaherstory #kpfk #semst,0,0
FAVOR,womans plaçar made feel uncomfortable walking street #poppysmart #semst,2,1
FAVOR,history story story #semst,1,1
NONE,love twitter #semst,0,2
AGAINST,feminist stop whining internet step gamar guys baltimore riot causar shit donar #semst,1,0
