LABEL	preprocessing_B
FAVOR	estos días más que nunca he acudido a las reuniones de los cdr y francamente me ha sorprendido que ninguno hablaba de políticos y solo de cómo obtener la independencia quizás a alguna gente de por aquí le haría falta hacer un paseíto y acercarse a ver a los suyos #asisi
FAVOR	oye eres demasiado mal educado déjala en paz ya encima eres hombre y te estás metiendo con una mujer aunque viendo a los políticos que sigues no me extraña nada
FAVOR	se lo envio a la arrimadas veremos si adi deja de montar pollos jeje
NONE	 guaidó sobre el reto de maduro convocar elecciones ni una reina de carnaval ganarían
AGAINST	de verdad españa es franquista y antidemocrática de verdad cataluña es torra puigdemont y pujol que no nos mareen #quenoensenfrontin lluitant junts arrivarem mes lluny #felizdomingo solidaritat y unitat #novolemmurs
AGAINST	unos retrasados separatistas frenan bruscamente delante de un camión para hacerle frenar para intentar así cortar la circulación de la a y causan un accidente ya que al camionero no le da tiempo a frenar y lo embiste por detrás  delito contra la seguridad del trafico 
NONE	 pq eu não beijei aquela boca quando tive oportunidade
FAVOR	opinión las mentiras de pablo casado sobre cuba el paro los independentistas la inmigración y los presupuestos por ignacio escolar vía
NONE	la española relata cómo lucha contra la desafección política de los irlandeses y recomienda a españa tomar nota de las virtudes de consultar al pueblo asiduamente
NONE	recibir esta fotografía me contagió la misma sonrisa #libertad #venezuela #venezuelaaidlive
AGAINST	inesarrimadas harta de sufragar los insultos a constitucionalistas en tv
FAVOR	socialista no oportunista en el momento que ya no está en la pomada deja de militar soraya rodríguez se da de baja en el psoe por la discrepancia profunda con la dirección por el independentismo catalán
NONE	guaidó carga contra maduro por el trato despectivo contra los eurodiputados
FAVOR	los ciudadanos de catalunya no son ovejas el movimiento independentista va de abajo hacia arriba gràcies #judicialademocràcia #judicifarsa
AGAINST	así fueron las duras críticas de puigdemont y torra a las instituciones europeas
FAVOR	luchemos por un referéndum sobre la monarquía que abra procesos constituyentes para decidirlo todo #reclamamosrepública
FAVOR	se reanuda la declaración de joaquim forn forn sigue defendiéndose de las preguntas de la fiscalía del supremo puedes seguir el #juicioprocés en directo a través de este enlace
FAVOR	yo también familia andaluza mi mujer de madrid pues nada gracias a personajes como este yo también me hice independentista porque tocaron a mi gente el día de octubre y a estos desalmados les pareció bien ese día cambió muchas cosas
AGAINST	la corrupción está denunciada y se encargan tribunales sea del partido que sea con un lazo luchas por delincuentes políticos presos golpistas y mentirosos y cobardes delante de un juez venga a luchar por la sanidad de cat y no defender al fugado y su cuento apa adeu
FAVOR	estamos a un paso que casado se autoproclame presidente de españa se empieza inventándose el master y se acaba con la democracia
AGAINST	 el secesionismo redobla su acoso al despuntar la tesis de la violencia la letrada del juzgado de barcelona que investiga los preparativos del referéndum es la última víctima de la virulencia de la violencia virtual del sector radical del secesionismo
FAVOR	millones de euros de coste m y libros en su interior cifras redondas para la nueva biblioteca oodi un regalo de finlandia para finlandia en el aniversario de su independencia y en su interior otro emblema finlandés la silla burbuja de eero aarnio
AGAINST	me produce pavor escucharle y comprobar que un ser tan ramplón tan simple se ratifique en su conducta envolviéndola en verborrea demagógica propia de iluminado con una misión cósmica paz amor democracia sonrisas es decir un orate allá del bien y del mal
FAVOR	 la creatividad de régimen del nueva gama de armamento cdr anti antidisturbios #judicidelavergonya
FAVOR	la gente corriente no entiende de política porque a los políticos no les interesa cuántos estados tienen un sistema con muchos referéndums
AGAINST	 si no es mucho pedirpide a la ministra de defensa que no utilice la armada con fines políticos un mundo mejor
AGAINST	 los simpatizantes de vox hemos propuesto una cadena con el hastack #siguemeytesigovox #porespaña #laespañaviva
AGAINST	la constitución de la república catalana contemplaba prohibir los partidos no independentistas
AGAINST	en cataluña el criminal es blanqueado haciéndolo aparecer como honrado patriota ha llegado el momento de decir basta no puedo imaginarme que en francia un asesino convoque un paro con el apoyo de una parte de sus políticos
AGAINST	cierto a puigdemont lo trasladaron a bélgica doscientos ángeles bajo palio
NONE	 #breaking venezuelan leader nicolas maduro has rejected a european union ultimatum to call fresh elections
AGAINST	en una democracia decente una persona con antecedentes de sangre es incapacitada a cargo publico de por vida en algunas por mucho menos
FAVOR	el ex número dos de interior acusa a forn y a los #mossos de mostrarse reacios a cumplir el mandato judicial de impedir el o
AGAINST	sus padres vinieron a trabajar los hijos a delinquir esta es la realidad expulsión para extranjeros delincuentes y pérdida de nacionalidad #eleccionesvotoderechas  el arsenal asesino de las bandas latinas catanas bolomachetes y pistolas
AGAINST	las represalias que temía la secretaria judicial del s acaban cumpliéndose una jauría independentista la señala y la lincha en las redes
FAVOR	sí pero a uk no le declaran la guerra para recuperar gibraltar ni tampoco tienen agallas para declararsela a eeuu esos que nos arrebataron guam flipinas puerto rico cuba solo tienen cojones con los separatistas que van desarmados y sin ejército son cobardes mucho
FAVOR	arrimadas y el numerito de waterlo por josé antich
FAVOR	los progresistas defendemos sociedades incluyentes frente a las propuestas excluyentes de los de la foto de colón qué defiende rivera con un cordón sanitario al que lleva años sirviendo a #españa el #a no habrá cordón que pare a la mayoría social de este país
FAVOR	 #o venceréis pero no convencéis suena no by batllori
FAVOR	cuando la unilateralidad viene por parte del gobierno español hacia cataluña se considera legalidad pero cuando viene por parte de cataluña no el problema viene cuando esta falta de consenso se lleva a los tribunales como el #judiciprocés y nadie sabe arrebatar tal obviedad
NONE	brota pelo chpd essa semana ️
AGAINST	 #graciasinés por tu valentía por tu determinación y por ser la voz del constitucionalismo en cataluña  caminaremos juntos para construir un mejor futuro para españa
FAVOR	gracias segovia por la buena labor el de febrero junt@s se nos oye mejor seguimos por unas #pensionesdignas #gobiernequiengobierne
AGAINST	#colau discrimina el castellano es necesario un ayuntamiento bilingüe y plural #yoconbou #boubcn
FAVOR	este mal trato intolerable contra los presos políticos les acabará saliendo muy caro este clima de injusticia inquisitorial ya es completamente irrespirable #makeamove #thisistherealspain #inquisitiontocat
NONE	sigamos la iniciativa de y vamos todos los fans de conan a twittear con el #bluesapphireenlagranpantalla para poder ver a nuestro ladron fantasma favorito en cines españoles demostremosle a cuando le agradecemos por la y cuánto queremos la
NONE	mensaje al pte de españa más de mil venezolanos desplazados esperan residencia temporal y permiso laboral eso será por poco tiempo porque la narcotiranía esta por caer y todos vamos a regresar para coperar junto al pte a reconstruir nuestro país
FAVOR	veremos esa mitad cuanta es exactamente cuando se haga el referéndum pactado
AGAINST	eso es el nacionalismo lo podrán disfrazar como quieran pero a ruines no les gana nadie
AGAINST	clara campoamor nunca fue militante #socialista ni #comunista sí lo fueron victoria kent y margarita nelken que votaron en en contra de que las mujeres tuvieran derecho al voto largo caballero ministro del #psoe también votó en contra #hipocresíasocialista
FAVOR	crits dindependència i de llibertat presos polítics acompanyats duna pancarta gegant a lespai d@animaciofcb
AGAINST	como me gusta ver a toda la izquierda subiéndose x las paredes porque casado rivera y abascal convoquen juntos para defender la constitución y nuestra seguid rebuznando perdedores q cada vez os queda menos para seguir viviendo x la cara tic tac tic tac #sanchezdimisión
AGAINST	la misión de t e lawrence es la de fomentar el sentimiento nacionalista e independentista entre los pueblos árabes en contra de los turcos para generar una rebelión arabe que beneficiase a los intereses ingleses contra los alemanes
FAVOR	queridxs madrileñxs demócratas para seguir en directo las declaraciones de y de el martes f a las sólo tenemos opciones por internet tv etb medios cat vergonzoso no quieren que veamos el #juiciofarsa pues lo veremos ️
NONE	 se vc é homem faça terapia pra tentar ser menos lixo e nao afetar as pessoas as quais vc se relaciona por conta da sua i
FAVOR	deja de generalizar no puedes hablar en nombre de millones de personas yo soy indepe y estoy a favor de realizarlo a nivel estatal aparte los partidos constitucionalistas no necesitan a los independentistas para convocar dicho referéndum
NONE	se requiere con carácter de urgencia que inviten a olga tañon al concierto en cúcuta esta mujer es un ejemplo para nosotros y ha demostrado su amor por venezuela en toda la extensión de la palabra #invitenaolga #aidvenezuela #feb
AGAINST	el procés independentista lastra el turismo de calidad en barcelona
FAVOR	 trapote pedimos a la fiscalía poder entrar en la sede de la cup no sé si era propaganda del referéndum o institucional de la generalitat #juicioproces
NONE	romeva solo unas relaciones basadas en la libertad son enriquecedoras y fructíferas las nacidas en la represión suelen fallar
FAVOR	joder que descubrimiento esto ya lo sabemos todos por qué el día que puigdemont declaró la independencia de segundos había no más de mil personas si nos lo hubiéramos creído hubiera avido millones seguro
NONE	só sair de fuga e ficar tranquilo mas se tiver herói nós dx fudido 
AGAINST	por eso te he dicho lo de andorra so ignorante jajajaja seguro que los que te  tampoco viven en españa #nopuedoparardereír #larepublicanoexisteidiota
FAVOR	os dejo el vídeoresumen de los cortes de las intervenciones de en un solo vídeo de minutos para descargar directamente o compartir fb telegram #joacuso
AGAINST	 es pura coacción por lo el desprestigio que se juega jordi algo muy propio del fascismo radicalizado
NONE	 aquele versículo bíblico isso aqui é flamengo
FAVOR	pero lo que no se dice es que cuando se hizo el referéndum del de octubre la generalitat ya tenía las cuentas intervenidas de manera que inculparlos de malversación sería culpar al ministro español que ya controlaba esas cuentas
AGAINST	 espero que ese partido golpista desaparezca de una vez por todas qué gentuza
FAVOR	 nieto responde a sí mantener la convivencia pasaba para celebrar el referéndum no #juicioproces
NONE	declaran como testigos los mandos policiales implicados en los operativos del referéndum políticos relacionados con la mesa del parlament y personas que emitieron facturas a la generalitat
AGAINST	políticos presos y no no tocaba hablar de los presus en absoluto no son el ombligo del mundo son unos desgraciados que quisieron imponer su voluntad a más del de la población ajo y agua
NONE	malas noticias para ramírez boliburgueses bolichicos y demás yerbas andorra se suma al reconocimiento internacional de juan guaidó como presidente e de venezuela
AGAINST	una españa que respete su historia sus símbolos bandera himno una españa donde no nos miren mal por hablar en nuestro idioma ó por mostrar esos símbolos #laespañaquequieres
NONE	 onde vc aprendeu a insistir na pessoa errada eu
AGAINST	greta thunberg la adolescente que recuerda a los políticos la urgencia de salvar el planeta incluso a pesar de algunos hemos empezado a limpiar vuestro desastre y no pararemos hasta que terminemos
AGAINST	#laespañaquequieres buena sanidad fuera la ideologia de genero el adoctrinamiento y que por favor que los politicos discutan por el bien del pueblo no por el poder
FAVOR	hi ha tanta caspa q ens costará treurala d sobre la tv vasca contra la catalanofobia extremeña del colonialismo y caspa
FAVOR	mismos músicos y misma música esto no hay quien lo aguante si la cosa sigue igual muchos indepes acabará suicidándose
FAVOR	no lo comprendo si a los catalanes en la gcivil nos llaman perros por qué nos tratan tan mal especialmente a los rehenes políticos
NONE	trump y kim jongun se reunirán por segunda vez en vietnam el y de febrero #corea #eeuu #washington #pyongyang
NONE	 guaidó un muchacho humilde e incluyente que moviliza a venezuela editorializó medio ecuatoriano ht
AGAINST	ponsatí lamenta que en europa pasan de los indepes
NONE	obg amiga pela dedicação
AGAINST	puigdemont españa quiere dejarme pudrir en el exilio creo recordar que fuiste tu solito el que te piraste de españa en el maletero de un coche exilio que vuelve si tienes cojonesaunque no creo que lo hagas nenaza vía
FAVOR	 es un gran mentider aquet nieto un mentider i un feixiste
FAVOR	rajoy declarará junto a artur mas y roger torrent en el #juicioproces
AGAINST	desde luego que sí por lo menos nos dejaban en paz y sólo teníamos dos obligaciones estudiar y jugar en la calle no éramos diana de experimentos sociológicos ni objetivo de políticos desaprensivos ni existía tanta perversión y pedofilia como ahora sí fuimos afortunados
AGAINST	#laespañaquequieres es una españa en que los partidos no gasten dinero en campañas de twitter para tener notoriedad a otros les basta con pedirselo a sus seguidores #siguemeytesigovox
AGAINST	poderse se puede pero no es tú caso déjate de ambigüedades q tú tb eres indepe
NONE	cuatro soldados de la guardia nacional han desertado tras derribar los postes que bloqueaban el puente simón bolivar
FAVOR	lo del y de septiembre en el parlament fue un golpe de estado pero un gobierno aprobando a mansalva leyes vía decreto cuando ya está en funciones es la democracia que nos dimos entre todos
AGAINST	 bravo arnoldo así es con firmeza en lucha por el restablecimiento de la libertad y la democracia
AGAINST	la única verdad que le conocemos es los mensajes de puigdemont esto se acabó nos han sacrificado
NONE	 nois é pobre mais é feliz
AGAINST	de intento de asalto de los separatistas a la delegacion de lerida en octubre de los independentistas como veis son gente de paz y amor como hoy desvela junqueras en el juicio
NONE	ainda bem que ricardo salles não é ministro na alemanha se fosse já estaria demitido como aconteceu com ministros por lá em defesa e educação e pesquisa
FAVOR	el de los saharauis queremos vivir en el #sáharalibre e independiente sin marruecos si no por qué no nos dejan votar en referéndum de una vez
AGAINST	la #guardiacivil destapa una estafa de venta por internet a raíz de una denuncia en #lanzarote han sido detenidas dos personas que ofrecían muñecos reborn por encargo y pedían dinero por adelantado pero luego no realizaban la entrega
NONE	venezuela muy bien representada en la #worldlawcongress dr fernando peláez dra cecilia sosa dr franklin hoet y dr román duque corredor
AGAINST	nuevo megazasca del parlamento europeo a los por amplísima mayoría rechaza condenar la actuación policial del o que puigdemont vuelva a llamar a la ue club de países decadentes todos pasan de su nacionalismo etnicista a seguir llorando separatas
FAVOR	el acuerdo de la derecha y los indepes para tumbar los presupuestos del estado deja a extremadura con m€ menos de financiación y m€ menos para el tren
FAVOR	#apuntaminombrevox yo también trabajo para combatir la violencia de género que se enteren todos estos 
FAVOR	por la izquierda no comprende cosasla unión hace la fuerzasi no somos capaces de unirnos por diversidad de opiniones los líderes de iz no sirven para nada los políticos de la izquierda no pueden anteponen sus intereses a los de todos
FAVOR	dos hechos reunion el viernes anterior al o en pedralbes con interior no se presento trapero lo que implica a rajoy en la colaboracion del referendum y sus consecuencias de todo tipo visita sorpresa de trapero a la juez a media mañana del o para conocer alcance con testigo
FAVOR	pilar baeza candidata a alcaldía de cumplió su pena de cárcel x cómplice de asesinato quienes le niegan su derecho a ser candidata a la alcaldía niegan nuestra #constitución y nuestra propia democracia vía #eleccionesmunicipales
AGAINST	solo la mera propuesta de lo que el psc llama la solución política para cataluña la tercera vía de siempre es ya calamitosa porque viene a legitimar las vías de hecho del independentismo en los últimos años darles un triunfo que tendrán por parcial provisional y precedente
NONE	crónica venezuela humano demasiado humano la batsheva dance company cuelga el no hay entradas para todas las funciones de venezuela coreografía de ohad naharin donde indaga en las relaciones entre el individuo y la comunidad
NONE	el cambio climático y la democracia se cuelan en la pasarela londinense
NONE	 habla el padre del presidente juan guaidó admiro a mi hijo por la valentía que tiene
AGAINST	inés arrimadas lo dice claro los totalitarios no quieren dar la cara en los parlamentos democráticos solo en el transfondo sin luz ni taquígrafos para venderse y comprarse a su antojo venden nuestros derechos y el estado de derecho que tenemos
AGAINST	qué república ni qué cojones la república no existe idiotas  #equiparacionya #abrilmadrid #stopexpedientesmossosleales
FAVOR	#thisistherealspain la españa profunda la que tiene una policia que nunca se equivoca y que aunque alguien lo indique no lo reconoce esto sí es un delito de odio tener un sindicato así es una estafa a la población
FAVOR	yo creo que una parte importante del no independentismo no se sentía especialmente representada por el estado español viniendo de las experiencias de gobierno deaznar y rajoy principalmente y la última etapa de zapatero pero la huída hacia adelante
AGAINST	en badalona claramente lo que sobran son los indepes conozco mucho badalona y para nada es una ciudad indepe no hay ni lazos
AGAINST	señores ahora mismo acaba de desaparecer como tt el hastag y estaba en tercera posición parece que estamos haciendo pupa #siguemeytesigovox
FAVOR	#fakesuprem según los fiscales solo huvo dos heridos aquí tiene varios vean si quieren ver porque la violencia fue de la parte de sus amos
AGAINST	el independentismo conoce muy bie que partido les planta cara de verdad en cataluña
AGAINST	 última hora soraya rodríguez se da de baja en el psoe por discrepancias ante el independentismo
AGAINST	este artículo lo compro para incorporarlo a la constitución española prohibir cualquier partido que vaya contra la existencia de españa o contra su constitución
AGAINST	miles de españoles defienden al guardia civil suspendido por el gobierno tras grabar el traslado de los golpistas vía
FAVOR	 siguen las celebraciones en cataluña tras el anuncio de hoy de ines arrimadas #lnarrimadas
FAVOR	mientras haya presos políticos ley mordaza la justicia totalmente corrupta fiscalía general cometiendo delitos policia política chavales de altsasua encarcelados se pueden meter los presupuestos en el culo
AGAINST	que dice que rajoy no dialogó con los independentistas y que ellos llevan meses haciéndolo pues que sepa que el resultado es el mismo solución o peor porque están a punto de dar concesiones y al borde de la alta traición #sanchezdimision
AGAINST	#hilo las mejores frases de los fiscales en el caso de los #golpistas olé por los fiscales del juicio contra los golpistas os dejo aquí veinte extraordinarias frases de su discurso de hoy ante el supremo el derecho a decidir corresponde a todo el pueblo español
NONE	 dejarse querer a veces resulta más difícil que querer
AGAINST	los independentistas ya tienen reconocimiento internacional el de un dictador de venezuela
AGAINST	una democracia que se precie no necesita ni relatores ni facilitadores necesita diálogo cumplimiento de las leyes cambiarlas con las mayorías suficientes cuando no resuelven los problemas evitando discursos muy graves falsos e incendiarios que no conducen a buen camino
AGAINST	bajo mi modesto punto de vista que lo investiguen los mossos es la garantía de que todo quede en nada es una lastima que un buen cuerpo policial se haya convertido en lo que es ahora por culpa de los mandos políticospolitizados #nonoscallarán #larepublicanoexisteidiota
AGAINST	 es la casa común del constitucionalismo venceremos al miedo con ilusión y derrotaremos al rencor con esperanza así lo ha dicho   hay que dejar atrás las batallas de rojos contra azules y apostar por la tercera españa
FAVOR	la españa de hoy la sentencia en contra de los presos políticos está escrita años de cárcel para los lideres del proceso la venganza sigue su marcha op cit
AGAINST	 hoy en el juicio del procés se ha vislumbrado un entramado criminal que va mucho más allá de septiembre y octubre de
AGAINST	 #perezdeloscobos manifiesta se enteró el mismo #oct que los #mossos mandarían agentes por centro
FAVOR	 el procés independentista se ha convertido en un verdadero esperpento si el inventor de este género valleinclán resucitara diría que le han superado
NONE	quieren pedir su suspensión cautelar hasta que el tribunal resuelva y reafirman su intención de reubicarlo en la catedral de la almudena
AGAINST	mira la montero ni que fuese el mismo mitsubishi como tira de las tracciones x enchufismo todo terreno #equiparacionya #siguemeytesigovox #lasilenciosacat
AGAINST	ni independencia en meses ni abandono del escaño y el sueldo del estado opresor todo es mentira y engaño en palanganeros de la derecha convergente corrupta y de los recortes #catalunya #objetivoelecciones
FAVOR	gran trabajo de la acusación popular del a través de la seguiremos luchando contra la impunidad mientras mandos políticos y policiales niegan bajo juramento en el supremo las actuaciones ilegales de la que tuvieron lugar el o
NONE	si no trabajó por los catalanes no indepes cómo va a trabajar para los españoles trabajará para rivera muy claro nos ha quedado vaya líderes xd decepción total
FAVOR	de que se sorprenden van a un país a apoyar a un golpista y el gobierno de ese país los expulsa lo normal es que los hubiesen encarcelado y juzgado por injerencia en la política de un país soberano
FAVOR	los populistas inventan un enemigo para engañar a la gente centrando toda la atención en esa batalla el enemigo para los populistas españoles antes era eta y ahora es el independentismo
FAVOR	 el lehendakari iñigo urkullu rajoy no tuvo una actitud proactiva para encauzar la situación #judicitvcatràdio
AGAINST	esto que le ha contado un vecino de puigdemont al los angeles times es una genialidad la independencia catalana no es nuestro problema ya tenemos bastante con nuestros propios separatistas flamencos el hombre está hasta el moño del circo de waterlo
FAVOR	 #últimahora inés arrimadas acusa a fairy de conspiración para la rebelión contra españa
AGAINST	que alguien le diga que a mi no me dejaron salir de mi pueblo por la vía principal porque los independentistas la cortaron con tanques catalanes y los mozos no hicieron nada cuando acudí a pedirles que desalojaran la vía encima tuve que aguantar abucheos
AGAINST	todavía recuerdo la noche del o al president puigdemont recorriendo los hospitales de toda catalunya visitando a los más de heridos porque fue así no #juicioprocés
AGAINST	oriol junqueras es un golpista en eso estamos de acuerdo pero no es un cobarde y eso le honra en una sociedad la actual llena de gentuza que da puñaladas por detrás y se esconde el señor puigdemont además de golpista es un cobarde y mal amigo
FAVOR	mira sabes esto es lo mismo que vosotros contentos con el pese que castigaba a sus ciudadanosa todos a su educación a su sanidad a la amputación total de todas las ayudas sociales y no hablemos de todo lo estatal esto era necesario apoyarlo xd
FAVOR	 arrimadas da el salto a madrid y roldán toma su puesto en el parlament
NONE	actualización #arrimadas hace oficial su salto al #congreso anunciando que será la candidata uno para #barcelona #ciudadanos
NONE	 #queriapoder controlar meus sentimentos de verdade porque só assim eu não iria me magoar tanto
FAVOR	me estáis preguntando muchas por el separatismo feminista hace solo unos meses estaba casi olvidado tras la ofensiva patriarcal a partir del #m que no respeta ni nuestros días de duelo normal que esté pasando a ser una opción para muchas hilo sobre separatismo
FAVOR	se permite porque tenéis que aguantar y disimular la democracia pero cada ve os cuesta más hemos oído a vuestro rey hablar de que la ley está por encima de la democracia esto es propio de un dictador y no digamos si consigue el trifachito ganar que haréis
AGAINST	al ver las imágnes recuerden que #zapatero del #psoe de #pedrosánchez que pactó con el #chavismo de aquí pide diálogo con el jefe #maduro de los asesinos mientras la gente muere en las calles #venezuelaaidlive #venezuela #podemoseschavismo
NONE	a reforma da previdência de bolsonaro atinge diretamente os trabalhadores aposentados e pensionistas mais pobres servidores idosos pessoas com deficiência trabalhadores rurais todos vão trabalhar mais contribuir mais e ganhar menos é uma proposta cruel vamos rejeitála
FAVOR	yo veo mas factible dejar la independencia en manos de lourdes que en mano de estos oye despues de años sin conseguir nada por probar
FAVOR	desobedecer al ts o tc condena a tropecientos años de cárcel saltarse la constitución a la torera irse de rositas está claro que desobedecer a unos que nadie ha votado es más grave que desobedecer la carta magna votada en referéndum
FAVOR	amo a mi familia a mí pueblo a mi provincia a mi región y por último a mi paísmi país puede pasar a ser mi primer amor si hace posible todo lo demásno si putea a mi región a mí pueblo o mi familiael k lo kiera entender k lo entiendala diferencia del nacionalismo catalán
FAVOR	#juicioproces el supremo permite a los procesados por el o declarar en catalán por razones emocionales informa
AGAINST	el domingo en la manifestación de colón espero que no haya banderas de partidos políticos ni de pp cs vox entre otras la única bandera debe ser la de españa
AGAINST	si pedro sánchez es un traidor a la patria por intentar dialogar qué será rajoy y amigos de casado por permitir una dui un referéndum ilegal un y un de septiembre
FAVOR	la respuesta ganadora de la mayoría de preguntas implica o políticos más encarcelados però además cómo sigue el plan
FAVOR	fuera de cataluña no saben lo que pasa o pasó en cataluña incluso en cataluña mucha gente no salió de casa el de octubre u otros días si nosotros no conocíamos el plan zen que se aplicó y aplica en euskadi hasta que nos lo han aplicado imagina ellos
FAVOR	 #marcaespaña #thisistherealspain soto del real no permet als presos entrar res de color groc via
FAVOR	y para catapultar su imagen pública para en próximas elecciones autonómicas ganar las elecciones y ser presidente de la generalitat y seguir con su estrategia hacia la república que nadie lo dude
AGAINST	ayy qué alegría me das queridísima sandra ya sabíamos que a su graduación no se llega de forma fácil los golpistas como son todos unos incapaces enchufados subestimaron a aquellos que tenían enfrente viva españa
AGAINST	los mossos detienen a la exalcaldesa de barberà del vallès del por presunta corrupción se han dado la misma prisa que con la trama del ah que no que me dicen por ahí que los del son indepes y son vacas sagradas de tractoria
AGAINST	donde ves la reculada yo nunca entendí que fuera a entrevistarse con puigdemont
NONE	siempre que el independentismo se ha encontrado en una encrucijada apuesta por el riesgo el a veremos el resultado de su nuevo envite
FAVOR	hubo referéndum donde ambos bandos pueden votar sale q sí sigue sin haber diálogo al otro lado declaran el resultado del referéndum y lo suspenden por si hay diálogo y aun así desierto al otro lado tardà no ha cambiado otra cosa es q guste a todas las corrientes
NONE	#puigdemont ha asegurado este sábado que está dispuesto a reunirse con la líder de cs en #catalunya inés #arrimadas en su visita a #waterlo bélgica pero que no participará en un show mediático
FAVOR	comentan el vídeo del asesor de arrimadas en salvados el presentador comienza a justificarlo y se lleva un zasca del señor monegal que lo han sentido hasta en la china #lnirenemontero #lnelecciones
FAVOR	fiscal en algun momento pensó que era incompatible impedir el referendum y preservar el mantenimiento de la convivencia de la ciudadanía nieto en ningún momento i tanmateix van apallissar la gent això no deu afectar la convivència
NONE	la secretaria de estado de la antigua marca españa equiparó en una entrevista el referéndum del o con una violación
FAVOR	seguimos a la espera de la liberación de los rehenes que el estado tiene secuestrados en lledoners puig de les basses y mas denric #freetothom #llibertatpresospolítics 
AGAINST	no os olvidéis comentar que todos los que hicieron posible el referéndum sabían que era ilegal y que por tanto estaban incumpliendo con la ley
AGAINST	un pendrive de salvadó eleva hasta los millones el delito de malversación #jacobialcalde #barcelona #españa #unioneuropea
AGAINST	alerta en moncloa por la búsqueda de apoyo exterior de torra para su república digital
NONE	em nome do povo populismo e o novo ecossistema digital é o tema da aula inaugural do ppgcom ppgcom ufms
NONE	le impidieron el paso a venezuela a los eurodiputados que tenían previsto ingresar al país de hecho los expulsaron #noticias #venezuela
FAVOR	que maja que es la mañica pide que nos ahoguemos yo pido a la pilarica que ella no pueda echar pedos y le canto esta jotica que estamos en democracia que se le hinche la barriga y el cagar sea su desgracia toma jota 
NONE	melhor jogador do real madrid titular absoluto jogo decisivo de champions convocado pra seleção imagina como tá a cabeça do vinicius jr nesse momento muita forças pra ele tomara que não seja nada de grave #forçasviniciusjr
FAVOR	provocar un estado de terror en la población o en una parte de ella #oct #alsasua
FAVOR	hoy en el bar donde voy a tomar el café los dos camareros de la barra con un acento andaluz impresionante defendiendo tv y el catalán en las escuelas aquí está el logro del independentismo y la derrota de los colonos
AGAINST	gorrillas eh no os basta con ser los mamporreros del separatismo si no que además menosprecias a los ciudadanos que hacen el trabajo que se niega a realizar la administración pública que pagamos con nuestros impuestos sois unos sinvergüenzas #eleccionesya
FAVOR	tienen que buscar la violencia y a falta de ella busco el fairy #josóceldelfairy
FAVOR	de los nervios me pone oirlo o leer lo que dice absolución y punto este #judicifarsa tiene que terminar ya
AGAINST	 trapero colaborador necesario de los golpistas catalanes 
AGAINST	el jueves tenemos una nueva huelga promovida por el mundo indepe en los colegios vuelven a tener una ocasión fantástica para completar la lista negra de los no afines al régimen mis niños van a clase que me apunten
FAVOR	fijaos cuánta pobreza política y periodística hay en españa que los cordones sanitarios se hacen a los partidos que apuestan por una democracia avanzada y es que históricamente las grandes corporaciones la iglesia y la banca siempre han sido los mejores aliados del fascismo
NONE	na prisão só pela rádio mrm pra acompanhar o jogo
AGAINST	traidor él y traidores el resto de la psoe unos por colaboración otros por omisión las siete cesiones capitales de pedro sánchez al separatismo por vía
AGAINST	así debe ser ante los votantes de tu circunscripción odón qué cunda el ejemplo han sido muy pocos lis diputados que lo han hecho en años de democracia y por ende transparenciaen la gestión de lo público salario con cargo a los presupuestos generales del estado a cambio
AGAINST	por favor podemos tratar de ser más pulcros y decir la verdad que es que se investigará la publicación de los datos en lugar de poner que es contra los independentistas
AGAINST	psoe de sànchez respeto cero a la libertad de expresión de los afiliados al partido el que diga algo que moleste al amado líder sera inmediatamente condenado a la muerte civil eso es democracia o dictadura
FAVOR	el enjuiciamiento de los políticos independentistas por parte de un estado represivo y el veto de sus partidos a los presupuestos generales del estado por razones partidistas afectarán muy negativamente el futuro de españa incluyendo catalunya
AGAINST	por cierto para ud según los indepes de personas son cuatro amigos jugando al mus
FAVOR	si zoido era el tonto útil más tonto k útil jose antonio nieto es un mentiroso a sueldo es todo tan zafio y esperpentico k ni propios ni extraños tragaran pero empieza el desfile d voceros bajo pago para éste relato inventado #judicifarsa #fakesuprem #fakejustice #judicio
FAVOR	existe la escoria la mierda y sujetos como tajani es la clase de burócrata corrupto y decadente que en hubiera censurado la presencia del representante del congreso nacional africano de mandela y hubiera permitido una conferencia proapartheid #tajanipuppetoffascism
FAVOR	difiero contigo mientras pueda votar y mi cuerpo aguante seguiré haciéndolo yo tb llevo votando desde hace mucho al principio era por mi y mis padres más tarde mi familia y mientras exista eso que llamamos democracia no dejare de votar para intentar cambiar las cosas
AGAINST	que en la superrica y supergrande argentina haya millones de seres pasando hambre es un mérito de sus gentes o sus políticos algo que no sé por qué se da mucho en los países de ese área y desde hace mucho tiempo
AGAINST	vaya vaya el junqueras de vic sí apostaba por que el gobierno impidiera el referéndum
NONE	la fiscalía interrogará a políticos y técnicos que defenderán que hubo desobediencia
AGAINST	joerrrr el fiscal zaragoza casi con mueca de sonrisa le pregunta a este sujeto por qué no interrogaron a los organizadores del cerco a economía los #jordis y éste tío no sabe qué decir testimonio y padentro  bueno bah #juiciodelproces
FAVOR	esa es la diferencia entre tu y otra gente a mí me preocupa cualquier causa justa a ti solo te preocupa galicia eso es un nacionalismo excluyente y por eso no vale la pena seguir estamos en estadios mentales diferentes
