LABEL	preprocessing_B
NONE	sebastián trapote la feina dels mossos no va ser eficaç perquè el dia doctubre els centres eren plens de gent fins i tot shi havia dormit #judicitvcatràdio
FAVOR	a que estem esperant per crear un partit independentista nou el temps corre #a tic tic propostes
AGAINST	ah sí a veure el diari
NONE	el cap de la policia de lo afirma que van substituir mossos per la seva actitud passiva
AGAINST	pot ser ha dit la veritat se que no esteu acostumats i es dur
NONE	llista nova amb els millors restaurants del món neix el world best restaurant amb categories molt diferents millor restaurant que no accepta reserves o millor cuina sense pinces
NONE	es reprèn el judici del procés amb les declaracions dels excaps de la policia nacional i la guàrdia civil a catalunya segueixlo en directe vídeo àudio minut a minut #judicitvcatràdio
NONE	arrimadas anuncia que aquest cap de setmana viatjarà a waterlo la localitat belga on resideix puigdemont
NONE	 laudiència nacional confirma multes a lanc de € per la gigaenquesta
AGAINST	#política tv edita la entrevista de carlos alsina a quim torra para favorecer al president
AGAINST	nhi ha alguns que no els agrada que els recordi que hi ha coses als mossos que no shan fet bé i passen a latac personal quan daltres no hem rebut mai cap queixa per com desenvolupem la nostra feina tampoc els molesta que parlin sindicalistes o els umc tristament és així
AGAINST	#últimahora el em pot menjar la meva polla unionista disculpeu lo burro del tuit però es que tinc els pebrots plens de guacamole
FAVOR	 turull al fiscal no pensava que li hagués de fer jo de traductor del català al castellà #judicio
AGAINST	a part de la bona notícia en sí dos bones notícies més adéu tema independència implícit perquè ja no hi ha por per part dels inversors i que catalunya no se hunde ni se hundirá com voldrien alguns catalunya és molta catalunya
AGAINST	castiguen amb euros a una persona per fer pintades contra el procés més de en un any a vilafranca del penedès
NONE	gerard piqué acusa a enric millo de mentir en twitter
FAVOR	mapunto al #yearchallenge anys de lluita per la #repúblicacatalana del no a lestatut retallat a l #oct #o anys amb anys compartits amb el meu bon amic #catalunya #barcelona #nosurrender #llibertatpresospolítics
AGAINST	alfons lópez tena forcadell té dret a mentir com a acusada però no com a expresidenta del parlament perquè això és riures de la gent ja ho va avançar a crónica global vía
AGAINST	els processistes no sou conscients que heu creat una generació de catalans que odiarem tot el que olori a independència estelades incloses
FAVOR	desori general per culpa dels que volen imposar una solució sense sentit i que només té valor per a ells la resposta és única #independència
NONE	 les boniques històries sovint tenen un final feliç️
FAVOR	amics la gent de agraeix molt la companyia i que xerrem amb ells i ens interessem de com va tot no cal dir que si esteu per barna paseu i doneu escalf han amagat les tendes de campanya per la #merce però dallà no es mouen i recordeu #omplimsantjaumes
FAVOR	els presos només els treurem si fem república qui és guapo que els deixa lliures despres destar alimentant les hienes tal com fan amb lo polititzada que està la justicia en aquest pais no hi ha partit al gobierno de espanya per posarshi a favor els cauran anys
NONE	mor lúltim mariner que diu que va besar la infermera a la foto de times square
AGAINST	demana una assignatura deducació afectiva i sexual per combatre laugment de la violència masclista vía
AGAINST	i qui tha dit que no magrada que parlis català si és la meva llengua paterna don treus aquesta conclusió potser ets tu a qui no li agrada parlarlo no jo si vols et parlo en suec que també el parlohem de canviar a alguna llengua estrangera per alguna raó que desconec
AGAINST	espanyol que vols dir amb aixo subnormalespanyol es un orgullcsteto retrasat
AGAINST	 doncs dels catalans no indepes no et preocupes millor dit ens menysprees això és cohesionar
FAVOR	no me cansaré de repetirho si els que votem independentisme a catalunya ho tornem a fer a españa trauríem diputats una autèntica barbaritat depèn de nosaltres
FAVOR	en la conferència torra i puigdemont han denunciat la repressió espanyola i han reivindicat el dret dautodeterminació de catalunya
AGAINST	 el procés ha acabat denunciant la indecència del trasllat dels presos proclamar una república per acabar així
AGAINST	en el tema del top manta el govern colau ha llençat la tovallola total deixadesa ni inclusió social dels venedors ni evitar la seva explotació ni garantir la seguretat a lespai públic #comissionsbcn #barcelona
AGAINST	 si fossin ofrenes al caudillo ja serien a laudiència nacional per terrorisme
FAVOR	nit de tertúlia a #barcelona què és el consell per la república amb ladvocat i #registreciutadà #consellperlarepública cc
FAVOR	 sembla que no vegin que al final guanyarem i si no guanyem és que encara no és el final #nosurrendercat ️️️
AGAINST	 ilumineume això de que la lozana andaluza va a waterlo no vol dir que sigui rebuda no pregunta seriosa
FAVOR	estimada lídia heredia els polítics passen alguns dells fent mal a la integritat professional de persones com tu ells lídia tard o dhora desapareixen i periodistes com tu segueixen
AGAINST	 això va de democràcia 
AGAINST	elisena paluzie presidenta de l@assemblea contundent a si hem de negociar alguna cosa amb madrid és la independència més info aquí
AGAINST	el forat don he sortit es diu catalunya i está plena dalimanyes que lhan enfonsat
NONE	la veu que va sentir la secretària judicial del s seria la de lara diputada derc #judicitvcatràdio
FAVOR	avui fa mesos que els jordi són a presó tot just fa dies que a europa es va dir que hi ha #presospolítics a espanya fou leurodiputada de informe hongria nosaltres no callarem per això anirem a les concentracions davui a les #llibertatpresospolíticsiexiliats
AGAINST	jo trobo molt trist que siguin capaços de vendrens el no fer res i mantenir els pressupostos del pp com algo revolucionari i desestabilitzador però bueno és el que tenim una abraçada
FAVOR	a les portes del més important judici contra la democràcia tinguem clar que lextrema dreta vox acusa la fiscalia afina i els jutges rematen i els medias magnifiquen la farsa cal denunciar el control d lextremadreta franquista sobre els aparells policial i judicial
AGAINST	ficant tv tot el dia als clubs li podieu fer un programa personalitzat com bons estòmacs agraïts oi
AGAINST	agraïm a ladvocat el seu constant suport a la reivindicació catalana un defensor com ell és un tresor thank you very much ben for your strong support and your encouraging words ️
NONE	 felicitats seguiu defensant el barça i la secció
FAVOR	el constitucionalistes son els que van votar la constitució o els que els hi ve imposada
FAVOR	avui el president torra ha parat els peus a la calanya xusmera de ciudadanos que amb el seu espectacle lamentable han denigrat el #parlament a un circ ja nhi ha prou a aquesta gentota no els en podem deixar passar ni una al feixisme sel combat ️
FAVOR	ara q no surrender putxamón va a eleccions amb el pdecat i posen la pascal de candidata és un bon moment per recordar el timo de lestampita dels euros del consell per la república i els tontos útils del mantra la crida és transversal no té res a veure amb cumbariensià
FAVOR	 ni jo cup o crida i si la crida no es presenta ni la cup no aniré a votar
FAVOR	hi ha una nova forma per anomenar la #merda #baçòfia #porqueria #cotxambre #imundícia #femtambpotes #cohortdeberros i aquesta nova forma és #xusmapol #foraxusmapol
NONE	meritxell serret exconsellera dagricultura de la generalitat ha destacat la declaració de raül romeva explicant que ha donat una lliçó de democràcia al tribunal suprem #judicitvcatràdio
AGAINST	prou que magradaria aquesta possibilitat però avui està encara més difícil que fa un any el grau de conflictivitat i radicalització del conflicte fa més difícil que el conjunt de la societat catalana accepti aquesta hipòtesi negar la realitat no és el camí per transformarla
AGAINST	ara seriosament hi ha un munt de gent q consumeix hores i hores de procés a diari i q ha fet del procés la seva activitat doci predilectaúnica una activitat alimentada continuament per professionals i semiprofessionals no és política és una indústria de lentreteniment
NONE	willard és una llàstima per a aquells q han sembrat el vent però q no comptin amb nosaltres per evitarlos la tempesta del pròleg d olivier peter #joacuso
FAVOR	pel silenci còmplice durant el pel seu oportunisme per desgastar un govern republicà per la seva negativa al vot electrònic per no cridar a les vagues del oct i f per viure del cuento durant anys per la repúblicadestronem els sindicats del règim del
AGAINST	perquè ens costa tant dadmetre la maldat no és una persona malalta és i ha estat així dissortadament un dubte quina malaltia suposes que pot tenir
FAVOR	per cert els qui responeu missatges suposantvos més indepes q lemissor simplement pq proposa mobilització contra el feixisme i només parleu dindependència independència i independència sou tan monotema i tan pesats com en rivera i larrimadas apa comenceu a fer unfollows
AGAINST	 qui diu que el president no fa res
FAVOR	conclusió el nieto menteix més que parla si en tens dubtes texhibim el document que ho demostra cleca #judicio #judicitvcatràdio #judicifarsa
FAVOR	la primera acció contundent que hem dut a terme en aquesta línia ha estat votar no als pressupostos de lestat i tombar el govern del pedro sánchez i sembla que la hipòtesi inicial va ser correcta només cal veure què diuen alguns mitjans estrangers
AGAINST	 es veu que els únics jutges que ara poden expressarse lliurament són els que estan a favor de procés
AGAINST	 focus fugir de catalunya un testimoniatge de lèxode de redescobert ruth von wild relata el que va viure a principis de lany dun dels èxodes de catalunya cap a frança #m #març 
FAVOR	els principis bàsics de la democràcia mira el que no has de menester deixaho córrer
NONE	bon día de dissabte pel a què proposen els partits politics més enllà de canvis de noms cup esquerra pdecat la crida nosaltres proposem una llista única i transversal amb el propòsit de bloquejar les institucions de l estat fins que no sigui efectiu el mandat de lo
AGAINST	el govern i un ultraindepe no el govern no és indepe de fet treballa en contra reconeixen que la república no existeix idiota
AGAINST	 camp del barça aquesta nit pell de gallina brutal #femxarxa #independència
AGAINST	 una vegada més mai he entès què aporta a qualsevol moviment boicotejar una connexió periodística #vagageneral
FAVOR	 montserrat toro secretària judicial del registre del s torna a demostrar que les nits de presó preventiva de jordi cuixart i de jordi sànchez no tenen cap justificació si no tho creus mira el vídeo ️ #joacuso
AGAINST	es veritat que junqueras i forn han fet molt bona defensa per també es veritat que sha descobert tota lestafa recordeu les paraules de forn només habia dos possibilitats o eleccions o on està lindependencia doncs això
NONE	 girs de guió final il·lògics però aplaudits la brillantor del discurs de jesús vidal o lactuació de rosalía aquí la crònica duna gala inclusiva compromesa amb la diferència i la diversitat socials i el cine que retrata la realitat  
FAVOR	entrevista a el judici als presos polítics és el major atac a la democràcia des del cop destat del f
AGAINST	no els importa res a la vida tampoc els diners ni molt menys peró és que és una part vital per que el pla surti bé
FAVOR	jo el #s vespre des de dins de la conselleria on també vaig ser amb els jordis no vaig tenir cap problema de cobertura telefònica curiós que afectés només a la sra toro #judicio
FAVOR	periodista laura fàbregas o bé o sap res o menteix sí les enquestes diuen que el dels catalans volen un referèndum fins i tot ho diu el país un diari quasi tan unionista com ella #faqstherealtv
FAVOR	què mai sels hi oblidi els carrers seran sempre nostres amb els i les d@campllibertat  tots ens necessitem animeuvoshi gent #omplimstjaume #llibertatpresospolítics
FAVOR	eleccions espanyoles erc convergents dl total escons eleccions catalanes d convergents juntsxcat erc cup us imagineu què pot passar el a si anem a votar tots
AGAINST	quin fàstic aquesta púrria de vox
NONE	 i les seves reunions secretes #judicifarsa #joacuso
FAVOR	 això si que és vella política goita són uns capullus però almenys arreglen el carrer
AGAINST	ja us ho explico jo por por a perdre lalcaldia en mans del rival indepe utilitzeu cs com a arma per marcar paquet davant la tropa de puigdemont que us va repassar a les autonòmiques i tenen els mateixos regidors que vosaltres la por us afebleix mentre nos guanyem creixem
FAVOR	sabeu què tenen en comú les duis o intents de dui de la rendició dels nostres polítics amb propostes incumplides per part de ñ i altres estats amb laprovació del poble català es això el que voleu
AGAINST	feixisme policial a terrassa
AGAINST	avui hem constituït el consell municipal de la cultura i les arts de terrassa un espai de diàleg de participació i dintercanvi didees i experiències en un dels camps on la ciutat és referent la cultura
NONE	 la gent es queixa de la broma de sam va lentín pero què passa amb lo de dia dels anarmorats fins quan
AGAINST	leditorial de la revista daquest mes de març número du per títol la lletra fereix en referència a lentrevista a que publica la mateixa revist aneu a buscarla a llibreria quiosc o biblioteca però llegiu editorial i entrevista són magnífics
AGAINST	quan algú veu en un pobre desgraciat que ja no sap com sortir del pou a algú que gran ja indica el nivell en el qual està instal·lat de debò que feu molta pena i ràbia heu convertit cat en una de les zones de més escàs nivell cultural del país
FAVOR	 un dia el fàstic la repugnància la mentida i la maldat van decidir buscar un rostre #enricmillo
FAVOR	tot el suport i energia en aquesta lluita que farem de la mà ningú pot veure els seus drets vulnerats ni rebre la repressió dun estat incapaç de dialogar i obrir els ulls a la realitat de catalunya #defensadretscivils #usvolemacasa #freetothom #adrietvolemacasa
FAVOR	 estàs dacord amb la proposta de pedro sánchez dorganitzar un referèndum a catalunya sobre un nou estatut fes retuit per ampliar la mostra
NONE	diumenge més assolellat però ventós i fred  la nevada anirà minvant al pirineu @meteopallars #eltemps
AGAINST	⁦@socialistescat⁩ el secretari general del ⁦@psoe⁩ i president del govern despanya pedro sánchez clou el congrés de les i dels socialistes europeus ⁦@pespse⁩ amb una vibrant intervenció amb els ulls posats en les eleccions del dabril #laespañaquequieres
NONE	kameni nació en camerún
AGAINST	bromes apart això de la sra alcaldessa apunta clarament a un trastorn narcisista de la personalitat i em preocupa que una persona de la seva rellevància política no en sigui conscient ni rebi la teràpia adequada
FAVOR	avui fa any i jo mateix vam assistir a una sessió parlamentària maratoniana ppsoecs van interposar recursos q avui el tc diu q no tenien cabuda el ts manté retinguda a la presidenta x permetre aquella sessió i el no marxa
NONE	pedro sánchez compareix demà a les per anunciar un possible avançament electoral
NONE	comencem el repàs de les #mésvistes ⃣ malestar entre els sindicats de la policia nacional i les associacions de guàrdies civils amb la declaració en el judici del procés al tribunal suprem de juan ignacio zoido
AGAINST	 #f acte de fermesa nacional mobilitzat pel dret dautodeterminació mobilitzat pels drets cívics i polítics totes juntes diem prou  #josocmurallahumana #judicifarsa
AGAINST	a quin tram estaràs
NONE	arrimadas es presentarà a les primàries de ciutadans per encapçalar la llista del partit per barcelona el a caminarem junts fins al govern despanya
NONE	 vídeo en directe es reprèn linterrogatori del fiscal a joaquim forn
AGAINST	pdecat soposa que sapugin els impostos als rics samaguen darrere de la identitat perquè defensen només als més rics #quenoensenfrontin
FAVOR	bon día valents després de la jornada dahir queda clar q la república la farà el poble i ningú més ja q ningú més té el valor de ferla la classe política a catalunya és ben morta seguim
FAVOR	el dia serà un dia molt important hi ha una manifestació de feixistes violents convocada a la plaça st jaume cal estar preparats i organitzats
AGAINST	messi amb els meus fills parlo català èxits esportius i vida personal el capità del barça se sincera al #fcblive entrevista sencera 
AGAINST	he vist aquestes dues publicacions de les reunions que ahir i fèiem per posar en marxa la maquinària cap a les eleccions generals i he pensat que les imatges per elles soles diuen moltes coses no creus orgull de grup #somgentcomuna
FAVOR	inicia lacte el proper alcalde de #barcelona ha de fer el que calgui per la #república no es tracta de guanyar unes eleccions sinó de governar el país
NONE	jordi turull ha afirmat que si hi ha voluntat política hi ha encaix per al dret a lautodeterminació en aquest sentit ha defensat que la constitució pot ampliar els drets o restringirlos com fa ara #judicitvcatràdio
AGAINST	no cal que insultis per confirmar ja ens ha quedat clar amb el teu primer tweet que ets una persona prepotent mira si arribessis a ameba sabries que em pots silenciar i no tarribarien les meves mencions analfabeta digital
NONE	la crida retira una piulada en que comparava la situació dels pròfugs amb lexili del
AGAINST	un colpista pot accedir a un càrrec com aquest
NONE	 duc les ulleres tan brutes que en podria fer una paella
FAVOR	inexplicable i vergonyoss conducta de quan es refereixen a aznar ho fan com a presidente quan es refereixen a puigdemont ho fan com a expresident a hores dara encara ignoren que el títol de president de la generalitat és vitalici ja nhi ha prou dhumiliacions
FAVOR	aquest matí hem fet sessió intensa de treball amb els consellers i per seguir desplegant el proper pas de desembre #consellperlarepública
FAVOR	 sabeu què tenen en comú aquestes empreses us donem una petita pista #repúblicacatalana
NONE	el cap dinformació dels mossos justifica la inacció dels agents perquè la seva missió era dialogar
FAVOR	 comença la sessió del judici amb la resolució de les qüestions prèvies #judicio
NONE	entrevista a franco bifo berardi filòsof i agitador cultural deixeble de félix guattari que ha passat pel aquesta setmana
AGAINST	 tanta valentia que ha esborrat el tuit
AGAINST	això és de bojos
NONE	arrimadas podria anunciar el seu salt a la política nacional avui mateix
FAVOR	votar on indiqui aquest va ser el compromís es el que no vol de cap manera ñ #noatot
FAVOR	 president sra arrimadas vostè em va titllar de xenòfob i supremacista i vostès han pactat amb el partit xenòfob i supremacista #parlament
FAVOR	avui aniversari d un cop destat que si va triomfar vull fer un fil recordantme a mi mateix per que hem de votar penso que la gent ha de votar per que es la única forma que el sentit democràtic te força per a tots
AGAINST	ls denguany ens hi va molt no tot però molt per damunt de tot hi va la comdemna a la seva violència contra les nostres idees de pau i llibertat ens hi va demostrar que som dignes dels empresonats per respondre a les nostres exigències ens hi veurem oi
AGAINST	el veto de marchena als vídeos de lo i a algunes preguntes alarma els observadors
AGAINST	 km per minuts a través dun vidre la denúncia dels familiars dels presos
NONE	el partit dextrema dreta vox pronunciarà aquest dimecres la conferència catalunya una regió espanyola en el parlament europeu que lha autoritzada adduint no hi veu cap risc per a la seguretat
NONE	enric millo la junta de seguretat va ser un despropòsit una part de la taula ens plantejava que el referèndum es faria i alhora que la policia autonòmica ho impediria al meu poble daixò en diuen sorber y soplar al mismo tiempo #judicitvcatràdio
AGAINST	el president pretende dar lecciones de remangarse y trabajar por catalunya a vergüenza en el #parlament ️
AGAINST	jo si veies a algú pujat al meu cotxe el primer que faig és dirli que vagi i ja després ja veurem que pasa no sembla que la gc li digués a ningú que baixes ja li estava bé
NONE	josé antonio nieto exsecretari destat de seguretat si els mossos desquadra haguessin complert amb la seva obligació el referèndum no shauria celebrat #judicitvcatràdio
FAVOR	es necessita el màxim de gent possible a la plaça de ca nanglada es urgent el feixisme de està campant lliurament i la brivox de encapçalats per els està defensant
FAVOR	la nostra és una democràcia de baix a dalt i per això us consultem la pregunta ja està activa serà només telemàtica i acabarà demà dissabte a les h somhi
AGAINST	csstellví dona la raó a els cdr ja existien al setembre i estaven formats per persones de diferents entitats
NONE	raül romeva la constitució espanyola no nega en cap dels seus articles el dret a lautodeterminació per tant és qüestió de voluntat política #judicitvcatràdio
AGAINST	més democràtic impossible #lovedemocracy
FAVOR	no voy a renunciar a mis convicciones democráticas #junquerasacusa #autodeterminaciónoésdelicte emoció i trascendència escoltant loriol quanta dignitat #freethemall
NONE	⃣ en paco sha fet protagonista sense voler fa uns anys que treballa al tribunal suprem i és lencarregat de projectar els documents del judici del procés #mésvistes
AGAINST	desconvocarla després de quantes hores
AGAINST	clar que si jo fos un dels votants de cs agrairia que els líders del partit vinguessin a saludar i a comprovar la llibertat política de la que gaudeixo que tela marinera amb desinfecció amb lleixiu inclòs quina vergonya quina por
AGAINST	la vaga general del a és per fer caure al govern titella den torra o és per provocar un apoderament popular i prendre el parlament no és res daixò doncs amb mi no hi compteu gràcies
AGAINST	les dones pararem aquest divendres #m estem convençudes que la igualtat és el motor de la llibertat i la democràcia i que la igualtat ha de ser el vector rector de qualsevol govern #parlament #laespañaquequieresesfeminista
AGAINST	 detecten presumptes irregularitats en la llicenciatura de dret de pablo casado
FAVOR	 voleu polítics a la capçalera de la mani a la diada s per ferse la foto
AGAINST	no donis voltes suposo cada dia estas dient als francesos feixistes i poc democrates per aixo majoria teus liders han estudiat sota seva cultura
FAVOR	si estas pensant en les vacances et recomanem costa rica una de les destinacions que hem descobert recentment a #catalunya amb 
AGAINST	el fiscal davui no sembla retardat però en turull lestà capejant bé
NONE	envia una queixa formal a la defensora del poble europeu en protesta per la decisió del president del parlament europeu antonio tajani dimpedirli fer una conferència amb denuncia que és un atac a la llibertat dexpressió
NONE	forn nega que el referèndum impliqués despeses pel govern quan es va firmar lacord de govern no va suposar per a cap departament de la generalitat cap mena de despesa #judicitvcatràdio
AGAINST	el sr puigdemont la va suspendre informat
AGAINST	jaja ara sóc jo la classista qui utilitza el terme xarnego com un insult sino vosaltres jo el que dic és que és mentida que no se li hagi deixat parlar en la seva llengua materna sou vosaltres els que genereu odi cap als altres jo estic orgullosa de la catalunya xarnega
FAVOR	ja hem perdonareu però quim forn està posant en evidència al #fakesuprem i a oriol junqueras haven acceptat les preguntes del fiscal i ladvocada de lestat dignitat i valentia #fakejustice
FAVOR	romeries a waterlo lio judicial catalunya dividida miquel iceta ets un miserable sense escrúpols que la teva misèria humana i política tacompanyi sempre en el teu trist caminar per la vida
NONE	 entrevista a ester capella consellera de justícia hem vist que el relat de la fiscalia saguantava amb pinces #més #judicitvcatràdio
AGAINST	jo pensaba el vivía a bélgica que no es veu allà per cert un insult que portis aquesta bandera al teu avatar
AGAINST	com podem ignorar aquest timo de vaga i pregunta seriosa podrem denunciar al si paga el dia als funcionaris facilitant inclus que facin vaga
FAVOR	recordeu el cap de la policia trapote que declara avui al #judicifarsa esta acusat assassinar a sang freda un jove treballador per lesquena mentres estava esposat contra la paret al #judicio #judiciprocés
AGAINST	vull dir que no crec que els teus amics de la petanca fossin capassos per si sols de posar en perill la sortida amb vida de la secretaria judicial i cia entenc que vosaltres vau ser uns mes dels que veu seguir les instruccions dels jordis i per això els engarjolaran
AGAINST	 no difamis el meu nom home que jo no the insultat mai
AGAINST	avui ens hem trobat amb la nostra seu en aquest estat un altre atac daquells que es fan dir demòcrates la jsc defensa i defensarà per sobre de tot el respecte a les idees de la resta i rebutgem que actes així es perpetuïn en la nostra societat
NONE	acaba la declaració de neus munté la sessió es reprendrà a les amb la declaració del cordinador de loperatiu policial de l doctubre el coronel de la guàrdia civil diego pérez de los cobos segueix el minut a minut #judicitvcatràdio
FAVOR	esperem que es presenti la cup en tot cas el no votar opcions indys o no votar no millloraria en res la situació com a mal menor prefereixo personalment votar pdcat o erc que no votar i beneficiar opcions com a vx a catalunya que es el que passaria amb abstenció indy
FAVOR	en part dacord en part no el règim no és democràtic però si ja no anem a votar ni cada anys encara que sigui en clau sanitària torna el feixisme que es nodreix del desencant i apatia de la gent salut i república
FAVOR	sencén la maquinària unionista per impedir que torra i puigdemont compareguin al parlament europeu via
AGAINST	 entre aquests dos tuits hi ha un any i un farol
FAVOR	al psoe  no hi ha delicte i no hi pot haver ni condemna ni indult que el psoe no faci marqueting polític per blanquejar la seva imatge volem la llibeat dels presos polítics i el retorn de lexili #santatecla@usvolemacasa
FAVOR	 el maiordom millo està posant veu a una novel·la #judicifarsa #judiciprocés #judicitvcatràdio
AGAINST	aquesta #diada #quenoensenfrontin aquests últims anys em patit les retallades tots plegats i tots plegats hauríem de lluitar per la millora de les condicions de vida de totses en comptes de barallarnos per banderes llaços o creus
AGAINST	imágenes del barçagirona disputado en la nova creu alta ️ #supercopacat #fcb
NONE	les raons oriol junqueras no respondrà a cap acusació inclosa la fiscalia per no sotmetres a interrogatoris ideològics i de propaganda segons fonts de la defensa #judicitvcatràdio
AGAINST	sí sobretot perquè confien que amb arrimades traspassin també leix nacional a les generals pot surtir bé però és a costa de cremar el parlament
FAVOR	el director de linstitut luther king diu que el molesta quan manifestants i líders no violents són reprimits o castigats violentament per la policia i els funcionaris del govern
FAVOR	en canvi tots escriuen un català que ni pompeu fabra i els polítics
AGAINST	en desacord perquè esteu competint entre indepes ni aquesta candidatura ni la de si no aneu junts no penso votar #sinovanjuntsnovoto
FAVOR	 i sabem quin és el camí ho repetiré fins que passi #nosurrendercat
AGAINST	entrevista dominique nogueres observadora internacional al #judiciprocés sembla que el resultat del judici ja estigui preparat
FAVOR	josé antonio nieto és un mentider i forma part de tota lescòria pocavergonya que nega les càrregues i lactuació demencial de la policia l#oct aquesta és una imatge de lies tarragona un dels llocs on ha assegurat que no va passar res #judicifarsa
NONE	lalcaldable de ciutadans a madrid begoña villacís acusada dhaver amagat el seu patrimoni durant tres anys afirma que és objecte dun atac electoralista
AGAINST	la meva primera impressió del judici és que el procés sempre ha sigut una estafa que els acusats són uns irresponsables que els acusadors no han preparat gaire cosa que ladvocat de forn és molt bo i el de junqueras un paquet i que el marchena aquest ens donarà sorpreses
AGAINST	@manuelvalls a les imatges de turismofòbia la inestabilitat política i la propaganda separatista internacional només danyen la imatge de #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea
AGAINST	un pacte que serviria al processisme per a copar càrrecs i governs però mai per avançar cap a la república i per si això fos poc descarta la resposta binària i proposa un referèndum que dificulti una victòria independentista lengany és majúscul
AGAINST	bugaderes filadores revenedores fabricants de puntes de collars i rosaris per encàrrec continuadores dels oficis dels marits difunts algunes de les dones dels s xvii i xviii sortien de la norma i actuaven demprenedores #donesdelborn #diadones #arqueoborn
NONE	aviat aviat més detalls ️
AGAINST	el veritable objectiu dalguns projectes polítics és destruir lautogovern de catalunya i degradar les seves institucions ajudans a defensar el que tenim i a construir un nou futur festen soci
FAVOR	bon dia a totes i a tots la ràbia i les ganes dacarnissament amb els nostres presos i repressaliats només sexplica per la vergonya que van passar lo i perquè no en tindran prou amb controlar sales pel darrera per aturarnos ens en sortirem
FAVOR	un trós més per lligar amb esc dolors monserdà es la noia que primer estiren dels cabells i foten cop de puny abans de llençarla contra el terra desgraciats fdp #oct #mamporreros
AGAINST	 la millor forma de sortir del pou és deixar de cavar
AGAINST	sha perdut la cultura de la pista exterior en el bàsquet de formació i és un error pel major nombre doportunitats que ofereix en un club i per aprendre el valor de les coses a través del sacrifici
AGAINST	paios no valen més que ni un ni milions vostè ha sigut diputat sap que és un congrés de diputats
FAVOR	es pot pensar diferent sobre quina és la millor estratègia dubtar dels tempos o de les prioritats però el que no pot ser és que ens tractin a tots dimbècils amb la camama del diàleg i el referèndum acordat no pot ser
AGAINST	 si tants problemes els genera el català ja saben què han de fer cap a valladolid
FAVOR	 tall de vídeo de l on la ens comenta alguna de les qüestions tècnique del #judicio
AGAINST	cs atura el decret per regular els vtc i lenvia al consell de garanties estatutàries creuen injustificada la extraordinària i urgent necessitat un nou atac al sector del taxi de la mà de lautoritat catalana de la competència de la conselleria deconomia erc
FAVOR	espectacular la declaració de que està deixant en evidència les mentides de la pregunta ha sido alguna vez detenido por sus ideas resposta sí en al intentar entrar una bandera catalana en el estadio olímpico #zasca
NONE	nissan torna a aprimar la producció a la planta de zona franca
NONE	manel castellví el dispositiu per a lo va resultar insuficient comptant els tres cossos de seguretat #judicitvcatràdio
FAVOR	no es prou difícil aconseguir la independència que a més lhem de fer estimant els que ens ha maltractat o empresonat i els seus còmplices necessaris perquè tothom sap que altres repúbliques com la francesa van començar a existir amb la guillotina de lamor i així anem
AGAINST	trobo interessant que molta de la gent que es queixa de que la sentència ja està escritaés gent que té també la seva pròpia sentència escrita en sentit contrari
FAVOR	divendres de protesta  #usvolemacasa #niexilinipresó #freetothom ️️️️ #freecatalanpoliticalprisoners #llibertatpresospolítics #llibertatpresospolíticsiexiliats #niunpasenrere
NONE	 el partit de carles aleñà #fcb joc de posició fantàstic preparat per tot
AGAINST	de dos milions que vàreu votar  et recordo que som milions i mig
FAVOR	enric casasses espanya per a catalunya és una presó no és que no vulguin la independència és que volen que siguem castellans i això és impossible
FAVOR	bona nit ja podem publicar la data de la declaració de #rogerespañol serà el dia de febrer a les h ens agradaria que puguéssiu acompanyarnos h #ciutatdelajustícia bcn moltíssimes gràcies per compartir #o #joacuso #totssomo #totessomo #onioblitniperdó
NONE	 dia del judici del procés resumit per judit perpinyà finalment ha sortit el responsable polític de loperatiu policial l doctubre #judicitvcatràdio
NONE	les declaracions dels acusats en el judici del procés independentista al tribunal suprem han perdut força interès aquesta setmana per als mitjans de comunicació amb seu a madrid
AGAINST	i on seria el punt avui sense col·locarlo a totes les escoles centres de salut geriàtrics oficines dentitats públiques
FAVOR	em sap greu amics però tot i q els presos polítics és defensaran molt bé i explicaran al món el q va passar la sentència està escrita queda clar quan veus aquests fiscals mentin duna manera tan descarada tant de bo mequivoqui seguim
AGAINST	 fixeuvos aixi és com ens manipulen cada dia la gent crida dimissió i ells diuen independència
NONE	 es reprèn la declaració de david pérez ibáñez secretari segon del parlament segueixla en directe vídeo àudio minut a minut #judicitvcatràdio
FAVOR	declaracions del ministre josé borrell des de new york no es pot lluitar contra imatges dalgú que vol votar i a qui la policia pega jo crec que al final es reconvertirà a la causa sobiranista 
FAVOR	camp del barça aquesta nit pell de gallina sencillament brutal  #independència #femxarxa #acampemastjaume #barcelona
FAVOR	jo votaré sempre lopció més independentista que mofereixin i el dia que no me nagradi cap hauré de posarmhi amb una de nova el que no faré és regalar representació catalana als partits que han exercit la repressió contra els catalans
AGAINST	 petita política és el q necessita la gent normal treballadora i tu et diu
AGAINST	per cert la dada definitiva sobre ladvocat andreu van den eynde amb qui comparteixo temes de trash metal sovint per aquígt
FAVOR	rosalia es una choni poligonera i te mil cops més educació que la pija uperdiagonal de la arrimadas més respecte amb les chonis poligoneres classistes de merda
AGAINST	la il·lustradora malaguenya quan zhou explica a #bcnvsodi com les lectures els viatges i la formació permanent fan trontollar els relats que sustenten les discriminacions #aturemrumors #xarxabcnantirumors
