Stance	text
NONE	follow #patriot thanks back #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow #semst
AGAINST	#prolife laws kill women real #feminists #prochoice calling #feminazi because argument #fem #semst
NONE	youre historian malice your hatred child astonishing #palin #semst
AGAINST	favor womens rights chose chose irrelevant #semst
AGAINST	life basic human right
NONE	please pray mercy #andrewchan #myuransukumaran #istandformercy #keephopealive #bali #semst
AGAINST	circumstances pregnancies vary thing unwavering human life #prolifeyouth #semst
NONE	courage living fear courage scared death thing anyway #semst
FAVOR	dear #bristolpalin stop justar fucking stop choices called #abortion take leave quitar whining #fem #semst
NONE	check putting nicely #margaretsanger #semst
AGAINST	murdering unborn child crudest formar contraception #catholic #christian #conservative #feminist #semst
AGAINST	god percent utilized wonderful gift choice #prochoice #semst
NONE	time make change boxing style style great defensar #beastmode #boxing #ximenez #semst
AGAINST	equality unborn babies equal chance life to#equalityfortheunborn #semst
AGAINST	demandar senate votar painful lateterm abortions voice hold senate accountable #bluemon #semst
AGAINST	unborn children rights #semst
AGAINST	this prophets #prolifeyouth #semst
AGAINST	constitution kenya clear abortion demandar illegal #fida #semst
NONE	scotus caused repression racism nation group people america #dredscott #marriage #semst
AGAINST	during abortion alive dead considered successful abortion #tcot #choselife #choice #semst
AGAINST	marriage equality start working equal rights unborn children #semst
NONE	selfish everywhere #birthcontrolhelpedme cheat wife found marriage destroyed #semst
AGAINST	they made marriage legal make abortion illegal what wrong world #adamandevenotadamandsteve #semst
AGAINST	when bring million black babies aborted pastar years people ofended #semst
FAVOR	#soprolife forçar texà carry pregnancies wont even produce life #semst
FAVOR	pregnant things change pretty quickly #backof #semst
AGAINST	pound baby murderer operation #baby #democrats #losers #semst
AGAINST	abortion legal months canada part #prolifeyouth #semst
FAVOR	some people ready child raped kids adopting #semst
NONE	side notar smtg wrong live accd beliefs #semst
FAVOR	live world people care religious rights consentir reproductive rights
NONE	feds puf puf pass #teambuck #warondrugs #semst
NONE	dude #freeshirt #abort #semst
AGAINST	justar laid abortion bioethics class #catholic
FAVOR	sadly health insurance pla cover abortions price high
NONE	convo #semst
NONE	know mocked expectar judgmentas enuf judge america #semst
NONE	asshat protesting disgrace entire womens rights movement live live #semst
AGAINST	bristol honest feelings relatar hope chose life #semst
NONE	great collejar training stevens point todaygen #wlcollege #semst
AGAINST	joining millions slaughtered unborn children robbed chose #cdnpoli #semst
AGAINST	give wrong abraham lincoln
FAVOR	either make people kids prepared makes sense
AGAINST	since killed abortion times number hitler considered responsible killing #semst
NONE	everyone disagrees mind damnar business #lovewins #semst
AGAINST	before #life #planets #stop #killing life #prolifeyouth #prolifegen #semst
AGAINST	alive months bornkills #semst
FAVOR	well women texas thank scotus #texas #semst
FAVOR	what great days american texan #scotus #lovewins #obamacare #semst
AGAINST	duty protect sanctity lifefrom cell division last #protectlife #pjnet #ctot #ccot #semst
FAVOR	dear religious right uterus church church uterus #semst
AGAINST	rock girl #abortionismurder #semst
AGAINST	#silence message mock #god stop #killing #generationyouth #semst
NONE	roberts scalia alito thomas hereinafter rscat #scotus #equality #semst
NONE	increases selfmutilation tattos piercing drugging overeating suicide violence #waleg #semst
FAVOR	bravo both beautifully explained hold #humantraficking bill #womensrights #righttochose #semst
AGAINST	#prolifeyouth chill dang proud human rights injustices treated lightly #prolifegen #semst
AGAINST	noticed abortion bornronald reagan #letthemlive #alllivesmatter #semst
AGAINST	this debate understanding human dignitywhat means member human familyeven tinyar powerless #semst
NONE	antivaxxers idiotic bunch seriously guys vaccinate your kids #stopsb #conformcomics #marvel #semst
NONE	sorry
AGAINST	since #roevwade #generation #aborted where #rightsyouthgen #semst
NONE	happy feast gianna beretta moll pray #semst
FAVOR	putting abortion choices women heart over yas #shahs
NONE	focusing things matter #isis #racism #imigration #chiefskingdom #semst
AGAINST	feel greatest destroyer peace today abortion mother teresa #semst
FAVOR	people pregnant choice people kids choice people uterus #semst
AGAINST	since lgbt comunity received equal rights time give equal rights unborn comunity #semst
NONE	solution #potus #scotus #tyranny #articlev #federalistpapers #scotuscare #gaymarriage #wtf #semst
NONE	congratulate knocked throw damnar shower #reprojustice #semst
AGAINST	abortion stand opinion mass cell #semst
AGAINST	video human being #prolife #semst
NONE	#semst
AGAINST	wife abortion young regrets #semst
AGAINST	#florida attorneygeneralbondi filar appeal judge grants aclu requestar temporarily halt requiring wait #semst
AGAINST	thanks gently spoken truth nation protect innocent #thefive #ccot #dnc #rnc #semst
FAVOR	also fuck woman body abortion texas #semst
AGAINST	happy feast gianna beretta moll pray #semst
FAVOR	give women rightful choice #semst
AGAINST	they slaying souls ofered son shed blod infant #augustine #psalm #semst
AGAINST	make #lovewins babies #semst
AGAINST	late termination opinion triplet babies bunch cell #semst
NONE	were moment kind intergenerational dialogar brings spotlighthealth #semst
AGAINST	#scotus decision homosexlitybased marriage carries moral authority pastar decision wade #antitruth #semst
FAVOR	teacher today basically embroyos skin blod abortion finar #smartlady
FAVOR	govt forçar chemo fetus live #julieborowski #reproductiverights #semst
AGAINST	remind love means give hurts mother teresa
FAVOR	#yourbody #choiceyouthgen #semst
NONE	callar evil god god evil isaiah #scotusmarriage #semst
AGAINST	duty protect life unborn child ronald reagan #ccot #gop #semst
AGAINST	there stigma butchering preborn children horrendous crime humanity #murder
AGAINST	democrats against personhod perceive legislation recognize #personhod always #colorado #semst
AGAINST	life louder three hear four moreyouth #semst
AGAINST	despair grandchildren luxury item #catholic #semst
AGAINST	justar remember living family waiting #adopt aborted baby #semst
AGAINST	generation missing changed change future #prolifeyouth #semst
