Stance,text,predicted,true
NONE,when #praytherosary forget #prayforpersecutedchurch #prayforisrael #prayforukraine,2,2
NONE,manila tvmonday #pacquiao appeals dont executar #maryjaneveloso #deathrow #drugtraficking #christian,0,2
AGAINST,acceptar mother kill child people kill another #semst,0,0
AGAINST,true equality bornar #semst,0,0
NONE,prayers wishes catherine sienna wednesday will #eastertide glorious mysteries usual #semst,0,2
FAVOR,fetus inside shut love #semst,0,1
NONE,problem then faith #gaystapo #socialism,0,2
FAVOR,your life body choice #womenshealth #womensrights #semst,1,1
AGAINST,analogy current time frame abortion compromise #semst,0,0
AGAINST,woman conceive proudly reconsiderar killing #prolifeyouth #semst,0,0
FAVOR,corner thickerskinned feminist shit personal #mybodymyrights #semst,0,1
NONE,oops bristol pregnant candir waste paid what send #semst,2,2
NONE,smash head solidar wall made steel time shore honay #urchoice #semst,2,2
NONE,what postinor popularly #semst,2,2
NONE,guarantee destroyed trust #semst,2,2
NONE,terrible golf couple days goa notar #semst,2,2
NONE,#wrp personhod federal #motion #semst,0,2
NONE,wade prevented biggest crime spree predicted history guns there criminal werent #gunsense #semst,0,2
NONE,step forward direction #semst,2,2
FAVOR,forced reproduction human rights violation #feminism #abortionrights #semst,0,1
AGAINST,guess means happy prolife aborted children #hypocrisy #semst,0,0
AGAINST,understand people prochoice life life matter weeks years #semst,0,0
FAVOR,thanks antichoicers women dealing face prosecution #semst,0,1
FAVOR,great women forçar give birth wills #rapeculture #semst,1,1
AGAINST,prochoice meaningless mean stand chose kill #semst,0,0
AGAINST,controlar ona body license killyouth #semst,1,0
NONE,today catch basketball campar #work #youthbuilding #thejourney #semst,2,2
AGAINST,#prolifeyouth human life womb valuable human life womb #semst,0,0
AGAINST,democrats gave chilling reply asked support aborting pound babies #semst,0,0
FAVOR,lok antichoice strongly pregnant peoples human rights homophobic shocker #semst,0,1
AGAINST,ginsburg supports death penaltyie #semst,0,0
AGAINST,word antiabortion protestors calmer buying pride colour yarn friend haberdashery #semst,0,0
NONE,being #gay #choice justar #semst,0,2
AGAINST,bacteria considered life mar heartbeat considered life earth #heartbeat #semst,0,0
AGAINST,dear #scotus deemed constitutional defend rights people ruling abolish abortion #semst,1,0
FAVOR,baby body decision efect life business #semst,0,1
FAVOR,opinion choice hands women personar directly afected #semst,1,1
FAVOR,adding progress week supreme court allowing texas abortion clinics stay open #scotus #semst,0,1
FAVOR,confuse right life righttousesomeonesbodywithoutconsent #rapeculture #semst,0,1
AGAINST,mother advice daughter abort shame responsibility advice #itsnotonitsnotsafe #semst,0,0
NONE,dear nuns advocacy paying weird #war #iraq #deathpenalty #taxespayforthisto #taxpayerpride #semst,0,2
FAVOR,choice mark #profeminist #semst,0,1
NONE,every god christian make unworthy those people health insurance because jesus #redstate #tcot #semst,0,2
FAVOR,happiness #semst,2,1
FAVOR,prolifers health rights #semst,1,1
AGAINST,your body belongs belong church state embryo #semst,1,0
AGAINST,children greatest blessing bestowed woman popar franci #lifeisagift #semst,0,0
AGAINST,prolife abortion taking life #choselife #christians #prolife #semst,0,0
NONE,another scotus decision agree with time death penalty together #semst,0,2
AGAINST,#prolifeyouth life begins conception #semst,0,0
FAVOR,explain medical procedure leaves patient healthy happy killing #semst,0,1
AGAINST,theres protecting unborn eagles humà noticed billion eagles around #semst,0,0
AGAINST,rise shine alive thank precious life #christian #catholic #teamjesus,0,0
NONE,manipulation disguise evil outcome ugly dors satan forms fake love #semst,2,2
AGAINST,#donrients people killed guns people died daily #abortion #semst,1,0
NONE,america focus real issues #starvingchildren #abuse #nationaldebt #terrorism #semst,0,2
FAVOR,bodily autonomy describe fetus takes #semst,0,1
AGAINST,time #voice #voiceless stand #unborn #alllivesmatter #prolifeyouth #choselife #semst,0,0
AGAINST,clear daylight abortion crime ghandi #prolifeyouth #semst,0,0
AGAINST,dont deal #semst,2,0
NONE,follow #patriot thanks back #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow #semst,2,2
AGAINST,#prolife laws kill women real #feminists #prochoice calling #feminazi because argument #fem #semst,0,0
NONE,youre historian malice your hatred child astonishing #palin #semst,0,2
AGAINST,favor womens rights chose chose irrelevant #semst,1,0
AGAINST,life basic human right,0,0
NONE,please pray mercy #andrewchan #myuransukumaran #istandformercy #keephopealive #bali #semst,0,2
AGAINST,circumstances pregnancies vary thing unwavering human life #prolifeyouth #semst,0,0
NONE,courage living fear courage scared death thing anyway #semst,0,2
FAVOR,dear #bristolpalin stop justar fucking stop choices called #abortion take leave quitar whining #fem #semst,0,1
NONE,check putting nicely #margaretsanger #semst,0,2
AGAINST,murdering unborn child crudest formar contraception #catholic #christian #conservative #feminist #semst,0,0
AGAINST,god percent utilized wonderful gift choice #prochoice #semst,0,0
NONE,time make change boxing style style great defensar #beastmode #boxing #ximenez #semst,0,2
AGAINST,equality unborn babies equal chance life to#equalityfortheunborn #semst,0,0
AGAINST,demandar senate votar painful lateterm abortions voice hold senate accountable #bluemon #semst,0,0
AGAINST,unborn children rights #semst,0,0
AGAINST,this prophets #prolifeyouth #semst,0,0
AGAINST,constitution kenya clear abortion demandar illegal #fida #semst,0,0
NONE,scotus caused repression racism nation group people america #dredscott #marriage #semst,2,2
AGAINST,during abortion alive dead considered successful abortion #tcot #choselife #choice #semst,0,0
AGAINST,marriage equality start working equal rights unborn children #semst,0,0
NONE,selfish everywhere #birthcontrolhelpedme cheat wife found marriage destroyed #semst,2,2
AGAINST,they made marriage legal make abortion illegal what wrong world #adamandevenotadamandsteve #semst,0,0
AGAINST,when bring million black babies aborted pastar years people ofended #semst,0,0
FAVOR,#soprolife forçar texà carry pregnancies wont even produce life #semst,0,1
FAVOR,pregnant things change pretty quickly #backof #semst,2,1
AGAINST,pound baby murderer operation #baby #democrats #losers #semst,0,0
AGAINST,abortion legal months canada part #prolifeyouth #semst,0,0
FAVOR,some people ready child raped kids adopting #semst,0,1
NONE,side notar smtg wrong live accd beliefs #semst,0,2
FAVOR,live world people care religious rights consentir reproductive rights,1,1
NONE,feds puf puf pass #teambuck #warondrugs #semst,0,2
NONE,dude #freeshirt #abort #semst,0,2
AGAINST,justar laid abortion bioethics class #catholic,0,0
FAVOR,sadly health insurance pla cover abortions price high,1,1
NONE,convo #semst,2,2
NONE,know mocked expectar judgmentas enuf judge america #semst,2,2
NONE,asshat protesting disgrace entire womens rights movement live live #semst,2,2
AGAINST,bristol honest feelings relatar hope chose life #semst,0,0
NONE,great collejar training stevens point todaygen #wlcollege #semst,0,2
AGAINST,joining millions slaughtered unborn children robbed chose #cdnpoli #semst,0,0
AGAINST,give wrong abraham lincoln,0,0
FAVOR,either make people kids prepared makes sense,2,1
AGAINST,since killed abortion times number hitler considered responsible killing #semst,0,0
NONE,everyone disagrees mind damnar business #lovewins #semst,0,2
AGAINST,before #life #planets #stop #killing life #prolifeyouth #prolifegen #semst,0,0
AGAINST,alive months bornkills #semst,0,0
FAVOR,well women texas thank scotus #texas #semst,0,1
FAVOR,what great days american texan #scotus #lovewins #obamacare #semst,2,1
AGAINST,duty protect sanctity lifefrom cell division last #protectlife #pjnet #ctot #ccot #semst,0,0
FAVOR,dear religious right uterus church church uterus #semst,0,1
AGAINST,rock girl #abortionismurder #semst,0,0
AGAINST,#silence message mock #god stop #killing #generationyouth #semst,0,0
NONE,roberts scalia alito thomas hereinafter rscat #scotus #equality #semst,0,2
NONE,increases selfmutilation tattos piercing drugging overeating suicide violence #waleg #semst,0,2
FAVOR,bravo both beautifully explained hold #humantraficking bill #womensrights #righttochose #semst,2,1
AGAINST,#prolifeyouth chill dang proud human rights injustices treated lightly #prolifegen #semst,0,0
AGAINST,noticed abortion bornronald reagan #letthemlive #alllivesmatter #semst,0,0
AGAINST,this debate understanding human dignitywhat means member human familyeven tinyar powerless #semst,0,0
NONE,antivaxxers idiotic bunch seriously guys vaccinate your kids #stopsb #conformcomics #marvel #semst,2,2
NONE,sorry,0,2
AGAINST,since #roevwade #generation #aborted where #rightsyouthgen #semst,0,0
NONE,happy feast gianna beretta moll pray #semst,0,2
FAVOR,putting abortion choices women heart over yas #shahs,0,1
NONE,focusing things matter #isis #racism #imigration #chiefskingdom #semst,2,2
AGAINST,feel greatest destroyer peace today abortion mother teresa #semst,0,0
FAVOR,people pregnant choice people kids choice people uterus #semst,1,1
AGAINST,since lgbt comunity received equal rights time give equal rights unborn comunity #semst,0,0
NONE,solution #potus #scotus #tyranny #articlev #federalistpapers #scotuscare #gaymarriage #wtf #semst,2,2
NONE,congratulate knocked throw damnar shower #reprojustice #semst,0,2
AGAINST,abortion stand opinion mass cell #semst,0,0
AGAINST,video human being #prolife #semst,0,0
NONE,#semst,2,2
AGAINST,wife abortion young regrets #semst,0,0
AGAINST,#florida attorneygeneralbondi filar appeal judge grants aclu requestar temporarily halt requiring wait #semst,0,0
AGAINST,thanks gently spoken truth nation protect innocent #thefive #ccot #dnc #rnc #semst,0,0
FAVOR,also fuck woman body abortion texas #semst,1,1
AGAINST,happy feast gianna beretta moll pray #semst,0,0
FAVOR,give women rightful choice #semst,1,1
AGAINST,they slaying souls ofered son shed blod infant #augustine #psalm #semst,0,0
AGAINST,make #lovewins babies #semst,0,0
AGAINST,late termination opinion triplet babies bunch cell #semst,0,0
NONE,were moment kind intergenerational dialogar brings spotlighthealth #semst,0,2
AGAINST,#scotus decision homosexlitybased marriage carries moral authority pastar decision wade #antitruth #semst,2,0
FAVOR,teacher today basically embroyos skin blod abortion finar #smartlady,0,1
FAVOR,govt forçar chemo fetus live #julieborowski #reproductiverights #semst,1,1
AGAINST,remind love means give hurts mother teresa,0,0
FAVOR,#yourbody #choiceyouthgen #semst,2,1
NONE,callar evil god god evil isaiah #scotusmarriage #semst,0,2
AGAINST,duty protect life unborn child ronald reagan #ccot #gop #semst,0,0
AGAINST,there stigma butchering preborn children horrendous crime humanity #murder,0,0
AGAINST,democrats against personhod perceive legislation recognize #personhod always #colorado #semst,2,0
AGAINST,life louder three hear four moreyouth #semst,0,0
AGAINST,despair grandchildren luxury item #catholic #semst,0,0
AGAINST,justar remember living family waiting #adopt aborted baby #semst,0,0
AGAINST,generation missing changed change future #prolifeyouth #semst,0,0
AGAINST,both democrats #islamicstate murder dismemberment diference victims #isis #semst,0,0
AGAINST,cofee nose windpipe time nose #thoughtiwasgonnadie #semst,2,0
AGAINST,make reproductive choices recieve safe medical treatment stigma #semst,0,0
AGAINST,some bitches scared kill cockroach house quick kill baby #semst,0,0
AGAINST,#thingsyoudontsayasapolitician personally opposed #abortion abortion wrong period youth #semst,0,0
AGAINST,abortion laws designed make harder abortion abortion murder #semst,0,0
AGAINST,equal rights mankind #unborn #lovewins #followthrough #scotus #roevwade #science #semst,0,0
AGAINST,progressive resolve problems eliminating human life #popefrancis,0,0
AGAINST,adopting child costar aborting #adoptionclini #semst,0,0
AGAINST,messed being outraged legal distribute images abortion finar abortion legal #notrudeau #semst,0,0
AGAINST,govt suprem saved gays save babies next #semst,2,0
AGAINST,surprised #scotus ruling marriage isnt government agency legalized murder #semst,0,0
AGAINST,life fact weeks pregnancy baby begins sigh yawn #lifefact #semst,0,0
AGAINST,about millions aborted children lets #lovewins #semst,0,0
NONE,#blacklivesmatter protesters wdrather spray pair #confederate symbols concern millions black lives lost #semst,0,2
FAVOR,people abortion prochoice people uterus prochoice people kids #semst,1,1
FAVOR,praise district court judge larry hendricks blocking ridiculous antiabortion kansas #semst,2,1
NONE,make decisió harass godbye #freedom #semst,0,2
NONE,ser minar days expectar back days quick turnaround great customer service #semst,2,2
FAVOR,breda obrir strikes again people woman carrying child make decisió #amnesty #semst,0,1
FAVOR,what diference baby onion criar chop baby hajaja love dead babies #babies #semst,0,1
NONE,#scotus ruled for threw hands supported #lovewins #semst,2,2
NONE,meme reddit thread earth #ageofultron #lifeadvice #protip #propeller #propane #andpropaneaccessories #semst,0,2
FAVOR,against abortion free birth controlar clinics por #semst,0,1
AGAINST,legal abortion murder wrong #abortionismurder #healthcare must #semst,0,0
NONE,listening speak work leading #womensrights without frontiers inspiring #semst,2,2
AGAINST,love #liberals accuse #conservatives women fundar,0,0
AGAINST,people demandar stay vaginas demandar legitimize bedroms curious #lovewins #semst,2,0
AGAINST,planted garden pull plant chance bear fruitar #semst,0,0
NONE,once bornar #semst,0,2
AGAINST,ohio secretly restrictive texas #antichoice laws #traplaws #semst,0,0
AGAINST,dont children deserve chances unborn children #semst,0,0
AGAINST,fetus oppose #prolifeyouth #semst,0,0
AGAINST,doubt clothed pregnancy occurred #semst,0,0
NONE,girls boys girls #semst,0,2
NONE,oppressive women #semst,1,2
AGAINST,discussed business calculates risk factor drew attacking #spacex inferring life risk invoked #semst,0,0
AGAINST,unborn human lives completely human alive conception abortion kills #semst,0,0
AGAINST,hypocrisy campaign animal rights choice #semst,1,0
NONE,praying innocent lady shes victim hope execution proceed #notodeathpenalty #savemaryjaneveloso #semst,0,2
AGAINST,patient advocate stephen casey texas center defensar life strongly supports #txlege #semst,0,0
AGAINST,whoa whoa whoa care pregnant life involved,0,0
AGAINST,god point heart starts beating days conception alive conception #semst,0,0
AGAINST,freedom murder baby limb limb change subjectar melibertarian #semst,0,0
NONE,dont obama controlar your actions progressiu destroyed black comunity #lbj #clintons #drugs #semst,0,2
FAVOR,they health they happiness they being #semst,2,1
AGAINST,callar #extremist #dismembering babies wrongyouthgen #semst,0,0
NONE,heard times tweeted kids #semst,2,2
AGAINST,amnesty advocates child murder #semst,0,0
FAVOR,they safety #semst,2,1
FAVOR,dehumanizing dehumanizing pregnant personar theyre walking incubators rights #semst,1,1
FAVOR,every sperm apparently sacred entitled someones body #rapeculture #worstargumentever #semst,0,1
AGAINST,rights responsibilities bodily autonomy responsibility care unborn child #prolifeyouth #semst,0,0
AGAINST,answer #crisis #pregnancy eliminate crisi #childyouthgen #semst,2,0
AGAINST,mzwakhe mbuli doctor nurses paid assassí kill unborn babies give fancy #semst,0,0
NONE,supreme court justices firar week #lovewins #semst,2,2
FAVOR,#clinic morning chase antichoice nutters harassing patients #semst,0,1
AGAINST,everybody unborn right #semst,0,0
NONE,spend cara animal charity #laudatosi #semst,2,2
NONE,#abstinence proponent #bristolpalin pregnant child conceives #humility #mirthcontrol #birthcontrol #semst,2,2
AGAINST,nation kills children futureon abortion john paul #semst,0,0
FAVOR,elses body consentir #rapeculture #semst,1,1
AGAINST,#peoplesdebate juvenile hysterics woman killing babies bodily autonomy people dying neglect lets #vinb #semst,0,0
AGAINST,abortion wrong side history healers inventor artists wife husband friend eliminated #semst,0,0
NONE,ridiculous hour #protectthezone #alabama #semst,2,2
NONE,deepseated cultural coda religious beliefs structural biases changed what #semst,2,2
FAVOR,complications types medical procedures procedure banned #dealwithit #semst,0,1
AGAINST,time decision isnt dificultar dont #antichoice guilttrip people #semst,0,0
AGAINST,abortion political issue moral issue #catholic #christian #conservative #semst,0,0
AGAINST,world waking fact killing babies wrong matter what #prolifeyouth #semst,0,0
AGAINST,love wins didnt love abortion unborn babies deserve love #semst,0,0
AGAINST,god thing #dup consistently murder wrong murderstill #semst,0,0
AGAINST,walk pastar bunch aborted babies union peripheral #semst,0,0
AGAINST,estimated ozzie abortions vulnerable unwanted unlife there value respectar life #deathpenalty #semst,0,0
AGAINST,celebrates equality unborn babies killed today lets talk real inequality #lifeequality #semst,0,0
AGAINST,mothers womb safe guess churches specifically black #whoisburningblackchurches #semst,0,0
AGAINST,your life worth dont compassionate politicians doctor friends otherwise matter #semst,0,0
