LABEL	preprocessing_A
NEUTRAL	puxadinhos passaram anos formando militâncias organizadas total apoio jornalistas classe artistica tomaram cultura escolas universidades criaram foro paulo nunca unica reclamação midia porcar sera
FAVOR	reino unido iras enterando puigdemont consellar republica tienen puertas abiertas westminster
AGAINST	xenofobos separatistas fabricar nacionalistas signar contrariar inevitable reaccionar indignacion cuando tienes soportar durante años como coartan libertades derechos nombrar republica excluyente
FAVOR	diras reva quien respeta simbologia otros curiosidad cual pueblo cuna democracia donde siempre hace todo formar ejemplar tolerante
FAVOR	arrimadas habla tirania venezuela #lnarrimadas haiti guatemala arabia saudi siria quatar alli
FAVOR	patriota llevar trapo colorar patriota querer presentar futuro dignar parar tod@s donde desigualdades tengan cabida #lapatriasonpersonas
FAVOR	democracia patentar corso parar ilegalidad dijo liderar partido condenado corrupcion desde despacho pagado dinero negro
AGAINST	pres politicos nelson mandela euskalherria califican partidarios independentismo catalan peores asesinos banda terrorista recordemoslo abril quien buscar pactar basura
NEUTRAL	datos lista forbes aunque este social remontado mercados bursatiles sufrio fuerte caida
AGAINST	recuerdo director puntar girgo xirgo diciendo ayer anunciar referendum sacaron internet nadie habia enviado parar insertarlo valientes cobardes delante juez
NEUTRAL	bolsonaro tomou decisão correta demitir exministro bebianno
AGAINST	directe cruel pero veritat desaparicion cristianismo cataluña regalos hecho nacionalismo padres ideologia utilizaron
FAVOR	diselo otros medios indepes indepes
FAVOR	franquismo durar puro descendientes herederos facismo genocida vale democracia democracia ciudadana frenar cortijo quieren sumision desmanar vivir ellos
FAVOR	todos contra podemos donde podemitas parar defender dignidad mujeres hombres este pais yovoy huelga votare unidas podemos
FAVOR	pedimos republica #feminismoyrepublica ️ mujeres #republica clar campoamor
FAVOR	persona esta sujeta responsabilidad frase resumir perfeccio regnar despanyar #fakejustice #joacuso
FAVOR	palabras comuna diccionario #neolenguaespañolista adoctrinamiento todos aquellos sean indepes estar adoctrinados legalidad sant sagrat unidad españa
FAVOR	sentaban suelo entrelazaban brazos parar impedir paso policias todo tipo violencia #trapote #judicio #judiciproces
AGAINST	puchi golfo tienes verguenza fugado mejor callate acepta ser golpista cobarde huevos
FAVOR	urgencias octubrar pacientes esperando cama desde pasillopero peor esperando silla ruedas camilla ambulanciaquedando esta inoperativaes vergüenza
FAVOR	independentistas acusan psoe version falsar reuniones
FAVOR	pedro sanchez advierte seguir habiendo viernes sociales españa cabemos tod@s cabe dios #laespañaquequieres
FAVOR	momento conozco ninguno este carcel golpe octubrar veremos cuanto tardan amnistiarlos
FAVOR	como definiriais alguien salar callar parar gritar contra dialogar desea metan carcel politicos catalana mismo tiempo sude castor bankia caixa catalunya
FAVOR	pua cuando cuenta mentido liderar indepes pasar fatal siento
FAVOR	policia impidio referendum mosso requisaron urnas cerraron colegios violenciala vino impedirvino repartir leña generar miedo parar salieramos votar pero somos pueblo luchador parar miedos damos miedo
AGAINST	#fakenews cuperas cuanto odiar llevar dentro parar tener hacer montajes estar acostumbrados vivir erario publicar ante posibilidad perderlo tener madrugar parar ganarse hacen cualquier cosa
AGAINST	rajoy declarar testigo juicio golpistas febrero
FAVOR	conseller referendum apelar democracia respetar tiene nombrar anarquia esto propone consecuente dimita usted tendencia anarcocapitalista donde libertad existe primordialmente parar hacer negocios
FAVOR	puedes reir todo quieras seguro final aqui unos años quedareis pais fascista seure injusticia cataluña habra independentistas unos cuantos martires reireis tanto cuando seamos
NEUTRAL	imprensa querar marginalizar redes sociais jornalistas tendenciós conseguem mais impor suas narrativas fizeram longo anos trairar apoiaram toda destruição pais prol ideologia dinheiro publicar abundante
AGAINST	mientras arrecian criticas sesudos analistas politicos normalmente asustarian politico españoles multiplican whatsapps post facebok twitter contando porcar crear esta haciendo puto madre jodan cabrones
NEUTRAL	padre expulsar pelar papar estuprar exfreiras elogiado eduardo bolsonaro
NEUTRAL	manar surreal efeito pessoa podar causar nossa vida
NEUTRAL	bolsonaro poderia descobrir curar câncer pegar midia negociar maioria população acha absurdo adultos mijando boca adultos meio ficou calar anos anos agora alguem gritar pelar maioria silenciós
FAVOR	este pais vivimos esta democracia dicen tenemos encarcela rapero injurias coronar principiar libertad expresion presunta corrupcion emerito investigar porcar comparte
AGAINST	impone masoquismo catalunya politicos indepes optan otro largo durar lugar millones parar catalunya palo parar totalidad pueblo catalan indepes constitucionalistas cobrado ellos afecte
FAVOR	huerfanos politicos visionar estrategica casi doce participantes consultar cridar podrian preguntar convocar consultar
NEUTRAL	tras gatillazo independentistas llevan largo comportandose votantes padres timoratos saber deben explicar niños creciditos reyes magos parar poder volver hacer politica acaban encontrar momento
FAVOR	esto noticiar noticiar algo nuevo inesperado esto mismo siempre asco lado alas violadora otro #thisistherealspain #lamanadallevatoga
FAVOR	violencia nudo europa todo parado popar economicos queman telefonos merkel macron tusk juncker tendre ciatica sanchez dira dado golpe estado rotar convivencia constitucion ahora sera verdad
FAVOR	sabado atocha cibeles madrid moviliza contra represion pueblo catalan libertad todxs presxs exiliadxs politicos derecho decidirlo todo #llibertatpresospolitics #nohaydemocracia #autodeterminacionoésdelicte
FAVOR	bego mujer pedro colchonetti sanchezesta pasando momento tiene tremendo acojone deja vivir augusto tictacel chollito terminar pierden eleccionesa ell costar encajarlo terapias #eleccionesvotoderechas
AGAINST	prometre aqui esta todo esplendor pablo iglesias justificando muertes iran cambio dinero parar cambio politico manar chavez maximo #eleccionesvotoderechas #siguemeytesigovox
FAVOR	independentistas catalana somos gente sabemos sido sufrir atentados hemo llorado victimas hemo solidarizado ellas confunda nosotros somos pacificos aqui unica violencia venido guardia civil policias
AGAINST	bipartidismo aprende nacionalismo casado comete mismos errores pactaba pujol convergencia solar leal cuponazos regalan #ppsoe conjuntar españoles abramos nueva etapa
FAVOR	aqui resume politica #trifachito aplicar continuar generalitat aplicar continuar erario publicar aplicar articular lomu andaluz siento mucho peticionar clases populares
FAVOR	dice sanchez indepes decidido parado años tengan derecho cobrar desempleo habla autodeterminacion pero solar igualar cierto inverso gobierno antepuesto hablar autodeterminacion derecho
AGAINST	verdad entiende celebrar referendum resultado seriar menos entiende acepta relator parar mediar igualar hable acuerde menos soberania pueblo español esta siendo vendida traidor
AGAINST	razon montero pero problema pareja marcar galapagar pasado años dando lecciones demas politicos gastaban dinero parte frase celebrar siempre vivire vallecas choca
NEUTRAL	marchas multitudinarias oposicion numerosas ciudades multiplicar repudiar usurpador
FAVOR	oriol nunca habia oido hablar documentar enfocar cuando parecio documentar extravagante #judicitvcatradio
AGAINST	#apuntaminombrevox respuesta redes peticionar juez serrano isabel valdes pilar álvarez sociedad pair
AGAINST	manel castellvi exjefe informacion stasi heterogeneos transversales tejido asociativo nacionalista espiado ciudadanos solar constitucionalistas solar faltar decir hermanitas caridad
AGAINST	proetarras advierten pedrosanchez tenir nuevo llavar parar gobernar tras esta claro votar psoe poner golpistas proetarras chavistas frente gobierno españa
AGAINST	crear sanchez haya rendido anta separatistas pero estoy convencido tiene otra oportunidad volvera
AGAINST	mañana vamos bruselas porcar tenemos hacer gobierno españa hace hablar prensa internacional verdad esta ocurriendo cataluña importante mensaje constitucionalista llegar europa #lnarrimadas
AGAINST	querida elsa hablara forcadell virtudes extremera estarias desafiante verias verdader llenaros bolsillo pamplina independencia creeis ninguno vosotros engaña bobos
AGAINST	parece orgulloso amenazar turno palabra pleno distrito mientras afilar colmillos hace otras cosas poco utiles desde ciudadanos seguimos trabajando parar mejor sociedad tanto barcelonès català española europeu #nonoscallaran
AGAINST	lazo pres simbolo independentista aixo democracia demas cuentos indepes progres tragado enteritos
FAVOR	dir independentismo quitado careta franquismo
AGAINST	donde quedar societat civil català plantaba car nacionalismo titubeos ahora rinden piessiguiendo indicaciones eliseo fomentando cordon sanitario hacia cataluña seguiremos pesar vuestro
AGAINST	alarmar ciudadanos cesiones sanchez separatismo
AGAINST	locos siempre dicen verdad testimonios ayer exsecretario nieto letrado mayor parlament secretario metre tumbaron toda defensar golpistas bendito ayer detallaron hechos formar clar
AGAINST	dicen indepes tantas cosas dicen aixo democracia quiera comprar discurso heure
AGAINST	exconsejero catalan interior joaquim forn defiende #juicioproces compatible impulsar referendum hacer cumplir orden judicial parar evitarlo
AGAINST	nunca creido borrell pesar tenido algunas intervenciones excelentes relacionar golpistas catalana pero todo expresidente parlamentar europeo este merced infamar psicopata lamentable
AGAINST	parar seguidored votantes seguimos todos tenemos unir fuerzas parar derrotar enemigos españa comunistas golpistas etarras sigo todos #yovotovox #siguemeytesigovox
NEUTRAL	essa edição protagonismo essa edição enredar historiar narratiu parar prender publicar pior historiar falo tranquilidade #bbb
NEUTRAL	disse frota voluntariado parar invadir venezuela
FAVOR	pablo hasel solidaridad abimael guzman pres politicos peru
FAVOR	quien decir seguirian haciendo #goya dictadura aparentar normalidad ante todo #thisistherealspain dictadura refiero democracia imperfecte
FAVOR	casado llama sanchez felon dice mayor peligro parar continuacion democracia españa terminos esta justificando cualquier acto violentar produzca contra sanchez parar salvar nacion
FAVOR	einstein barcelona años dijo nacionalsocialista campalans llamense catalanistas hasta golpe estado posmoderno digo
NEUTRAL	sabí convidar puigdemont quimtorra artadi carnaval cadi suar
AGAINST	jajaja podemospartido quiere sacar perezreverte sera parar puesto ocupar portavoza cuanto inculto demagogo payaso anda vestido morado #eleccionesvotoderechas
FAVOR	parar autenticos intelectuales este pais problemas politicos cotidianos importan mejor dicho demasiado mediocre verdad parar refinar sapiencia pasan prefieren discutir hablar eruditas lecturas ultimar moda intelectual
AGAINST	españa pres politicos politicos pres saltarse constitucion estado derecho viene siendo golpe estado toda vida
FAVOR	ines arrimadas afirmar llevar escoltar porcar cataluña porcar sabemos pasa cataluña #tvmanipula realidad cataluña desde hace años todos jefes oposicion llevan escoltar
AGAINST	#trapote cortando carreteras #oct coaccionar agresion quienes protestan barricadas interrogar letrado #pina gustar complecerle #juiciodelproces
AGAINST	estas apoyando gobierno estas apoyando unos presupuestos parar unos ciudadanos parecera politica comadreo politicos esta parar servir ciudadano entiendes diferenciar
FAVOR	indepes catalana encendimos llama fuego republicano pedimos colaboracion republicanos españoles dejaremos solo hicimos anta haremos ahora
AGAINST	politicos presentan parar salir ejercer oposicion ejercer oposicion manuela manuela solar quiere alcaldesa sorites
AGAINST	cosa parecemos haber entendido indepes podido hacer néixer haber otras tomemos seriar tarea desactivar nacionalismo ultrar todo
FAVOR	feminismo arrimadas liberal considerar cuerpo mujer puede sometido oferir demandar fuera trozo carne patas probablemente tenga consideracion bienestar animal#motivos #hacialahuelgafeminista
AGAINST	guardiola vuelve apoyar politicos pres catalana
AGAINST	fiscal entonces todo timo parar seguir chupando presupuesto realidad habian preparado néixer declararon ningun independencia turull basicamente tengo culpar votantes sean idiotas processista hajaja quin zasca granar turull
AGAINST	metre rufian pasado decir metre dejaria congreso liderar lista proximas elecciones generala monedas plata
AGAINST	psoe necesitara votos parar gobernar crear aceptaria imposible porcar saltado constitucion estatut separatistas ademas votan millones personas justiquen haya seducirles
FAVOR	crear independencia violar derechos fundamentales mezclemos entiendo estado derecho permite partido politico ultraderechista enalzamiento fascismo diario aleman hecho noticiar
AGAINST	entendido explicado comportamiento arrimadas nivel cataluña dice solar barcelona podremos votarla ciudadanos necesita cataluna malos resultados adios
FAVOR	solucionar factible constitucional democratica reconocida internacionalmente consiste dejar gente votar parar decidir libremente futuro mantener fuerza contra voluntad pueblo estado tiene nombrar tirania #freecatalanpoliticalprisoners
FAVOR	esperaba fuese asqueroso pero superado chalecos antibala rajados puntar puntar patadas cabeza policias independentismo violentar todo mundar sabe mentir incendiar vergonyós
AGAINST	cheneralitat amigos estar acostumbrados mafieta haya separacion poderes chordi xanxez olvidado españa democracia dictado sentenciar absolutoria parar esperar juez puede sacar cortijo
AGAINST	bastar cuando gustar escucha #juicioproces saltan hacer tertulia
AGAINST	quejabas jefe daba catalula manos independentistas ahorramos
FAVOR	cuantos cargos representantes politicos hecho puertas giratorias pua tantos cabre caracteres queremos acabar corrupcion abús poder evidente acabar puertas giratorias #stoppuertasgiratorias
FAVOR	acabar votar ratificando candidato presidencia gobierno dando #referendumiu ratificacion acuerdo convergencia parar #eleccionesgenerales votando #lafuerzadelocomun #primariasiu
AGAINST	carmen calvo comparece moncloa calidad vicepresidenta criticar partidos politicos usar formar partidaria cataluña puede lamentable
AGAINST	crear encimar algunas personas rien gracias ricos juegan politicos dioses
FAVOR	esta controlandose esto verguenza preguntan forn documentos impugnados defensas cuales tribunal pronunciado esto esta viendo europa #judicifarsa
AGAINST	ortega smith deja aterida podemita avisarle pasara socios golpistas irrupcion
FAVOR	esta españa elegir sera elegir proximo abril mayo concejala dejo sobornar minoria todo entornar dice tonta democracia ganan mayorias piensalo tienes ratito
NEUTRAL	empece comentar mundial brasil hasta
NEUTRAL	pior carnaval existir ficando velho muito ruim mesmo
FAVOR	diario aleman criticado contundencia maner traslado pres presas politicas
AGAINST	acabaramos intentar traicion sumision separatismo anteriormente justificar ahora heure favor irse pastar
FAVOR	parece aqui hablan vuestros cuando aplicais decada corrupcion despilfarro comunidad madrid bajo gobiernos
FAVOR	progres solar mencionan torturar franco despues tantos beneplacito marlaska garzon contarlo implicar reconocer hubo ruptura fascismo
AGAINST	cuentas separatistas twitter identificando toro fotre todo témer mientras declarar supr
FAVOR	solar interpretar otras cosas sino miente bellaco porcar ofendido porcar devuelto presupuestos precisamente votar presupuestos socios participaron aplicando catalunya decir ciudadanos
FAVOR	encantar cuando unionistas sacan ranking parar justificar españa democracia avanzada repito españa restar estados democracias acercan cierto tengo ningun odiar españa contrariar
AGAINST	mosso citaron secretar parar crear catalan software inteligencia #jacobialcalde #barcelona #españa
FAVOR	resistencia organizada pasiva inteligente mundar como decia ghandi violencia colaboracion hasta ustedes tengan sabiduria verlo #republicacatalana
AGAINST	anoche reportaje telediario formar bastante efusiu dijo este semana waterlo decirle puigdemont republica existe viaje bruselas enterado
NEUTRAL	podar processar falar danrley saber entrar #bbb minimo metre anta manipulou suas redes sociais incorporou papel vendedor picolar favelado estuda federal arrumou namorada fake estudou programar montou script #redebbb
FAVOR	#thisistherealspain gobierno boicotea cobertura juicio
AGAINST	comision parlament contra resultado nuestra tradicion antimonarquica semilla republica construimos cataluña sera republicà sera otro atacar jefe estado gobierno pestañee ilegalizacion partidos anticonstitucionales
NEUTRAL	sobrar ontem paredão servir parar mostrar exatamente quem verdade paulaharycarol rizia quem mentirarodrigo dana feira cinzas chegou mais cedo parar elesas lagrimas rolaram elas mascaras dissolveram
AGAINST	pensaba esto ordenar declarar ante juez obligaba lecrim puigdemont incurriese ningun excepciones estipular articular pero bueno sera logica
FAVOR	define conflicto conflicto independencia
FAVOR	#judicifarsa cuerpos seguridad estado español repartiendo xupaxups colegio claris barcelona hubieron cargas néixer srnieto
NEUTRAL	activistas berlinesa reunen firmas parar pedir referendum impida alquilar inmobiliarias viviendas
AGAINST	paralelo juicio golpista panfletada separatista vanguardia explicando version diferente sucede miembros secta ridiculizan acusaciones jueces fiscales ensalzan indefendibles acusados
NEUTRAL	demais tudar
FAVOR	usan instrumentos viejos instrumentos historicamente siempre fracasaron parar evitar cualquier cambio politico social usan porcar solar saber usar esos instrumentos tardar llegar siglo cuando hagan solar ser recuerdo historiar #joacuso
FAVOR	pobre borrell medio tonto fallar cerebro pobre idiota gilipollas quien cojones instaurar democracia francia alemania holanda belgica luxemburgo tonto cular ejercito invasor segunda guerra mundial
NEUTRAL	como fizera longo vida bolsonaro larga companheiro ferido estrada jogada perigosa podar criar inimigo potencial destruição #euapoiointercept
AGAINST	patriotas grupos forman hemo plantado car separatismo policia española permitido manifestar separatas mientras acosaba retenir patriotas sistema demostrado lado esta #juicioproces
AGAINST	unico conflicto cataluña golpistas saltado todas leyes dando #golpealademocracia verguenza presidente gobierno caure marcar mental separatistas #stopsanchezf
AGAINST	mosso trapero forn mismo video mostrando profesionalidad cuerpo mosso desobedeciendo ordenar judiciales colaborando gobierno golpista delincuente
NEUTRAL	unos alcalde denuncian juicio democracia
AGAINST	queremos reconozca derecho acompañamiento perros proteccion terapeutico victimas violencia machista concienciacion violencia machista solar primer paso parar acabar lacrar social #parlament
FAVOR	iglesia nace constantino grande tras sueño justar noche anta batallar puente milvio contra majencio octubrar angel presentar dijo palabras signar vinça este signar venceras trataba crismon
NEUTRAL	esse blocar falar
AGAINST	quiero decir puede tener opinion tenga tendras demostrar algun documentar juridico golpista
NEUTRAL	ondar esta entretenimento melhor fazer convento carmelitas descalças todo mundar fazendo caridade rezando pelar terra
FAVOR	#rumbournasarv évole retozas porqueria cerdito dice mierdas equidistantes menos varias cadenas llevais metre criminalizando insultando indepes esas cadenas pagan paston parar incendiar miserable
FAVOR	esta siendo asquerosotanto hacen rrss anonimos politicos pres presosnazismo
FAVOR	queremos pais mujeres jovenes pensionistas parado dependientes trabajadores sienta escuchadoscon oportunidades clase media fortalecida justicia social #elgobiernonecesario #laespañaquequieres
FAVOR	bien responde mismo fiscal formular preguntar dictar respiesta datos preguntas sugest
AGAINST	#quenoensenfrontin ahora franco salar valle caidos torra quiere convertir cataluña valle cruces
NEUTRAL	callar anzoategui llenaron respaldo regreso guaido
AGAINST	vaya video mentiras prejuicios habitual solar hagais demagogia olvidado témer corrupcion meter mitad separatistas catalana llevan bien corrupcion malversacion
AGAINST	millo dicho anta todo independentismo violentar hablado algunos eran
AGAINST	manifestacion domingo pidiendo elecciones probablemente sera historica siguiente sanchez difundira todos estuvieron ultraderecha radical planar llevar españa polarizacion total presentarse fascismo otra cosa cuele
AGAINST	tenemos mucha paciencia presidenta ccaa incluso soportamos algunos pasen insultando democracia española diciendo pres politicos pais españa dictadura
FAVOR	preguntas abogada estado inconcretas respuestas pueden serlo menos #juicioproces
NEUTRAL	inesarrimadas muchos colaboradores dedican insultar constitucionalistas
AGAINST	partido psoe pactar comunistas separatistas filoterroristas mejor puede hacer cordon sanitario bien pais
AGAINST	rufian sabe amigar asesino españoles hirio ellos catalana camaradas politicos mujeres niños gentes bien metre republica catalunya sabe usted españa republica existe comer
FAVOR	usted puede interrumpirme todopoderoso marchena pina cagar puto fascismo
NEUTRAL	hoje presidente falou pas governar energia eletrica asfaltamento concluida pontar viadutos concessões porto aeroportos ferrovia novas vagas emprego advinha midia falando
AGAINST	desde cuenta pido seguidora máxima difusión domingo horas plaza colon madrid manifestacion contra sanchez convocar ciudadanos #españanoserompe #sanchezdimision #eleccionesya #españaenlibertad españa pide elecciones
NEUTRAL	esquerdar nojenta criança viar macaquinho criança apalpando homem cagar mijar comer menstruação enfiar crucifixo coolll gayzista debochar jesus isso tudar liberdade expressão bolsonaro razão mostrou verdade votamos nele pisso mesmo
AGAINST	propongo hacer hastag #sanchezdimision parar protestar enesima traicion españa presidente pedro sanchez aceptar mediacion internacional quim torra pasalo
FAVOR	empezamos descartar politicos
AGAINST	porcar unidos somos fuertes porcar estoy harto superioridad moral izquierda humillan desprecian censuran pensamos ellos #porespaña #españaviva #siguemeytesigovox apoyemos
NEUTRAL	guaido reune miembros burocracia venezolana regreso venezuela
AGAINST	foro penal informar ocurrido desapariciones forzosas corto mediano plazo detenidos privados libertad pres politicos fecha detenidos menores mujeres
AGAINST	gilipollas parar malgastar corta vida cosa ahora dicen bromar #juicioproces
FAVOR	#llibertatpresospoliticsiexiliats galiza solidariedade coas persoas encarceladas exiliadas votar votar delitar ningun #llibertatpresospolitics
NEUTRAL	muchos años personaje escogido tener dificil
AGAINST	opcion gobierno seguro hubiera evitado referendum ilegal podrir haber sido esta suerte tenir cabeza puigdemont
NEUTRAL	aqui como incendiado social tras peticionar ultraderecha parlamentar andaluz tras tuit perpetrador #apuntaminombrevox suscribe
FAVOR	tengo amigos todos partidos politicos cambiado néixer sigo yendo comprar mismos sitios tratando misma gente convivencia sigue igualar anta donde esta fracturar
FAVOR	respeto victimas fascismo violencia generar respondere preguntas extremar derecha josep rullar niega interrogatorio abogado
FAVOR	apoyare referendum apruebe parlamentar catalahahahahahahahahahahahahahahahahahahahahahahahahaha
NEUTRAL	agota plazo españa reconocera este lunes guaido
AGAINST	dejarnos derechos millones ciudadanos catalana saltandose leyes nacionales regionales democracia madurar
AGAINST	amenazan detener guaido hacen amenazan tomar asamblea nacional hacen amenazan romper relacionar eeuu union europeu hacen amenazan plomar dejaron repentinamente reprimir cual conclusion #vamosbien
NEUTRAL	conferenciar change change reune unos expertos clima representantes politicos casi centenar paisa
NEUTRAL	buscando escritores tengan decidido publicar obra cualquier generar literario alcance america latina totalidad comenzando colombia brasil #escritor #asesorcomercial #editorialnuevaluz #soyescritor #quieropublicarmilibro #publicahoy
AGAINST	partir poco caer tresar pare cojones tabarnia empezo gracieta puede materializar decir años cataluña puede dejar existir
FAVOR	vamos acabar semana intenso mitings politicos granar poesia
FAVOR	convertido fortin rodeado gente mision defenderlos cuerpos vendrian hasta mosso sacarian careta unirian definitivamente fuerzas ocupantes invasoras puigdemont regresaria bruselas aunque fuera ahora
AGAINST	cierto prohiben hablar esos terminos dices permiten quemar constitucion
AGAINST	opinar sobe independentismo libertad hacerlo ciudadanos obsesion cataluña
AGAINST	indepes estar convencidos primer hombre pisar luna
AGAINST	#sanchismo pactar separatistas primero hicieron levantar controlar cuentas parar torra abriese embajadas propaganda nacionalista dinero todos #precampañaonar
FAVOR	tanto pasamos ellos pudieron votar referendum haceis vosotros catalana indepes apartar encarcelarlos ofreceis posibilidad parar independencia acordar cero
AGAINST	prenden fuego iglesia écija quema templos comenzado mientras vaticano hace guiños politicas gobierno españa #voxextremanecesidad #voxsaleaganar tribuna españa
FAVOR	vive andalucia union andaluza sera catalanas indi hemo puesto demasiado intensas otras demasiado arrimadas prefiero viggo mortensen socio omnium vive catalunya
AGAINST	entendio independentista catalan comer todo
NEUTRAL	ejercito venezolano matar indigenas fronter brasil
NEUTRAL	bolsonaro causar indignacion video obsceno carnaval ante criticas comparsas
FAVOR	supuesto quiero salgan libra pero salar vuelven puestos impedir independencia mucha palabreria digan favor como ahora torras
AGAINST	extraña dictadura españa independentistas controlan principales productoras televisivas derechos futbol mitad televisiones autonomicas cientos escuelas decenas universidades
AGAINST	buahsoy especial distintoozu maria preparado comida donde seguimos sifora feixista barri bueno buena persona honradasoy trabajadorasoy heroelucho republica importar mierda derechos millones
AGAINST	rectificar eliminar bandera independentista video promocional esperamos tomar medidas parar este tipo errores vuelvan cometer
AGAINST	#pensamiento cuando sostiene grandeza independentismo pluralidad voluntarismo sabe falsar opinar
AGAINST	podemos dejar destinar #españa manos populistas izquierdas derechas separatismo #vallsbcn
AGAINST	pide ministrar justicia proteja jueces frente atacar independentistas firmar aqui
FAVOR	hizo lluis company golpe contra republica curioso porcar juzgados politicos actuales llevan mitad gobierno company querian pactar franco puedes explicar
FAVOR	criticado subida sueldo puesto monarquia tampoco criticar noindepes unica mision atacar indepes
NEUTRAL	gostaria saber jornalista indignar imagem sera alguma criticar respeito primeiras paginas noticiarios indignação seletiva parte mote extremar imprensa
FAVOR	quien hecho este video beneficiar nadie parece ahorcar nadie gilipollas tenemos leyes juicio golpistas excelentes jueces esas cosas hacen golpistas descerebrados
FAVOR	cagar cerrajeria devastado puerta portal pegatinas #judiciproces #judicifarsa #judicidelavergonya #juicioproces #juicioalproces #juiciofarsa #juiciogolpistas #judicitvcatradio
FAVOR	recuerdan noticiar falsar euro pacificar bank pablo iglesias periodismo ferreras consiste reunirse cloacas estado parar fabricar #fakenews
FAVOR	#últimahora presidente generalitat valencià ximo puig comunicar adelanta elecciones comunidad valencià
NEUTRAL	dejemos trabajar parar hacer tocar estado brillante idea
NEUTRAL	grupo militar #venezolanos llegando hace ratar #aicm terminal recibidos policias federales miembros ejercito comienza guardia bolivariana #amlo vienen explican #sedena
FAVOR	andrea levy dice solar pactar partidos dentro constitucion ione belarra contestar nadie hecho daño constitucion organizacion criminal corrupcion sanidad educacion #felizmartes #lacafeteraelcandidato #laespañaquequieres
FAVOR	agujero calificacion rebelion abandonar inescindibilidad parte llarena
NEUTRAL	entrevistar parar colunista jornal brasil tardar tardar então vejo curriculo você formado jornalismo esquerdar ótimo esta contratado
NEUTRAL	viajamos antartida ministrar presidenta rosar menendez inaugurar sabado remodelacion basar antartica española juan carlos grandes instalaciones cientificas csic
NEUTRAL	entrevistar diego cantero componer necesidad casi viciar cantante murciano iniciar barts nueva girar parar presentar observatorio nuevo trabajo
AGAINST	cualquier persona minimo honorar despues comprometer suyos presentar asumiria responsabilidad fuertes puigdemont
FAVOR	trapote vivimos estado democratico ciudadano siente derechos vulnerado puede presentar denunciar #juicioproces pausa media hora supremo
FAVOR	principiar exageracion desfiguracion convertir cualquier anecdota pequeña amenaza gravar todos somos testigos bombardeo noticias falsas exageradas desfiguradas sometido independentismo catalan okdiario baluarte
FAVOR	siempre infravalorando nuestra inteligencia cuando estamos convencidos hace parar imagen buena cabal tribunal esta juzgando pres estrategia consiste imagen personas bondadosas encantadoras
FAVOR	cuicsar reconoce este tweet suyo dice lung forcar brac #porracuixart
FAVOR	poco poco lleguemos juntos hasta hacer catolica sostenga fieles sacar libretita somos ateos cumplimos manda constitucion españa aconfesional ningun confesion debe sustentar pueblo españolcomoyo
AGAINST	mientras asesina venezolanos mientras visto obligados exiliarse mientras comunidad internacional clamar restitucion democracia venezuela algunos parece divertido maduro
AGAINST	pua ahora resultar gobierno mediocre indocumentados aupado hasta poder separatistas antisistemas filoterroristas necesita mediador parar dialogar sabe dios banda provincianos golpistas complejo superioridad pasen vean
AGAINST	#ultimahora partido #vox increpado distrito hortaguinardo barcelona
FAVOR	puntualicemos caso aprobacion ppcsvxpnvcc culpar catalana caso devolucion psoeunidos podemos culpar catalana remarcar catalana independentistas catalanofobia total
FAVOR	pleno juicio proces inadmisible apelar supuesta democracia encimar derecho normal franquista puso padre democracia contrariar democracia valg
AGAINST	aplicar desobediencia tanto predicais seguramente faltan cojones todos separatistas
NEUTRAL	entrevistar recomendamos maria casado director observatorio bioetica detras gestacion subrogar enorme nicho mercado basado falsar idea altruismo proyecto ciudadanos ultraliberal
FAVOR	#conpodemosgobernando pasamos palabras intencionesa hechos duda #yovotounidaspodemos
NEUTRAL	maioria brasileiros votou nessa figurar nefast dirige pais outros enganaram perceberam errar manifestações deste carnaval mostrar isso foliar siga frente
NEUTRAL	mariano rajoy expresidente español pensamos justar aplicar estado excepcion #judicitvcatradio
AGAINST	osea audiencia ria votandolo crear sepa menosprecio audiencia apoyado presentador pasado #eleccionesvotoderechas
AGAINST	colgados noticiar solar sirven parar salir peliculas terror gracias #siguemeytesigovox
AGAINST	duele tanto algunos partidos politicos defiendan monstruos
FAVOR	resumiendo suyos impunidad carta blanc erespringaras momento otro ellos encargan solar indepes
FAVOR	impedimentos supremo pres politicos puedan declarar catalan provocado avalancha criticas #juicioproces
AGAINST	en europeo igualdad salarial brecha salarial podemos seguir hablando mejorar democracia mejoramos condicionar vida mujeres ciudadanas trabajadoras ️nuestro manifiesto
NEUTRAL	você foda car porcar fazer aquilo
FAVOR	cuando quitar mosso posiblemente educacion vais hacer referendum donde clavijo puntar delpijo
FAVOR	otro inversor huye despavorido catalunya indepe
AGAINST	director afirmar juicio proces anuncios referendum publicaron iniciatiu propia costar defender valorar democraticos #juicioproces
NEUTRAL	impactante caracas araure estado portuguès #feb #fvzlaenlacalle #gloriaalbravopueblo venezuela
FAVOR	maxpradera semana juicio desmontado rebelion ahora hacemos metemos dejar ridiculo tribunal supremo pachecoemili february semana juicio desmontado
NEUTRAL	directo secretario general parlament pidio funcionarios publicar iniciatiu referendum publicar boletin digital dicho
FAVOR	acabar dejar ridiculo presidente varias veça seguidas verguenza ajena conoce jurisprudencia jaja acusado manifestado contestar preguntas usted preguntar #vox
AGAINST	manipulacion sido razon aceptan democracia minan poco poco mente personas parar convertirlas secta mirar visto razon razon
