LABEL	preprocessing_A
NONE	willard llastima sembrar ventar pero comptar evitarlos tempesta proleg olivier peter #joacuso
FAVOR	silenci complice oportunisme desgastar governar republica negativar electronic cridar vague viure cuento any republicadestronem sindicat regir
AGAINST	perque costar dadmetre maldar persona malalt aixi dissortadament dubtar quin malaltia suposar tenir
FAVOR	cert respondre missatge suposantvos indepes lemissor simplement proposar mobilitzacio contra feixisme nòmer parlar dindependencia independencia independencia monotema pesar rivera larrimadas començar unfollows
AGAINST	president
FAVOR	conclusio nieto mentir parlar tensar dubte texhibim documentar demostrar cleca #judicio #judicitvcatradio #judicifarsa
FAVOR	primer accio contundent terme linia votar pressupost lestat tombar governar pedro sanchez semblar hipotesi inicial correcte nòmer veure dir mitjà estranger
AGAINST	unics jutjar poder expressarse lliurament favor proces
AGAINST	focus fugir catalunya testimoniatge lexode redescobrir ruth wild relatar viure principi lany exodes catalunya frança #març
FAVOR	principi basics democracia mirar menester deixaho correr
NONE	dissabte proposar partit politics enlla canvi nòmer esquerre pdecat cridar jo proposar llistar unica transversal proposit bloquejar institució ser efectiu mandat
AGAINST	governar ultraindepe governar indepe treballar contra reconèixer republica existir idiota
AGAINST	campar barça aquest pellar gallina brutal #femxarxa #independencia
AGAINST	vegada entes aportar moviment boicotejar connexio periodistica #vagageneral
FAVOR	montserrat toro secretar judicial registrar tornar demostrar nit preso preventiu jordi cuixart jordi sanchez tenir justificacio creure mirar video #joacuso
AGAINST	veritat junqueras forn bo defensar tambe veritat descobrir lestafa recordar paraula forn nòmer habia possibilitat elecció esta lindependencia aixo
NONE	gir guiar final il·logics pero aplaudir brillantor discurs jesus vidal lactuacio rosalia aqui cronica duna gala inclusiu comprometre diferenciar diversitat social cine retratar realitat
FAVOR	entrevistar judici pres politics majorar atacar democracia destat
AGAINST	importar vida diner menys pero part vital sortir
FAVOR	vespre conselleria tambe jordis tenir problema cobertura telefonica curios afecte nòmer toro #judicio
FAVOR	periodista laura fabregas mentir enquestar dir català voler referendum fi pais diari unionista ell #faqstherealtv
FAVOR	sels oblidar carrer sempre d@campllibertat tot necessitar animeuvoshi gent #omplimstjaume #llibertatpresospolitics
FAVOR	elecció espanyola convergent total escon elecció catalana convergent juntsxcat imaginar passar anar votar tot
AGAINST	quin fastic purria
NONE	reunió secretar #judicifarsa #joacuso
FAVOR	aixo vell politica goita capullus pero almenys arreglar carrer
AGAINST	explicar perdre lalcaldia mà rival indepe utilitzar armar marcar paquet davant tropa puigdemont repassar autonomiques tenir mateix regidor afeblir guanyar créixer
FAVOR	saber tenir comu dur intent rendició politics proposta incumplides part laprovacio poblar català aixo voler
AGAINST	feixisme policial terrassa
AGAINST	avui constituit consellar municipal cultura art terrassa espaiar dialeg participacio dintercanvi didees experiencies camp ciutat referent cultura
NONE	gent queixar bromar lentin passar anarmorats fi quan
AGAINST	leditorial revistar daquest març numerar titol lletra ferir referenciar lentrevista publicar mateix revistar anar buscarla llibreria quiosc biblioteca pero llegir editorial entrevistar magnifics
AGAINST	quan algu pobre desgraciar sortir algu granar indicar nivell esta instal·lar debo pena rabia convertir zona escas nivell cultural pais
FAVOR	fastic repugnancia mentir maldar decidir buscar rostre #enricmillo
FAVOR	suportar energia lluitar fer ningu veure dret vulnerar rebre repressio incapaç dialogar obrir ull realitat catalunya #defensadretscivils #usvolemacasa #freetothom #adrietvolemacasa
FAVOR	estas dacord proposta pedro sanchez dorganitzar referendum catalunya estatut retuit ampliar mostrar
NONE	diumenge assolellar pero ventos fred nevar anira minvar pirineu @meteopallars #eltemps
AGAINST	⁦@socialistescat⁩ secretari general ⁦@psoe⁩ president governar despanyar pedro sanchez cloure congre socialista europeu ⁦@pespse⁩ vibrar intervencio ull posat elecció dabril #laespañaquequieres
NONE	kameni nacio camerun
AGAINST	bromar apartar aixo alcaldessa apuntar clarament trastornar narcisista personalitat preocupar persona rellevancia politica conscient rebre terapia adequar
FAVOR	avui mateix assistir sessio parlamentar maratonià ppsoecs interposar recurs tenir cabre mante retenir presidenta permetre sessio marxar
NONE	pedro sanchez comparèixer dema anunciar possible avançament electoral
NONE	començar repas #mesvistes malestar sindicat policia nacional associació guardies civil declaracio judici proces tribunal suprem juan ignacio zoido
AGAINST	acte fermesa nacional mobilitzar dret dautodeterminacio mobilitzar pels dret civics politics tot junta dir prou #josocmurallahumana #judicifarsa
AGAINST	quin tramar estaras
NONE	arrimadas presentar primaries ciutadà encapçalar llistar partir barcelona caminar junt governar despanyar
NONE	vídeo directe repren linterrogatori fiscal joaquim forn
AGAINST	pdecat soposa sapugin impost ric samaguen darrere identitat defensar nòmer ric #quenoensenfrontin
FAVOR	valent despres jornada dahir quedar clar republica fara poblar valorar ferla classe politica catalunya morir seguir
FAVOR	sera importar manifestacio feixista violent convocar plaçar jaume preparat organitzar
AGAINST	messi fill parlar catala èxit esportiu vida personal capita barça sincerar #fcblive entrevistar sencer
AGAINST	veure publicació reunió feiem posar marxar maquinar elecció general pensar imatge dir cosa creure orgullar grup #somgentcomuna
FAVOR	iniciar lactar proper alcalde #barcelona caldre #republica tractar guanyar elecció sino governar pais
NONE	jordi turull afirmar voluntat politica encaixar dret lautodeterminacio sentir defensar constitucio ampliar dret restringirlos #judicitvcatradio
AGAINST	insultar confirmar quedar clar primer tweet persona prepotent mirar arribar ameba saber pot silenciar tarribarien menció analfabet digital
NONE	cridar retirar piular comparar situacio profugs lexili
AGAINST	colpista accedir carrec
NONE	ullera brut podrir paella
FAVOR	inexplicable vergonyoss conducta quan referir aznar presidente quan referir puigdemont expresident hora dar ignorar titol president generalitat vitalici dhumiliacions
FAVOR	aquest matar sessio intens treballar conseller seguir desplegar proper desembre #consellperlarepublica
FAVOR	saber tenir comu empresa donar petit pista #republicacatalana
NONE	dinformacio mosso justificar inaccio agent missio dialogar
FAVOR	començar sessio judici resolucio questions previes #judicio
NONE	entrevistar franco bifo berardi filosofar agitador cultural deixeble felix guattari passar setmana
AGAINST	tant valentia esborrar tuit
AGAINST	aixo boig
NONE	arrimadas podrir anunciar saltar politica nacional mateix
FAVOR	votar indicar compromis maner #noatot
FAVOR	president arrimadas voste titllar xenofob supremacista vostes pactar partir xenofob supremacista #parlament
FAVOR	avui aniversari destat triomfar voler recordantme mateix votar pensar gent votar unica formar sentir democratic
AGAINST	denguany molt pero molt damunt comdemna violencia contra idear llibertar demostrar digne empresonar respondre exigencies veure
AGAINST	vetar marchena videos preguntar alarmar observador
AGAINST	minut travar vidre denunciar familiar pres
NONE	partir dextrema dret pronunciar dimecres conferenciar catalunya regio espanyol parlament europeu autoritzar adduir risc seguretat
NONE	enric millo junt seguretat desproposit part taular plantejar referendum fer policia autonomica impedir poblar daixo dir sorber soplar mismo tiempo #judicitvcatradio
AGAINST	president pretende lecciones remangarse trabajar catalunya vergüenza #parlament
AGAINST	veure algu pujar cotxe primer fer dirli anar despres veure pasa semblar dir baixar
NONE	jose antonio nieto exsecretari destat seguretat mosso desquadra complir obligacio referendum shauria celebrar #judicitvcatradio
FAVOR	necessitar maxim gent possible plaçar nanglada urgent feixisme esta campar lliurament brivox encapçalar esta defensar
FAVOR	democracia aixo consultar preguntar esta activar sera nòmer telematica acabar dema dissabte somhi
AGAINST	csstellvi dona existir setembre format personar diferent entitat
NONE	raul romeva constitucio espanyol negar article dret lautodeterminacio tant questio voluntat politica #judicitvcatradio
AGAINST	democratic impossible #lovedemocracy
FAVOR	renunciar convicciones democraticas #junquerasacusa #autodeterminacionoesdelicte emocio trascendencia escoltar loriol quant dignitat #freethemall
NONE	paco protagonista voler any treballar tribunal suprem lencarregat projectar document judici proces #mesvistes
AGAINST	desconvocarla despres hora
AGAINST	clar votant agrair liders partir venir saludar comprovar llibertar politica gaudir telar mariner desinfeccio lleixiu inclos quin vergonyar quin
AGAINST	vague general caure governar titella torra provocar apoderament popular prendre parlament daixo doncs comptar graciar
AGAINST	donar parar divendres convèncer igualtat motor llibertar democracia igualtat vector rector governar #parlament #laespañaquequieresesfeminista
AGAINST	detectar presumpte irregularitat llicenciatura dret pablo casado
FAVOR	voler politics capçalera manar diada ferse fotre
AGAINST	donar voltar suposar dir francès feixista democrates majoria liders estudiar cultura
FAVOR	pensar vacança recomanar costar ricar destinació descobrir recentment #catalunya
AGAINST	fiscal davui semblar retardar pero turull lesta capejar
NONE	enviar queixar formal defensor poblar europeu protestar decisio president parlament europeu antonio tajani dimpedirli conferenciar denunciar atacar llibertar dexpressio
NONE	forn negar referendum implicar despesa governar quan firmar lacord governar suposar departament generalitat menar despendre #judicitvcatradio
AGAINST	puigdemont suspendre informar
AGAINST	jaja classista utilitzar terme xarnego insultar tu mentir deixatar parlar llengua matern generar altre orgullós catalunya xarnega
FAVOR	perdonar pero quim forn esta posar evidenciar #fakesuprem oriol junqueras haven acceptar preguntar fiscal ladvocada lestat dignitat valentia #fakejustice
FAVOR	romeria waterlo judicial catalunya dividir miquel iceta miserable escrupols miseria humà politica tacompanyi sempre trist caminar vida
NONE	entrevistar ester capella consellera justicia veure relatar fiscalia saguantava pinçar #mes #judicitvcatradio
AGAINST	pensaba viure belgica alla insultar portar bandera avatar
AGAINST	poder ignorar timo vague preguntar seriós poder denunciar pagar funcionari facilitar inclus fer vague
FAVOR	recordar policia trapote declarar #judicifarsa acusar assassinar sang fred jove treballador lesquena mentres esposar contra paret #judicio #judiciproces
AGAINST	voler creure amic petanca capassos soler posar perillar sortir vida secretar judicial entendre seguir instrucció jordis aixo engarjolar
AGAINST	difamar home insultar
AGAINST	avui trobar ser atacar daquells democrates defensar defensar respectar idear restar rebutjar acte aixi perpetuin societat
NONE	acabar declaracio neu muntar sessio reprendra declaracio cordinador loperatiu policial doctubre coronel guardia civil diego perez cobos seguir minutar minutar #judicitvcatradio
FAVOR	esperar presentar votar opció indys votar millloraria situacio menor preferir personalment votar pdcat votar beneficiar opció catalunya passar abstencio indy
FAVOR	part dacord part regir democratic pero anar votar any clau sanitaria tornar feixisme nodrir desencantar apatia gent salut republica
FAVOR	sencen maquinar unionista impedir torra puigdemont comparèixer parlament europeu
AGAINST	entrar tuits farol
FAVOR	psoe delicte condemnar indultar psoe fer marqueting politic blanquejar imatge voler llibeat pres politics retornar lexili #santatecla@usvolemacasa
FAVOR	maiordom millo esta posar novel·lar #judicifarsa #judiciproces #judicitvcatradio
AGAINST	aquest #diada #quenoensenfrontin aquest ultims any patir retallar plegat plegat hauriem lluitar millorar condició vida totses compte barallarnos bandera llaç creure
AGAINST	imagenes barçagirona disputado nou creure alt #supercopacat #fcb
NONE	raó oriol junqueras respondra acusacio incloure fiscalia sotmetres interrogatori ideologics propaganda segon font defensar #judicitvcatradio
AGAINST	confiar arrimar traspassar tambe leix nacional general surtir pero costar cremar parlament
FAVOR	director linstitut luther king molestar quan manifestant liders violent reprimir castigar violentament policia funcionari governar
FAVOR	canvi escriure catala pompeu fabra politics
AGAINST	desacordar competir indepes candidatura anar junt pensar votar #sinovanjuntsnovoto
FAVOR	saber quin cami repetire passar #nosurrendercat
AGAINST	entrevistar dominique noure observador internacional #judiciproces semblar resultar judici preparar
FAVOR	jose antonio nieto mentider formar part lescoria pocavergonya negar carregar lactuacio demencial policia l#oct aquest imatge lies tarragona lloc assegurar passar #judicifarsa
NONE	lalcaldable ciutadà madrid begoña villacis acusar dhaver amagar patrimoni tresar any afirmar objectar atacar electoralista
AGAINST	primer impressio judici proces sempre sigut estafar acusat irresponsable acusador preparar cosa ladvocat forn junqueras paquet marchena donar sorpresa
AGAINST	@manuelvalls imatge turismofobia inestabilitat politica propaganda separatista internacional nòmer danyar imatge #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea
AGAINST	pactar servir processisme copar carrecs govern pero avançar republica aixo descartar respondre binar proposar referendum dificultar victoria independentista lengany majuscul
AGAINST	bugadera filadora revenedora fabricant puntar collar rosari encarrec continuadora ofici marit difunt algun donar xvii xviii sortir normar actuar demprenedores #donesdelborn #diadones #arqueoborn
NONE	aviar aviar detall
AGAINST	veritable objectiu dalguns projecte politics destruir lautogovern catalunya degradar institució ajudans defensar tenir construir futur festen soci
FAVOR	rabia gana dacarnissament pres repressaliats nòmer sexplica vergonyar passar tenir controlar salar darrer aturarnos sortir
FAVOR	trossar lligar dolor monserda noia primer estirar cabell fotre punyir llençarla contra terra desgraciar #oct #mamporreros
AGAINST	millorar formar sortir deixar cavar
AGAINST	perdre cultura pista exterior basquet formacio error majorar nombrar doportunitats oferir club aprendre valorar cosa travar sacrifici
AGAINST	paio valer milió voste sigut diputat congre diputat
FAVOR	pensar diferent quin millorar estrategia dubtar tempo prioritat pero tractar dimbecils camama dialeg referendum acordar
AGAINST	problema generar catala saber valladolid
FAVOR	tallar video comentar questions tecnique #judicio
AGAINST	aturar decretar regular lenvia consellar garantir estatutaries creure injustificat extraordinaria urgent necessitar atacar sector taxar lautoritat català competencia conselleria deconomia
FAVOR	espectacular declaracio esta deixar evidenciar mentir preguntar sido detenido ideas respondre intentar entrar bandera català estadio olimpico #zasca
NONE	nissan tornar aprimar produccio plantar zona franc
NONE	manel castellvi dispositiu resultar insuficient comptar tresar cos seguretat #judicitvcatradio
FAVOR	dificil aconseguir independencia lhem estimar maltractar empresonar complices necessari perque tothom republiques francès començar existir guillotinar lamor aixi anar
AGAINST	trobar interessar gent queixar sentenciar esta escritaes gent tambe propia sentenciar escriure sentir contrari
FAVOR	divendres protestar #usvolemacasa #niexilinipreso #freetothom ️️️️ #freecatalanpoliticalprisoners #llibertatpresospolitics #llibertatpresospoliticsiexiliats #niunpasenrere
NONE	partir carles aleña #fcb posicio fantastic preparar
AGAINST	milió varar votar recordar milió
FAVOR	enric casar espanya catalunya preso voler independencia voler castellà aixo impossible
FAVOR	bo poder publicar datar declaracio #rogerespañol sera febrer agradar puguessiu acompanyarnos #ciutatdelajusticia moltissimes graciar compartir #joacuso #totssomo #totessomo #onioblitniperdo
NONE	judici proces resumir judit perpinya finalment sortir responsable politic loperatiu policial doctubre #judicitvcatradio
NONE	declaració acusat judici proces independentista tribunal suprem perdre interes setmana mitjà comunicacio madrid
AGAINST	seriar puntar avui col·locarlo escolar centre salut geriatrics oficina dentitats publicar
FAVOR	greu amic pero pres politics defensar explicar passar sentenciar esta escriure quedar clar veure fiscal mentir duna maner descarar tant mequivoqui seguir
AGAINST	fixeuvos manipular gent cridar dimissio dir independencia
NONE	repren declaracio david perez ibañez secretari segon parlament segueixla directe video àudio minutar minutar #judicitvcatradio
FAVOR	declaració ministrar jose borrell york lluitar contra imatge dalgu votar policia pegar creure final reconvertir causar sobiranista
FAVOR	campar barça aquest pellar gallina sencillament brutal #independencia #femxarxa #acampemastjaume #barcelona
FAVOR	votare sempre lopcio independentista mofereixin nagradi heure posarmhi nou fare regalar representacio català partit exercitar repressio contra català
AGAINST	petit politica necessitar gent normal treballador
AGAINST	cert donar definitiu ladvocat andreu eynde compartir témer trash metal·lar aquigt
FAVOR	rosalia choni poligonera copsar educacio pija uperdiagonal arrimadas respectar chonis poligoneres classista merda
AGAINST	il·lustrador malagueny quan zhou explicar #bcnvsodi lectura viatjar formacio permanent trontollar relat sustentar discriminació #aturemrumors #xarxabcnantirumors
AGAINST	️@dmodold peatonalitzacio dir superilla manera flexible pacificar transitar reduirlo pero lexperiencia demostrar peatonalitzacio acabar comerç tradicional
AGAINST	ahir any parar creuar collar donar ahir tambe nefast futur catalunya deixar preguntarme manar curt mirar deure potser tot sabessim dona
NONE	comissar europeu competencia justificar vetar fusio dalstom siemens dir shauria traduit augmentar preu consumidor
AGAINST	tombar solets cagar
NONE	actuació policia guardia civil prioritzar convivencia leficacia policial jose antonio nieto exsecretari destat seguretat #judicitvcatradio
NONE	aixo significar trairar espanya portaveu senat figurar cordinador poder prendre notar negociació govern catala espanyol
AGAINST	suportar millo saber apartar apujarse difondre fake news cosa
AGAINST	sen dubtar millorar
AGAINST	montse blan #perqueapostem situacio dabandonament afecte globalitat moment moment delicat transició
AGAINST	segon fer resumir passar diu car veritat
FAVOR	romeva explicar lestatut catalunya obligar generalitat accio exterior #judicio
NONE	pessic galta laura campos lalcaldessa montcada reixac explicar gest paternalisme part company politics
AGAINST	passar lesmena totalitat mesurar concretar contra #segregacioescolar empobrir leducacio experiencies trajectories vital infant pactar article
AGAINST	almenys algo memoria saber millorar estar fer collar martirs semblar senteraven passar
FAVOR	assolir lobjectiu desitjar llibertar independencia executiu nacional solidaritat català independencia barcelona generar molt pensar parlar pero actuar
NONE	catalunya regio europeu recurs atreure innovacio pimes #catalunyaenpositiu
FAVOR	miquel bruch competencia mosso autonomica desobediència
AGAINST	melero crack possant contra cordar mentirosos #judicidelavergonya
AGAINST	donali carrec idiota posali llacet veuras car
NONE	investigar difusio foto donar secretar judicial
AGAINST	#últimahora fiscalia investigar joan carles gravació corinna
AGAINST	allo dir politics fer terme eixamplar bandera anar enlloc mante estancar facilitar maxim laparicio noure lideratge jordi cuixart lunic representar #faqstherealtv
AGAINST	existir lhumor daquestes grandissimes actriu genial
AGAINST	#xenofobia l#etnicisme #supremacisme president #generalitat #catalunya quim #torra excepcio malauradament bo part moviment #independentista compartir opinió
FAVOR	anar defensar formacio governar esta escriure construir duna generalitat anemica intervenir sino destruir generalitat mà lespanyolisme exemple mà dalbert rivera
NONE	destudi #anarxiusida partir davui lexposicio examinar lentrada barcelona trobar consumir dheroina propagacio mortal aixo dona entramat destigmatitzacio desatencio controlar invisibilitzacio
FAVOR	#president ideal defensar sempre seguir defensar ultimar consequencies
NONE	jose antonio nieto exsecretari destat seguretat constar cridar televisio evitar lactuacio policial gent actuar mal contra agent #judicitvcatradio
FAVOR	participar tertulia pot seguirho directe
FAVOR	aixo cartell vuelve pablo iglesias desternillante poletologoscomplutenses comunicacio politica pollar cagar evidentissima
AGAINST	trencar dialeg politic catalunya barceloni pedro demostrar coratge il·lusio shan aprovar pressupost bo catalunya barcelona
FAVOR	magistrat dextremadura voler propiciar guerra córrer sang donar violencia morir imposar tesi igualar pretendre pensar viure democracia separacio poder
FAVOR	unilateralitat defensar independencia nacional institució absolutament subnormal puigbeliver fanboy derc pagueta saber lúnic cami restar incloure aturar merda comptar
AGAINST	parlar damer centrar aixo diu veure partit indepes
AGAINST	mayo volveis votar
FAVOR	primer #fairy #ajax quin
NONE	elisenda alamany deixar grup comú pero aclarir abandonar lesco
NONE	investigador barcelona supercomputing center liderar estudi accelerar identificacio relacionar cancer
FAVOR	deixar passar perque fet aillats denunciar daquestes agressió organitzar respondre antifeixista quedar impune feixisme discutir combatre suportar xavi company militancia
FAVOR	ell militant marxar casa trobar personar encaputxar ganivet equipar escalar cordinats walkies treure consignar llibertar pres jove recriminar evitar
FAVOR	pedro sanchez president despanyar afirmar pensar negociar majoria parlamentar catalunya nòmer representar minoria valorar lexistencia pres politics prioritzar relació arabia saudita
AGAINST	aqui censurador quant hipocresia dedicar boicotejar acte pacifics llençar pedra merda petardos increpar cridar deixar pero dultra ell venir enganyar
NONE	quedar feina encarai voler considerar escoltantnos complicitat sumar equipar escoltar posar costar educar
NONE	cosa març feminisme cada perque masclisme lgtbfobia realitat
AGAINST	molt content paisatge superar reproducció youtube graciar tu
FAVOR	levy paramo rivera girauta montserrat arrimadas sanchez camacho utilitzar catalunya aspiració personal ferse victima demostrar catalanofobia libex pagar xalet madriz tornar alla feliç tambe
AGAINST	graciar presentar coperativa ciutadà donar recercar salut llicençia salus comon god cinc garantir ciutadà
AGAINST	️@carinamejias aquest legislatura acabar governar sanchez absolutament debil dependre partit separatista dir voler dialogar farsa nòmer voler parlar lindependencia quedar demostrar
AGAINST	estar totalment dacord independentista pero tractar construir fugir suposadament testar oprimir llibertar democracia començar dictadura supremacista gent indepe
FAVOR	respecteell perdre lull referendum vincular votar guanyar complices perdua lull roger implementar resultatell fotre clase politica cobran pagueta
AGAINST	exigir senyor cesi imediatament carrec conseller dinterior consequencia duna brutal actuacio mosso comandament #omplimstjaume #buchdimissio #sep
FAVOR	voler dir dongui lliçó voler votar votar voler molt junt perfecte tambe tenir tot opinio propia ara aqui ell cridar ensenyar dent
FAVOR	europa borratxo feixista l´europa voler catalana #tajanipuppetoffascism #fvagageneral
AGAINST	partir coherent firmar declaracio ddhh dret religiós canvi governar municipal incapaç signar declaracio condemnar dictadura maduro vulneracio ddhh veneçuela
FAVOR	#llibeats polemica entregar diplomar maig caserna sant andreu barca acte celebracio aniversari guardia civil
AGAINST	guerra democracia pels recurs elit local global voler daltres ell tenir controlar article #noenminombre #noalaguerra #yonoreconozcoagolpistas
NONE	gabriel rufian sera car visible candidatura derc encapçalar junqueras segon explicar portaveu partir marta vilalta
AGAINST	matematic quan company preso tenir ventar favor tipus declaració inclus judici impossible toni comar respondre davant jutjar veure passar llavor
NONE	shamima begum viure siria ser islamic canviar vida penedir lestudiant britanica reclamar campar refugiat repatriar regnar unir retorn incomodar europa
FAVOR	irene lozano saltar separacio poder parlar pres politics liders comar delicte
AGAINST	ajudar mosso mantenir linia policial ajudar poblar mantenir linia noviolencia any #jordis ensenyar unic cami #republicacatalana voler #seguim #omplimsantjaumes sempre
AGAINST	#graciasines
NONE	antoni bayona ampli consens grup parlamentari creacio comissio destudi proces constituent #judicitvcatradio
FAVOR	recordemnos televisio públic britanica lentrevistador criticar lestat espanyol periodista veure estar esperar tuit arrimadas acusar television entregar separatismo
FAVOR	veritable espectacle tronar genocidi expiar lherencia general colpista criminal parlar democracia llei ser dret lacai jurista laplaudeixen morir
AGAINST	laltre llegir segun expresidente aznar medicina recetara derecha tripartita catalunya sera mucho amargar contra tentacion independencia degollar autonomia jugar saber manar aquest
AGAINST	acceptar any catalunya premissa nacionalisme ️el documentar punt torra insultar espanyol perdre replicar #parlament
AGAINST	importar esta guapo mona cucar importar esta fort esta
AGAINST	tenir tocar mirar
AGAINST	tremend somanta alejandro fernandez racistorra nacionalisme ideologia segle consistir divinitzar nòmer contingent absolutizar
AGAINST	rajoy destruir document moncloa
FAVOR	mariano rajoy dialeg impossible semblar possible esperar esteril haura decidir preferir tocar violar liderar recercar solució #freetothom
NONE	quim franquesa reunio carles puigdemont oriol junqueras marta rovira total duna quinzè personar #judicitvcatradio
FAVOR	exercitar defensar #republicacatalana tropa leasing compartir nació necesitats similar capacitar desplegament rapid tropa equip obsolet sera efta
AGAINST	algu caldre principi clar #independencia #marxem #republicacatalana
NONE	tornar brussel·les dema reunirse reiterar disposar renegociar lacord sortir regnar unir #brexit quedar dia
AGAINST	anar trigar fervos preguntar mig serios temps carrer tempsque decidir deixar banda servei publicar servei lamo quin vergonyar veure servil
NONE	antoni bayona deure admetre tramitar creure shavia dalertar consequencies segon quina decisió prendre #judicitvcatradio
AGAINST	diferent nivell dexperiencia gradual sino salt totalment diferent llegir poema mateix univers mirar futbol
NONE	paradoxa governar partidopopular majoria absolut usar decret llei any #elsmatinstv
AGAINST	molt pero politica menys poema mercadillos manifestació treballar treballar ventriloc puigdemont memo papanates acabar lladregot quin panorama tenir
FAVOR	companya sant jaume barcelona resistir lamenaça desallotjar pels mosso dema feixista poder manifestarshi impunement necessitar lajuda tothom poder mateix tardar resistirhi afegeixten
FAVOR	funcionar provincies autonoma sentmenat votar
AGAINST	meravellos quin obra dart processista
FAVOR	venir fotli empentar reu castellvi identificar independentista radical mare nòmer nomenar formacio davant suprem #tecollonslacosa
AGAINST	creure dira davant jutjar
FAVOR	literatura evidentment armar politica
FAVOR	pot assegurar independencia
FAVOR	sempre dacord pero voler dir nestic molt orgullos dhaver compartir bancar lesquerra independentista clases popular any parell noiets estimar tets #semprehisom
FAVOR	entendre tothom seguir ritmar pero votar lestatut voler independenciano engrunar enverinar tornar cosa ser independencia unilateral estafar vindra despanyar vindra governar catalunya
AGAINST	torra esta disposar preso defensar lautodeterminacio visitar gran paraula adreçar nòmer fidel europa nòmer tajani assabentar visitar deixatar entrar #stopprocessisme
AGAINST	escoltar lentrevista daquest matar president torra ondar cero dire nòmer cosa vergonyar alienar català merèixer personatge
AGAINST	pero aixo nivell estatal autonomic generalitat incloure
AGAINST	vague general patriotica vague general patriotica propaganda involucionisme burguesconvocada burguesia català governar lantitesi vague capaç dentendre aixo extrany fixar nòmer detall ortografics
FAVOR	indepe tenir pels any triar triar independencia aconseguir quedar agafare seguire lluitar pero tirare balcar aleshores tenir
AGAINST	article urgent reflexió fondre imprescindible politica comprar prescriptors missatge simple poder sorprendrens enutjarnos solució simple aplicar ineficient
AGAINST	moment doloros separar aconseguir superarlo tenir desconcertar decebre cansar pensar votar separar españa europa
AGAINST	ell sempre allo millorar gent
AGAINST	veritat quin problema
NONE	jose maria espejosavedra demanar votacio secretar demanar laleshores portaveu junt roger torrent #judicitvcatradio
NONE	bancar bloquejar compte ciutadà xinès limitar complir llei prevencio blanquejar capital
AGAINST	avançar secundar postobligatoria tothom #perqueapostem #barcelona
AGAINST	tenir judici politica fracassar renunciar politica tenir judici #elsmatinstv
NONE	nòmer pasolini #sodom #milorau tambe monstre postmodernitat somni decadent sotmetiment gratuit nòmer poder linnocent llavorar feixisme voyeurs voyeurs
NONE	pressupost lorientacio politica radicalitzar dret aixo entendre independentista
FAVOR	grande marlaska tenir tirador cruzcampo despatg deministeri quin collar malparit marxar pagar mateix merda #judicifarsa #joacuso
FAVOR	continuar sebastian trapote actitut virulent ciutadà parlar intervencio fedac horta barcelona mentir #judicifarsa #judicio #joacuso
NONE	video recrear clau satira reunio redaccio diari noticiar economiques proposar jove redactor sacaben convertir titular banal tot publicar realment inofensiu governar #censura #argentina
AGAINST	denuncielo millo graciar feina català deure molt #golpistasaprision #yacataluña #avotacambio
FAVOR	nòmer sortir carrer #somrepublica
NONE	testimoni clau jornada judici proces montserrat toro judit perpinya seleccionar declaració rellevant #judicitvcatradio
NONE	imatge lludriga conca #tordera
AGAINST	dir blocarlo tambe
AGAINST	tallar sostenidor quin conselleria donarieu
AGAINST	dema dijous febrer seguir parlar cine #museubdn historiadora nuria casal descobrir decada prodigiós cinema any cinquanta explicar viure #badalona faltar #cine #hollywod #lagranil·lusio
FAVOR	#miquelbuchdimissio senyor president plaure governar elecció republikat
AGAINST	bueno esperar pensar debatre fondre pero despres veure judici parlar cuixart activista pacifista debatre impossible
AGAINST	aixo devitar pronunciarse veneçuela independent molt dautonomista anar
AGAINST	dema començar cursar dret penitenciari sessio centrar lexecucio pena privatiu llibertar marcar juridic dret fonamental reclús marcar situacio penitenciar actual informeuvos
FAVOR	entendre pluja #fairy festa lescuma
AGAINST	unica objeccio posar tweet sesperes poder comemorar dona treballador correspondre
AGAINST	quin fastic gent
FAVOR	intersindicalcsc superar ccoo multiplicar vuit delegat generalitat sindicar independentista passar delegat empatar primer posicio iaccatac tambe sobiranista
FAVOR	construir pais prosperar lliurar progressista tothom solidari tohom millor pero possible pais millorar lespanya actual creure capaç fossim capaç independencia seriar fracas
FAVOR	mestreno articulista fer recordar pres politics català unics pres politics deuropa
AGAINST	opinas castellvi
FAVOR	pero imatge causar muntar #latrampadelfairy
AGAINST	salvajada traicio dahir traicio demanar diner pare donar dinar fill recordar
FAVOR	normar franquista regular sector premsar derogar any democracia
AGAINST	recordar demanar bo gent desquerres despanyar allo bo gent desquerres catalunya aconseguir any democracia derrotar demagogia nacionalpopulista electoralment confiar pero lliçó lesquerra espanyol poc
FAVOR	mitjà damplificacio nacionalisme servei premsar propaganda lestat cometre error infantil pensar succeir trascendeix paisos pensar cosa trascendeix mateix maner veure ell
AGAINST	sentirse catalan parar borras
AGAINST	recolzar despres dassassinar politics dir faltar gent ell tenir galleda incapaç veure vostro propi cinisme vomitiu definitivament indepes quedar aixo
NONE	jose pedro perezllorca politics destacar transicio espanyol ministrar govern suarez calvosotelo pare constitucio
FAVOR	directe puigdemont presenciar problema seguretat posicionament tajani demofobic demanar diputat obrir ull actuin democrates frontera etern
