id_str	TWEET	LABEL	CLEAN	CLEAN_FULL	LEMMA	LEMMA_CLEAN
1103622402423078912	RECORDEU el Cap de la policia Trapote que declara avui al #JudiciFarsa esta acusat assassinar a sang freda un jove treballador per l'esquena mentres estava esposat contra la paret al 1974 #Judici1O #JudiciProcés https://t.co/aWdLltngO3	FAVOR	recordeu policia trapote declara #judicifarsa acusat assassinar sang freda jove treballador esquena mentres esposat contra paret #judicio #judiciprocés	recordeu policia trapote declara #judicifarsa acusat assassinar sang freda jove treballador esquena mentres esposat contra paret #judicio #judiciprocés	recordar policia trapote declarar #judicifarsa acusar assassinar sang fred jove treballador esquenar mentres esposar contra paret #judicio #judiciprocés	recordar policia trapote declarar #judicifarsa acusar assassinar sang fred jove treballador esquenar mentres esposar contra paret #judicio #judiciproces
10990621125241651e+18	@aancrusan Vull dir que no crec que els teus amics de la petanca fossin capassos, per si sols, de posar en perill la sortida amb vida de la Secretaria Judicial i cia.  Entenc que vosaltres vau ser uns mes dels que veu seguir les instruccions dels Jordis... i per això els engarjolaran	AGAINST	vull crec amics petanca capassos posar perill soida vida secretaria judicial entenc seguir instruccions jordis això engarjolaran	vull crec amics petanca capassos posar perill soida vida secretaria judicial cia entenc seguir instruccions jordis això engarjolaran	voler creure amic petanca capassos posar perillar soida vida secretar judicial companyia entendre seguir instrucció jordis això engarjolar	voler creure amic petanca capassos posar perillar soida vida secretar judicial companyia entendre seguir instruccio jordis aixo engarjolar
11037027197795205e+18	RT @EnricMillo: @3gerardpique No difamis el meu nom home.., que jo no t'he insultat mai.	AGAINST	difamis home insultat	difamis nom home the insultat	difamar nòmer home the insultar	difamar nomer home insultar
10930801680155155e+18	Avui ens hem trobat amb la nostra seu en aquest estat, un altre atac d'aquells que es fan dir  demòcrates . La JSC defensa i defensarà per sobre de tot, el respecte a les idees de la resta, i rebutgem que actes així es perpetuïn en la nostra societat. https://t.co/Y1jl92wDRJ	AGAINST	trobat atac demòcrates defensa defensarà respecte idees resta rebutgem actes així perpetuïn societat	trobat atac fan demòcrates jsc defensa defensarà respecte idees resta rebutgem actes així perpetuïn societat	trobar atacar fer demòcrata jsc defensar defensar respectar idear restar rebutjar acte així perpetuar societat	trobar atacar democrata defensar defensar respectar idear restar rebutjar acte aixi perpetuar societat
11029261221682627e+18	Acaba la declaració de Neus Munté. La sessió es reprendrà a les 16.00 amb la declaració del coordinador de l'operatiu policial de l'1 d'octubre, el coronel de la Guàrdia Civil Diego Pérez de los Cobos 📍Segueix el minut a minut: https://t.co/uYRgPCxHcG #JudiciTV3CatRàdio https://t.co/W6yHSH1ZoV	NEUTRAL	acaba declaració neus munté sessió reprendrà declaració cordinador operatiu policial octubre coronel guàrdia civil diego pérez cobos segueix minut minut #judicitvcatràdio	acaba declaració neus munté sessió reprendrà declaració cordinador operatiu policial octubre coronel guàrdia civil diego pérez cobos segueix minut minut #judicitvcatràdio	acabar declaració neu munté sessió reprendre declaració cordinador operatiu policial octubrar coronel guàrdia civil diego pérez cobos seguir minutar minutar #judicitvcatràdio	acabar declaracio munte sessio reprendre declaracio cordinador operatiu policial octubrar coronel guardia civil diego perez cobos seguir minutar minutar #judicitvcatradio
1103418889092898819	@alfons_godall @Pdemocratacat @Esquerra_ERC Esperem que es presenti la CUP , en tot cas , el no votar opcions Indys o no votar, no millloraria en res la situació, com a mal menor , prefereixo personalment votar PdCAt o ERC que no votar i  beneficiar opcions com a V🤮X a catalunya , que es el que passaria amb abstenció indy	FAVOR	esperem presenti votar opcions indys votar millloraria situació menor prefereixo personalment votar pdcat votar beneficiar opcions catalunya passaria abstenció indy	esperem presenti cup cas votar opcions indys votar millloraria situació menor prefereixo personalment votar pdcat erc votar beneficiar opcions vx catalunya passaria abstenció indy	esperar presentar cup cassar votar opció indys votar millloraria situació menor preferir personalment votar pdcat erc votar beneficiar opció vx catalunya passar abstenció indy	esperar presentar cassar votar opcio indys votar millloraria situacio menor preferir personalment votar pdcat votar beneficiar opcio catalunya passar abstencio indy
1097988302693691392	@JosepMaPuigvert @MaraFeito2 @kikucule @Pablo_Iglesias_ En part d'acord, en part no: el règim no és democràtic, però si ja no anem a votar ni cada 4 anys, encara que sigui en clau sanitària, torna el feixisme, que es nodreix del desencant i apatia de la gent. Salut i República //*//	FAVOR	acord règim democràtic però anem votar anys clau sanitària torna feixisme nodreix desencant apatia gent salut república	pa acord pa règim és democràtic però anem votar anys clau sanitària torna feixisme nodreix desencant apatia gent salut república	pa acordar pa règim ser democràtic però anar votar any clau sanitari tornar feixisme nodrir desencantar apatia gent salut república	acordar regim democratic pero anar votar clau sanitari tornar feixisme nodrir desencantar apatia gent salut republica
1096007670723686400	S'encén la maquinària unionista per impedir que Torra i Puigdemont compareguin al Parlament Europeu https://t.co/JasUgKhrO2 via @larepublicaCat	FAVOR	sencén maquinària unionista impedir torra puigdemont compareguin parlament europeu	sencén maquinària unionista impedir torra puigdemont compareguin parlament europeu	sencén maquinària unionista impedir torra puigdemont comparèixer parlament europeu	sencen maquinaria unionista impedir torra puigdemont compareixer parlament europeu
10461502142000374e+18	RT @adriaral: Entre aquests dos tuits hi ha un any i un farol. https://t.co/qWz3c1I04Y	AGAINST	tuits farol	dos tuits farol	dosar tuits farol	dosar tuits farol
1044028233568727042	🎗AL PSOE 🎥 “No hi ha delicte i no hi pot haver ni condemna ni indult. Que el PSOE no faci marqueting polític per blanquejar la seva imatge. Volem la LLIBERTAT dels presos polítics i el retorn de l’exili”. #SantaTecla201@usvolemacasa @JuntsXCat https://t.co/5Tmh7kxVKt	FAVOR	psoe delicte condemna indult psoe faci marqueting polític blanquejar imatge volem llibeat presos polítics retorn exili #santatecla@usvolemacasa	al psoe  delicte pot condemna indult psoe faci marqueting polític blanquejar imatge volem llibeat presos polítics retorn exili #santatecla@usvolemacasa	al psoe delicte poder condemnar indultar psoe fer marqueting polític blanquejar imatge voler llibeat pres polític retornar exili #santatecla@usvolemacasa	psoe delicte poder condemnar indultar psoe marqueting politic blanquejar imatge voler llibeat pres politic retornar exili #santatecla@usvolemacasa
1102878314597896192	RT @SagitariLlibres: El maiordom Millo està posant veu a una novel·la. #JudiciFARSA #JudiciProcés #JudiciTV3CatRàdio	FAVOR	maiordom millo està posant novel·la #judicifarsa #judiciprocés #judicitvcatràdio	maiordom millo està posant novel·la #judicifarsa #judiciprocés #judicitvcatràdio	maiordom millo estar posar novel·lar #judicifarsa #judiciprocés #judicitvcatràdio	maiordom millo estar posar novel·lar #judicifarsa #judiciproces #judicitvcatradio
10396084098453176e+18	Aquesta #Diada2018 #QueNoEnsEnfrontin. Aquests últims anys em patit les retallades tots plegats i tots plegats hauríem de lluitar per la millora de les condicions de vida de tots/es en comptes de barallar-nos per banderes, llaços o creus.	AGAINST	#diada #quenoensenfrontin últims anys patit retallades plegats plegats hauríem lluitar millora condicions vida totses comptes barallarnos banderes llaços creus	#diada #quenoensenfrontin últims anys patit retallades plegats plegats hauríem lluitar millora condicions vida totses comptes barallarnos banderes llaços creus	#diada #quenoensenfrontin últim any patir retallar plegat plegat heure lluitar millorar condició vida totses compte barallarnos bandera llaç creure	#diada #quenoensenfrontin ultim patir retallar plegat plegat heure lluitar millorar condicio vida totses compte barallarnos bandera llaç creure
1103598214937301e+18	Imágenes del Barça-Girona disputado en la Nova Creu Alta ⚽️ #SupercopaCat #fcb https://t.co/7Re60Xy6B9	AGAINST	imágenes barçagirona disputado nova creu alta #supercopacat #fcb	imágenes barçagirona disputado nova creu alta ️ #supercopacat #fcb	imágenes barçagirona disputado nou creure alt ️ #supercopacat #fcb	imagenes barçagirona disputado creure #supercopacat #fcb
10959888995733094e+18	Les raons: Oriol Junqueras no respondrà a cap acusació, inclosa la fiscalia, per no sotmetre’s a interrogatoris ideològics i de propaganda, segons fonts de la defensa #JudiciTV3CatRàdio https://t.co/Mwmz3vdCdP	NEUTRAL	raons oriol junqueras respondrà acusació inclosa fiscalia sotmetre’s interrogatoris ideològics propaganda segons fonts defensa #judicitvcatràdio	raons oriol junqueras respondrà acusació inclosa fiscalia sotmetre’s interrogatoris ideològics propaganda segons fonts defensa #judicitvcatràdio	raó oriol junqueras respondre acusació incloure fiscalia sotmetre’s interrogatori ideològic propaganda segon font defensar #judicitvcatràdio	oriol junqueras respondre acusacio incloure fiscalia sotmetre’s interrogatori ideologic propaganda segon font defensar #judicitvcatradio
10992905693130547e+18	@EscurcoNegre @zuvielzirkus Sí, sobretot perquè confien que amb Arrimades traspassin també l'eix nacional a les generals. Pot surtir bé, però és a costa de cremar el Parlament.	AGAINST	confien arrimades traspassin també nacional generals suir però costa cremar parlament	sí confien arrimades traspassin també eix nacional generals pot suir bé però és costa cremar parlament	sí confiar arrimar traspassar també eix nacional general poder suir bé però ser costar cremar parlament	confiar arrimar traspassar tambe nacional general poder suir pero costar cremar parlament
1040936054738624512	El director de l’Institut Luther King diu que el molesta 'quan manifestants i líders no violents són reprimits o castigats violentament per la policia i els funcionaris del govern' https://t.co/Xd2jGxnvwK	FAVOR	director institut luther king molesta manifestants líders violents reprimits castigats violentament policia funcionaris govern	director institut luther king diu molesta manifestants líders violents són reprimits castigats violentament policia funcionaris govern	director institut luther king dir molestar manifestant líder violent ser reprimir castigar violentament policia funcionari governar	director institut luther king molestar manifestant lider violent reprimir castigar violentament policia funcionari governar
1045935568339836928	En canvi, tots escriuen un català que ni Pompeu Fabra. I els polítics! https://t.co/XoJGAasbe7	FAVOR	canvi escriuen català pompeu fabra polítics	canvi escriuen català pompeu fabra polítics	canvi escriure català pompeu fabra polític	canvi escriure catala pompeu fabra politic
11041029367858954e+18	@CridaNacional @jordialapreso En desacord perquè esteu competint entre indepes. Ni aquesta candidatura ni la de @junqueras . Si no aneu junts no penso votar.   #sinovanjuntsnovoto	AGAINST	desacord competint indepes candidatura aneu junts penso votar #sinovanjuntsnovoto	desacord competint indepes candidatura aneu junts penso votar #sinovanjuntsnovoto	desacordar competir indepes candidatura anar junt pensar votar #sinovanjuntsnovoto	desacordar competir indepes candidatura anar junt pensar votar #sinovanjuntsnovoto
1099045296317845505	RT @maitemarzal: I sabem quin és el camí Ho repetiré fins que passi  #NoSurrenderCAT https://t.co/4LmmAwiSkW	FAVOR	sabem quin camí repetiré passi #nosurrendercat	sabem quin és camí repetiré passi #nosurrendercat	saber quin ser camí repetir passar #nosurrendercat	saber quin cami repetir passar #nosurrendercat
10974780511794463e+18	[ENTREVISTA] Dominique Nogueres, observadora internacional al #JudiciProcés: “Sembla que el resultat del judici ja estigui preparat” https://t.co/BPXWaKGGYs	AGAINST	entrevista dominique nogueres observadora internacional #judiciprocés sembla resultat judici preparat	entrevista dominique nogueres observadora internacional #judiciprocés sembla resultat judici preparat	entrevistar dominique noure observador internacional #judiciprocés semblar resultar judici preparar	entrevistar dominique noure observador internacional #judiciproces semblar resultar judici preparar
1102555262668496897	José Antonio Nieto és un mentider i forma part de tota l'escòria pocavergonya que nega les càrregues i l'actuació demencial de la policia l'#1oct.  Aquesta és una imatge de l'IES Tarragona, un dels llocs on ha assegurat que no va passar res.  #JudiciFarsa https://t.co/14uCjpnTzR	FAVOR	josé antonio nieto mentider forma escòria pocavergonya nega càrregues actuació demencial policia #oct imatge tarragona llocs assegurat passar #judicifarsa	josé antonio nieto és mentider forma pa escòria pocavergonya nega càrregues actuació demencial policia #oct és imatge ies tarragona llocs assegurat passar #judicifarsa	josé antonio nieto ser mentider formar pa escòria pocavergonya negar càrrega actuació demencial policia #oct ser imatge ies tarragona lloc assegurar passar #judicifarsa	jose antonio nieto mentider formar escoria pocavergonya negar carrega actuacio demencial policia #oct imatge tarragona lloc assegurar passar #judicifarsa
10979484346849198e+18	L’alcaldable de Ciutadans a Madrid, Begoña Villacís, acusada d’haver amagat el seu patrimoni durant tres anys, afirma que és objecte d’un “atac electoralista” https://t.co/n37lMwlhPY https://t.co/PD8rC6aYkC	NEUTRAL	alcaldable ciutadans madrid begoña villacís acusada amagat patrimoni tres anys afirma objecte atac electoralista	alcaldable ciutadans madrid begoña villacís acusada amagat patrimoni tres anys afirma és objecte atac electoralista	alcaldable ciutadà madrid begoña villacís acusar amagar patrimoni tresar any afirmar ser objectar atacar electoralista	alcaldable ciutada madrid begoña villacis acusar amagar patrimoni tresar afirmar objectar atacar electoralista
1096137608596353e+18	La meva primera impressió del judici és que el procés sempre ha sigut una estafa, que els acusats són uns irresponsables, que els acusadors no han preparat gaire cosa, que l'advocat de Forn és molt bo i el de Junqueras un paquet i que el Marchena aquest ens donarà sorpreses.	AGAINST	primera impressió judici procés sempre sigut estafa acusats irresponsables acusadors preparat cosa advocat forn junqueras paquet marchena donarà sorpreses	primera impressió judici és procés sempre sigut estafa acusats són irresponsables acusadors preparat cosa advocat forn és junqueras paquet marchena donarà sorpreses	primer impressió judici ser procés sempre sigut estafar acusat ser irresponsable acusador preparar cosa advocar forn ser junqueras paquet marchena donar sorpresa	primer impressio judici proces sempre sigut estafar acusat irresponsable acusador preparar cosa advocar forn junqueras paquet marchena donar sorpresa
11035919522038702e+18	🗣@manuelvalls a @acedecat:  “Les imatges de turismofòbia, la inestabilitat política i la propaganda separatista internacional només danyen la imatge de #Barcelona”.  #VallsBCN2019 #BCN #empresa #BarcelonaCapitalEuropea https://t.co/cg16zqLgsk	AGAINST	@manuelvalls imatges turismofòbia inestabilitat política propaganda separatista internacional només danyen imatge #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea	@manuelvalls imatges turismofòbia inestabilitat política propaganda separatista internacional només danyen imatge #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea	@manuelvalls imatge turismofòbia inestabilitat polític propaganda separatista internacional nòmer danyar imatge #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea	@manuelvalls imatge turismofobia inestabilitat politic propaganda separatista internacional nomer danyar imatge #barcelona #vallsbcn #bcn #empresa #barcelonacapitaleuropea
11033465836078817e+18	Un pacte que serviria al processisme per a copar càrrecs i governs, però mai per avançar cap a la República.  I per si això fos poc, descarta la resposta binària i proposa un referèndum que dificulti una victòria independentista.  L'engany és majúscul. https://t.co/HMktFCrm97	AGAINST	pacte serviria processisme copar càrrecs governs però avançar república això descaa resposta binària proposa referèndum dificulti victòria independentista engany majúscul	pacte serviria processisme copar càrrecs governs però avançar república això descaa resposta binària proposa referèndum dificulti victòria independentista engany és majúscul	pactar servir processisme copar càrrec govern però avançar república això descaa respondre binari proposar referèndum dificultar victòria independentista enganyar ser majúscul	pactar servir processisme copar carrec govern pero avançar republica aixo descaa respondre binari proposar referendum dificultar victoria independentista enganyar majuscul
11029364795616707e+18	Bugaderes, filadores, revenedores, fabricants de puntes, de collars i rosaris per encàrrec, continuadores dels oficis dels marits difunts… Algunes de les dones dels s. XVII i XVIII sortien de la norma i actuaven d'emprenedores #donesdelBorn #DiaDones19  #ARQUEOBORN https://t.co/2K0svsxAKa	AGAINST	bugaderes filadores revenedores fabricants puntes collars rosaris encàrrec continuadores oficis marits difunts dones soien norma actuaven emprenedores #donesdelborn #diadones #arqueoborn	bugaderes filadores revenedores fabricants puntes collars rosaris encàrrec continuadores oficis marits difunts dones xvi xvi soien norma actuaven emprenedores #donesdelborn #diadones #arqueoborn	bugadera filadora revenedora fabricant puntar collar rosari encàrrec continuadora ofici marit difunt donar xvi xvi soien normar actuar emprenedor #donesdelborn #diadones #arqueoborn	bugadera filadora revenedora fabricant puntar collar rosari encarrec continuadora ofici marit difunt donar soien normar actuar emprenedor #donesdelborn #diadones #arqueoborn
1092136693220692e+18	@letibop Aviat aviat més detalls ❤️	NEUTRAL	aviat aviat detalls	aviat aviat més detalls ️	aviar aviar més detall ️	aviar aviar detall
10366963014660137e+18	El veritable objectiu d'alguns projectes polítics és destruir l'autogovern de Catalunya i degradar les seves institucions. Ajuda'ns a defensar el que tenim i a construir un nou futur. Fes-te'n soci: https://t.co/w2deazKFk2	AGAINST	veritable objectiu projectes polítics destruir autogovern catalunya degradar institucions ajudans defensar tenim construir futur festen soci	veritable objectiu projectes polítics és destruir autogovern catalunya degradar institucions ajudans defensar tenim construir nou futur festen soci	veritable objectiu projecte polític ser destruir autogovern catalunya degradar institució ajudans defensar tenir construir noure futur festen soci	veritable objectiu projecte politic destruir autogovern catalunya degradar institucio ajudans defensar tenir construir noure futur festen soci
10920026537883566e+18	Bon dia a totes i a tots ! La ràbia i les ganes d’acarnissament amb els nostres presos i repressaliats, només s’explica per la vergonya que van passar l’1O i perquè no en tindran prou amb “controlar sales pel darrera” per aturar-nos. Ens en sortirem	FAVOR	ràbia ganes acarnissament presos repressaliats només s’explica vergonya passar tindran controlar sales darrera aturarnos soirem	bon dia ràbia ganes acarnissament presos repressaliats només s’explica vergonya passar o tindran controlar sales darrera aturarnos soirem	bo dia ràbia gana acarnissament pres repressaliats nòmer s’explica vergonyar passar o tenir controlar salar darrer aturarnos soirem	rabia gana acarnissament pres repressaliats nomer s’explica vergonyar passar tenir controlar salar darrer aturarnos soirem
1102798680329994242	Un trós més per lligar amb Esc. Dolors Monserdà. Es la noia que primer estiren dels cabells i foten cop de puny abans de llençar-la contra el terra. Desgraciats fdp. #1oct #Mamporreros https://t.co/6pEBUxTyVf	FAVOR	trós lligar dolors monserdà noia primer estiren cabells foten puny llençarla contra terra desgraciats #oct #mamporreros	trós més lligar esc dolors monserdà noia primer estiren cabells foten cop puny llençarla contra terra desgraciats fdp #oct #mamporreros	trós més lligar escar dolor monserdà noia primer estirar cabell fotre copar punyir llençarla contra terra desgraciar fdp #oct #mamporreros	tros lligar escar dolor monserda noia primer estirar cabell fotre copar punyir llençarla contra terra desgraciar #oct #mamporreros
10959683121131438e+18	RT @OriolMolinsEU: @elsa_artadi La millor forma de sortir del pou és deixar de cavar	AGAINST	millor forma soir deixar cavar	millor forma soir pou és deixar cavar	millorar formar soir pouar ser deixar cavar	millorar formar soir pouar deixar cavar
10423593542158787e+18	S’ha perdut la cultura de la pista exterior en el bàsquet de formació. I és un error: pel major nombre d’oportunitats que ofereix en un club, i per aprendre el valor de les coses a través del sacrifici. https://t.co/w8Kl2cUGzP	AGAINST	s’ha perdut cultura pista exterior bàsquet formació error major nombre opounitats ofereix club aprendre valor coses través sacrifici	s’ha perdut cultura pista exterior bàsquet formació és error major nombre opounitats ofereix club aprendre valor coses través sacrifici	s’ha perdre cultura pista exterior bàsquet formació ser error majorar nombrar opounitats oferir club aprendre valorar cosa travar sacrifici	s’ha perdre cultura pista exterior basquet formacio error majorar nombrar opounitats oferir club aprendre valorar cosa travar sacrifici
11036240175321457e+18	@AlbanoDante76 12 paios no valen més que ni un ni 47 milions.  Vostè ha sigut diputat? Sap que és un Congrés de Diputats?	AGAINST	paios valen milions vostè sigut diputat congrés diputats	paios valen més milions vostè sigut diputat sap és congrés diputats	paio valer més milió tu sigut diputat saber ser congrés diputat	paio valer milio sigut diputat saber congres diputat
1040533593456562178	Es pot pensar diferent sobre quina és la millor estratègia, dubtar dels tempos o de les prioritats. Però el que no pot ser és que ens tractin a tots d'imbècils amb la camama del diàleg i el referèndum acordat. NO POT SER.	FAVOR	pensar diferent quina millor estratègia dubtar tempos prioritats però tractin imbècils camama diàleg referèndum acordat	pot pensar diferent quina és millor estratègia dubtar tempos prioritats però pot és tractin imbècils camama diàleg referèndum acordat pot	poder pensar diferent quin ser millorar estratègia dubtar tempo prioritat però poder ser tractar imbècil camama diàleg referèndum acordar poder	poder pensar diferent quin millorar estrategia dubtar tempo prioritat pero poder tractar imbecil camama dialeg referendum acordar poder
10425097954236621e+18	RT @albertdmcat: Si tants problemes els genera el català,  ja saben què han de fer: cap a Valladolid. https://t.co/pGnIdnDESi	AGAINST	problemes genera català saben valladolid	problemes genera català saben valladolid	problema generar català saber valladolid	problema generar catala saber valladolid
1103390136455196673	📽 🔴Tall de vídeo de l' @illaderobinson on la @nurialawyerbiz ens comenta alguna de les qüestions tècnique del #judici1O  @elpuntavuitv https://t.co/c0Fm0TXf5t	FAVOR	tall vídeo comenta qüestions tècnique #judicio	tall vídeo comenta qüestions tècnique #judicio	tallar vídeo comentar qüestió tècnique #judicio	tallar video comentar questio tecnique #judicio
1093103914097037e+18	C's atura el decret per regular els VTC i l'envia al Consell de Garanties Estatutàries. Creuen injustificada la extraordinària i urgent necessitat.  Un nou atac al sector del Taxi de la mà de l'Autoritat Catalana de la Competència, de la Conselleria d'Economia (ERC) https://t.co/EqwDBHBn1R	AGAINST	atura decret regular envia consell garanties estatutàries creuen injustificada extraordinària urgent necessitat atac sector taxi autoritat catalana competència conselleria economia	cs atura decret regular vtc envia consell garanties estatutàries creuen injustificada extraordinària urgent necessitat nou atac sector taxi mà autoritat catalana competència conselleria economia erc	cs aturar decretar regular vtc enviar consellar garantir estatutari creure injustificat extraordinari urgent necessitar noure atacar sector taxar mà autoritat català competència conselleria economia erc	aturar decretar regular enviar consellar garantir estatutari creure injustificat extraordinari urgent necessitar noure atacar sector taxar autoritat catala competencia conselleria economia
1096044002778976256	Espectacular la declaració de @quimforn que està deixant en evidència les mentides de la @fiscal_es  Pregunta: “Ha sido alguna vez detenido por sus ideas?” Resposta: “Sí, en 1986 al intentar entrar una bandera catalana en el Estadio Olímpico” #Zasca	FAVOR	espectacular declaració està deixant evidència mentides pregunta sido detenido ideas resposta intentar entrar bandera catalana estadio olímpico #zasca	espectacular declaració està deixant evidència mentides pregunta sido vez detenido sus ideas resposta sí intentar entrar bandera catalana estadio olímpico #zasca	espectacular declaració estar deixar evidència mentir preguntar sido vez detenido sus ideas respondre sí intentar entrar bandera català estadio olímpico #zasca	espectacular declaracio estar deixar evidencia mentir preguntar sido detenido ideas respondre intentar entrar bandera catala estadio olimpico #zasca
10959288803749724e+18	Nissan torna a aprimar la producció a la planta de Zona Franca https://t.co/EjxkoDpRE7	NEUTRAL	nissan torna aprimar producció planta zona franca	nissan torna aprimar producció planta zona franca	nissan tornar aprimar producció plantar zona franc	nissan tornar aprimar produccio plantar zona franc
11037202505190482e+18	Manel Castellví:  El dispositiu per a l'1-O va resultar insuficient, comptant els tres cossos de seguretat  https://t.co/IlpcPZnC0O #JudiciTV3CatRàdio https://t.co/Ike2NekpTR	NEUTRAL	manel castellví dispositiu resultar insuficient comptant tres cossos seguretat #judicitvcatràdio	manel castellví dispositiu o resultar insuficient comptant tres cossos seguretat #judicitvcatràdio	manel castellví dispositiu o resultar insuficient comptar tresar cos seguretat #judicitvcatràdio	manel castellvi dispositiu resultar insuficient comptar tresar seguretat #judicitvcatradio
1036620541287911425	No es prou difícil aconseguir la independència que a més l’hem de fer estimant els que ens ha maltractat o empresonat i els seus còmplices necessaris.  Perquè tothom sap que altres Repúbliques com la francesa van començar a existir amb la guillotina de l’amor.  I així anem.	FAVOR	difícil aconseguir independència estimant maltractat empresonat còmplices necessaris tothom repúbliques francesa començar existir guillotina amor així anem	difícil aconseguir independència més estimant maltractat empresonat còmplices necessaris tothom sap repúbliques francesa començar existir guillotina amor així anem	difícil aconseguir independència més estimar maltractar empresonar còmplice necessari tothom saber república francès començar existir guillotinar amorar així anar	dificil aconseguir independencia estimar maltractar empresonar complice necessari tothom saber republica frances començar existir guillotinar amorar aixi anar
11035798207835546e+18	Trobo interessant que molta de la gent que es queixa de que la sentència ja està escrita...és gent que té també la seva pròpia sentència escrita, en sentit contrari.	AGAINST	trobo interessant gent queixa sentència està escritaés gent també pròpia sentència escrita sentit contrari	trobo interessant gent queixa sentència està escritaés gent té també pròpia sentència escrita sentit contrari	trobar interessar gent queixar sentència estar escritaés gent tenir també propi sentència escriure sentir contrari	trobar interessar gent queixar sentencia estar escritaes gent tenir tambe propi sentencia escriure sentir contrari
1041045397484044288	Divendres de protesta ✊ #UsVolemACasa #NiExiliNiPresó  #FreeTothom 🎗️🎗️🎗️🎗️ #FreeCatalanPoliticalPrisoners #LlibertatPresosPolítics #LlibertatPresosPolíticsiExiliats @AdicsEnLluita #NiUnPasEnrere https://t.co/OQVCK7ZgB7	FAVOR	divendres protesta #usvolemacasa #niexilinipresó #freetothom ️️️️ #freecatalanpoliticalprisoners #llibeatpresospolítics #llibeatpresospolíticsiexiliats #niunpasenrere	divendres protesta  #usvolemacasa #niexilinipresó #freetothom ️️️️ #freecatalanpoliticalprisoners #llibeatpresospolítics #llibeatpresospolíticsiexiliats #niunpasenrere	divendres protestar #usvolemacasa #niexilinipresó #freetothom ️️️️ #freecatalanpoliticalprisoners #llibeatpresospolítics #llibeatpresospolíticsiexiliats #niunpasenrere	divendres protestar #usvolemacasa #niexilinipreso #freetothom ️️️️ #freecatalanpoliticalprisoners #llibeatpresospolitics #llibeatpresospoliticsiexiliats #niunpasenrere
10921628228789617e+18	RT @alexdelmas10: El partit de Carles Aleñà 🔰#FCB  Joc de posició fantàstic! Preparat per tot!!!! @Carlesale10 https://t.co/loiyy4Md3i	NEUTRAL	pait carles aleñà #fcb posició fantàstic preparat	pait carles aleñà #fcb joc posició fantàstic preparat	pait carles aleñà #fcb joc posició fantàstic preparar	pait carles aleña #fcb posicio fantastic preparar
10978494542360003e+18	@jrosell @KenHaprenguin @moragasai De dos milions que vàreu votar! 😂 Et recordo que som 7 milions i mig!	AGAINST	milions vàreu votar recordo milions	dos milions vàreu votar  recordo milions	dosar milió anar votar recordar milió	dosar milio anar votar recordar milio
1102590754772471811	Enric Casasses: 'Espanya, per a Catalunya, és una presó. No és que no vulguin la independència, és que volen que siguem castellans. I això és impossible' https://t.co/rJO9kGDcdO	FAVOR	enric casasses espanya catalunya presó vulguin independència volen castellans això impossible	enric casasses espanya catalunya és presó és vulguin independència és volen castellans això és impossible	enric casar espanya catalunya ser presó ser voler independència ser voler castellà això ser impossible	enric casar espanya catalunya preso voler independencia voler castella aixo impossible
10921906822599025e+18	Bona nit! Ja podem publicar la data de la declaració de #RogerEspañol, serà el dia 15 de febrer a les 10:30h, ens agradaria que puguéssiu acompanyar-nos:  🕙10h 📍#CiutatDeLaJustícia (BCN)  Moltíssimes gràcies per compartir #1O #JoAcuso #TotsSom1O #TotesSom1O #1ONiOblitNiPerdó	FAVOR	bona podem publicar data declaració #rogerespañol serà febrer h agradaria puguéssiu acompanyarnos h #ciutatdelajustícia moltíssimes gràcies compair #joacuso #totssomo #totessomo #onioblitniperdó	bona nit podem publicar data declaració #rogerespañol serà dia febrer h agradaria puguéssiu acompanyarnos h #ciutatdelajustícia bcn moltíssimes gràcies compair #o #joacuso #totssomo #totessomo #onioblitniperdó	bo nit poder publicar datar declaració #rogerespañol ser dia febrer hora agradar puguéssiu acompanyarnos hora #ciutatdelajustícia bcn moltíssimes gràcia compair #o #joacuso #totssomo #totessomo #onioblitniperdó	poder publicar datar declaracio #rogerespañol febrer hora agradar puguessiu acompanyarnos hora #ciutatdelajusticia moltissimes gracia compair #joacuso #totssomo #totessomo #onioblitniperdo
11027172003544228e+18	🔊 Dia 10 del judici del procés resumit per Judit Perpinyà:  Finalment ha sortit el responsable polític de l'operatiu policial l'1 d'octubre . #JudiciTV3CatRàdio https://t.co/K7mSI1P6Xh https://t.co/VMj10w6BaY	NEUTRAL	judici procés resumit judit perpinyà finalment soit responsable polític operatiu policial octubre #judicitvcatràdio	dia judici procés resumit judit perpinyà finalment soit responsable polític operatiu policial octubre #judicitvcatràdio	dia judici procés resumir judit perpinyà finalment soit responsable polític operatiu policial octubrar #judicitvcatràdio	judici proces resumir judit perpinya finalment soit responsable politic operatiu policial octubrar #judicitvcatradio
